gene,avg_bulk_CPM,hgnc_symbol
ENSG00000108469,22.26899915329697,RECQL5
ENSG00000103995,22.264786050686993,CEP152
ENSG00000121058,22.2645623155844,COIL
ENSG00000113460,22.257276549868283,BRIX1
ENSG00000212443,22.255018547096743,SNORA53
ENSG00000138303,22.254981711393693,ASCC1
ENSG00000117643,22.241377058926325,MAN1C1
ENSG00000104856,22.222835784275624,RELB
ENSG00000058729,22.21686837751257,RIOK2
ENSG00000106823,22.21357025861363,ECM2
ENSG00000196214,22.207582110785797,ZNF766
ENSG00000085382,22.207054226097128,HACE1
ENSG00000106333,22.19430387563873,PCOLCE
ENSG00000169469,22.183055021205472,SPRR1B
ENSG00000161981,22.181999369797985,SNRNP25
ENSG00000226950,22.173677478687335,DANCR
ENSG00000111203,22.16249383459885,ITFG2
ENSG00000135540,22.14882466976547,NHSL1
ENSG00000170836,22.147358696172436,PPM1D
ENSG00000168389,22.133200521067824,MFSD2A
ENSG00000143179,22.131893524313725,UCK2
ENSG00000152582,22.131523943294138,SPEF2
ENSG00000120915,22.125339616899332,EPHX2
ENSG00000132613,22.117911152537655,MTSS2
ENSG00000168807;ENSG00000260873,22.1176378151188,SNTB2
ENSG00000108771,22.117558161189297,DHX58
ENSG00000185274,22.10857647968071,GALNT17
ENSG00000140463,22.106885360591953,BBS4
ENSG00000122687,22.10595784712573,MRM2
ENSG00000143740,22.105179790000054,SNAP47
ENSG00000142552,22.089011236276843,RCN3
ENSG00000172954,22.083832068340836,LCLAT1
ENSG00000145087,22.083522052213013,STXBP5L
ENSG00000116661,22.06918410538931,FBXO2
ENSG00000172172,22.05977362099509,MRPL13
ENSG00000189377,22.05791260071762,CXCL17
ENSG00000116691,22.050232040585698,MIIP
ENSG00000079337,22.037610682791097,RAPGEF3
ENSG00000159210,22.020946809235777,SNF8
ENSG00000114698,22.02092145621326,PLSCR4
ENSG00000105697,22.020486533302684,HAMP
ENSG00000148331,22.02031015443107,ASB6
ENSG00000143224,22.017420350329022,PPOX
ENSG00000154856,22.014412429845407,APCDD1
ENSG00000108798,22.01007452464047,ABI3
ENSG00000181817,22.00684457351448,LSM10
ENSG00000153574,22.004634305092303,RPIA
ENSG00000125885,22.00172762736529,MCM8
ENSG00000123352,21.99303448938372,SPATS2
ENSG00000158457,21.992153786025423,TSPAN33
ENSG00000069431,21.990994361208116,ABCC9
ENSG00000196358,21.99044706410516,NTNG2
ENSG00000111785,21.982264009607498,RIC8B
ENSG00000099282,21.98189135972128,TSPAN15
ENSG00000213096,21.979276373104845,ZNF254
ENSG00000126005,21.96170004139792,MMP24OS
ENSG00000143167,21.95531043861532,GPA33
ENSG00000169385,21.954645781386372,RNASE2
ENSG00000152684,21.943899694596286,PELO
ENSG00000157570,21.936472271819976,TSPAN18
ENSG00000143553,21.92509600835404,SNAPIN
ENSG00000163281,21.92506707314772,GNPDA2
ENSG00000147650,21.92210520514068,LRP12
ENSG00000120049,21.919523743115143,KCNIP2
ENSG00000180543,21.917037834353785,TSPYL5
ENSG00000198917,21.91591183948754,SPOUT1
ENSG00000152804,21.909611277219057,HHEX
ENSG00000175352,21.909449237796544,NRIP3
ENSG00000163249,21.908904443483824,CCNYL1
ENSG00000106245,21.905543090616657,BUD31
ENSG00000205978,21.90283565841153,NYNRIN
ENSG00000042088,21.902446900773636,TDP1
ENSG00000159267,21.896670074406376,HLCS
ENSG00000170310,21.88616924436569,STX8
ENSG00000197857,21.875540561805,ZNF44
ENSG00000182636,21.875464940901363,NDN
ENSG00000171723,21.866600368417,GPHN
ENSG00000185339,21.866502737531007,TCN2
ENSG00000161036,21.8394071827283,LRWD1
ENSG00000213462,21.836172126039052,ERV3-1
ENSG00000116774,21.830813885526545,OLFML3
ENSG00000182175,21.82602123580941,RGMA
ENSG00000168876,21.822185512837912,ANKRD49
ENSG00000158006,21.816442979474964,PAFAH2
ENSG00000107902,21.814897613294505,LHPP
ENSG00000178531,21.812920209026295,CTXN1
ENSG00000162065,21.807620632055567,TBC1D24
ENSG00000063241,21.80476536371544,ISOC2
ENSG00000160360,21.804338366423156,GPSM1
ENSG00000175538,21.801940244658528,KCNE3
ENSG00000164949,21.784523107514783,GEM
ENSG00000125901,21.777896659456257,MRPS26
ENSG00000169696,21.775006120403045,ASPSCR1
ENSG00000065457,21.767509408952822,ADAT1
ENSG00000156697,21.76448313668364,UTP14A
ENSG00000086544,21.757944738923083,ITPKC
ENSG00000135452,21.756676918558252,TSPAN31
ENSG00000164074,21.75655806067787,ABHD18
ENSG00000153064,21.75442376420759,BANK1
ENSG00000103042,21.75258888999508,SLC38A7
ENSG00000185305,21.749216729015785,ARL15
ENSG00000109906,21.743639719200033,ZBTB16
ENSG00000129450,21.740479373069498,SIGLEC9
ENSG00000138792,21.740187787324285,ENPEP
ENSG00000111696,21.72359012678014,NT5DC3
ENSG00000182544,21.71127644708306,MFSD5
ENSG00000185697,21.710146575873058,MYBL1
ENSG00000167772,21.703672830479608,ANGPTL4
ENSG00000056972,21.697811576979152,TRAF3IP2
ENSG00000126458,21.697536370554825,RRAS
ENSG00000150990,21.69086378959866,DHX37
ENSG00000137673,21.68553166172254,MMP7
ENSG00000070404,21.66866053295401,FSTL3
ENSG00000183779,21.658635922309458,ZNF703
ENSG00000162419,21.655477067627775,GMEB1
ENSG00000064201,21.64958623332416,TSPAN32
ENSG00000203685,21.644299703505716,STUM
ENSG00000227039,21.63903343073171,ITGB2-AS1
ENSG00000139517,21.630593413076443,LNX2
ENSG00000099812,21.625802906407344,MISP
ENSG00000173530,21.620905003965134,TNFRSF10D
ENSG00000131773,21.612844401106468,KHDRBS3
ENSG00000154370,21.611824651780452,TRIM11
ENSG00000173264,21.60217822230288,GPR137
ENSG00000049541,21.599382247267418,RFC2
ENSG00000079156,21.59827176846711,OSBPL6
ENSG00000125384,21.597700635182484,PTGER2
ENSG00000091656,21.596768611729143,ZFHX4
ENSG00000187713,21.59442536781672,TMEM203
ENSG00000167779,21.58971087354773,IGFBP6
ENSG00000013573,21.586514364963257,DDX11
ENSG00000178295,21.58534387994855,GEN1
ENSG00000173083,21.583456709242704,HPSE
ENSG00000144504,21.576022171774785,ANKMY1
ENSG00000152117,21.563390066551072,SMPD4BP
ENSG00000173258,21.562632348356917,ZNF483
ENSG00000169599,21.558836415966617,NFU1
ENSG00000120278,21.55722261582924,PLEKHG1
ENSG00000076053,21.55218477777671,RBM7
ENSG00000171208,21.54873825727842,NETO2
ENSG00000177614,21.548564056338805,PGBD5
ENSG00000112320,21.54009357376276,SOBP
ENSG00000166575,21.533947258983257,TMEM135
ENSG00000155438,21.524950585639083,NIFK
ENSG00000106089,21.524178029381304,STX1A
ENSG00000185008,21.519716589007267,ROBO2
ENSG00000163661,21.517756437906595,PTX3
ENSG00000184867,21.517256790917905,ARMCX2
ENSG00000181754,21.517085642588437,AMIGO1
ENSG00000106351,21.515693978359284,AGFG2
ENSG00000103121,21.51467101884303,CMC2
ENSG00000005882,21.51191108852688,PDK2
ENSG00000114115,21.504765595969022,RBP1
ENSG00000214160,21.50410914631874,ALG3
ENSG00000004777,21.497639200279178,ARHGAP33
ENSG00000164181,21.49268584959431,ELOVL7
ENSG00000090674,21.490423388696662,MCOLN1
ENSG00000105676,21.48824570080941,ARMC6
ENSG00000168672,21.468849738752706,LRATD2
ENSG00000273802,21.468352250034872,H2BC8
ENSG00000197714,21.46772952593973,ZNF460
ENSG00000167685,21.466590759301987,ZNF444
ENSG00000156313,21.460746966261254,RPGR
ENSG00000189337,21.458910532141903,KAZN
ENSG00000204116,21.455146372559216,CHIC1
ENSG00000064225,21.45504854181677,ST3GAL6
ENSG00000134460,21.45021646702328,IL2RA
ENSG00000120697,21.44709480928572,ALG5
ENSG00000143369,21.43853345447536,ECM1
ENSG00000174547,21.4380631347968,MRPL11
ENSG00000154678,21.43479009964333,PDE1C
ENSG00000110871,21.433310438034603,COQ5
ENSG00000135913,21.427242133274564,USP37
ENSG00000109084,21.42457179551013,TMEM97
ENSG00000124772,21.423582806632044,CPNE5
ENSG00000163900,21.408543381674708,TMEM41A
ENSG00000215790,21.39437311904259,SLC35E2A
ENSG00000117151,21.39326519417479,CTBS
ENSG00000102738,21.393195218553473,MRPS31
ENSG00000137168,21.390205060840984,PPIL1
ENSG00000119042,21.389883002609366,SATB2
ENSG00000169957,21.38505204922107,ZNF768
ENSG00000211660,21.37867245303196,IGLV2-23
ENSG00000049449,21.367187707820133,RCN1
ENSG00000177354,21.357392886255504,C10orf71
ENSG00000254004,21.34819341695802,ZNF260
ENSG00000155265,21.345791916472287,GOLGA7B
ENSG00000155093;ENSG00000282185,21.34255328879957,PTPRN2
ENSG00000137872,21.31548737766594,SEMA6D
ENSG00000124786,21.314987439704087,SLC35B3
ENSG00000157014,21.313970029566867,TATDN2
ENSG00000179104,21.31389939810732,TMTC2
ENSG00000181481,21.310977671043705,RNF135
ENSG00000105655,21.307608099268386,ISYNA1
ENSG00000175414,21.301699762668793,ARL10
ENSG00000088970,21.295770172663435,KIZ
ENSG00000177707,21.29055616951987,NECTIN3
ENSG00000144285,21.28927080912069,SCN1A
ENSG00000114315,21.28494320321673,HES1
ENSG00000152578,21.281622255193007,GRIA4
ENSG00000114388,21.280688876082586,NPRL2
ENSG00000169679,21.27969587458994,BUB1
ENSG00000140030,21.27574278411258,GPR65
ENSG00000166446,21.274632883121154,CDYL2
ENSG00000240038,21.26764833109863,AMY2B
ENSG00000133302,21.267193994238763,SLF1
ENSG00000163827,21.267144154883695,LRRC2
ENSG00000144554,21.26221440634334,FANCD2
ENSG00000139579,21.245540057934445,NABP2
ENSG00000172113,21.240846198037747,NME6
ENSG00000124380,21.2370942486257,SNRNP27
ENSG00000029153,21.236804148420543,BMAL2
ENSG00000133216,21.235537001939218,EPHB2
ENSG00000175782,21.235116742083456,SLC35E3
ENSG00000185608,21.225210176916416,MRPL40
ENSG00000158516,21.221591130917897,CPA2
ENSG00000145996,21.21647593717555,CDKAL1
ENSG00000120656,21.2161501392152,TAF12
ENSG00000162385,21.204862040559583,MAGOH
ENSG00000056998,21.202131997105344,GYG2
ENSG00000125351,21.196046915275726,UPF3B
ENSG00000134049,21.191276856125665,IER3IP1
ENSG00000149596,21.18829914255142,JPH2
ENSG00000102871,21.18504367472131,TRADD
ENSG00000109762,21.184965908080535,SNX25
ENSG00000157823,21.17650405835875,AP3S2
ENSG00000171714,21.170543945260786,ANO5
ENSG00000160460,21.15896539556559,SPTBN4
ENSG00000092931,21.157755676904006,MFSD11
ENSG00000168795,21.14394424154764,ZBTB5
ENSG00000160856,21.14043003055777,FCRL3
ENSG00000163737,21.137760765662374,PF4
ENSG00000228794,21.127307903496696,LINC01128
ENSG00000032389,21.12579088956215,EIPR1
ENSG00000206190,21.120524448801422,ATP10A
ENSG00000151131,21.120298274869064,NOPCHAP1
ENSG00000118707,21.116309502962416,TGIF2
ENSG00000100410,21.097823043755284,PHF5A
ENSG00000147654,21.09150115281038,EBAG9
ENSG00000163833,21.091061119437033,FBXO40
ENSG00000176049,21.085761256327817,JAKMIP2
ENSG00000132170,21.08536079148656,PPARG
ENSG00000157214,21.084959278985508,STEAP2
ENSG00000183527,21.078252444747655,PSMG1
ENSG00000118946,21.072174613031613,PCDH17
ENSG00000105793,21.06894508973443,GTPBP10
ENSG00000156990,21.061771258482157,RPUSD3
ENSG00000124743,21.05038623669028,KLHL31
ENSG00000263528,21.0501225708587,IKBKE
ENSG00000138311,21.0449928343628,ZNF365
ENSG00000103356,21.036245177139985,EARS2
ENSG00000181472,21.0350263831771,ZBTB2
ENSG00000117479,21.031581429431075,SLC19A2
ENSG00000215218,21.015375465801128,UBE2QL1
ENSG00000125170,21.01271753967499,DOK4
ENSG00000173588,21.01112114853153,CEP83
ENSG00000075336,21.001343136270297,TIMM21
ENSG00000006071,20.994494228834956,ABCC8
ENSG00000133193,20.988506007362837,VCF1
ENSG00000103064,20.987868858452504,SLC7A6
ENSG00000108239,20.98750715116901,TBC1D12
ENSG00000030110,20.986449770386457,BAK1
ENSG00000081870,20.985254939177167,IFT25
ENSG00000198554,20.976834282239032,WDHD1
ENSG00000164877,20.964392710948825,MICALL2
ENSG00000181790,20.962084836406135,ADGRB1
ENSG00000167880,20.957511837442645,EVPL
ENSG00000177098,20.95033357226567,SCN4B
ENSG00000164118,20.944377535365916,CEP44
ENSG00000185414,20.943923760876235,MRPL30
ENSG00000129484,20.937945830349445,PARP2
ENSG00000004961,20.936206298959032,HCCS
ENSG00000168481,20.92943760589407,LGI3
ENSG00000125863,20.922475103412538,MKKS
ENSG00000178053,20.91337624109965,MLF1
ENSG00000223547,20.912584690302083,ZNF844
ENSG00000128513,20.910020337242827,POT1
ENSG00000173681,20.90940504306163,BCLAF3
ENSG00000120158,20.908270654217812,RCL1
ENSG00000149503,20.895879565259637,INCENP
ENSG00000213203,20.894501005479167,GIMAP1
ENSG00000114956,20.890765359754308,DGUOK
ENSG00000181444,20.887942451203937,ZNF467
ENSG00000106086,20.8850969990021,PLEKHA8
ENSG00000175198,20.871568409353195,PCCA
ENSG00000126062,20.870241344097284,TMEM115
ENSG00000116670,20.858102173533897,MAD2L2
ENSG00000149600,20.857393804774592,COMMD7
ENSG00000005961,20.85735800322917,ITGA2B
ENSG00000138463,20.855344039122578,SLC49A4
ENSG00000102100,20.853796073686375,SLC35A2
ENSG00000092020,20.85376212480995,PPP2R3C
ENSG00000268043,20.851044418110156,NBPF12
ENSG00000172830,20.848735009548182,SSH3
ENSG00000179361,20.84738285429685,ARID3B
ENSG00000101052,20.84235915706891,IFT52
ENSG00000198393,20.841690674649904,ZNF26
ENSG00000087301,20.84095020642589,TXNDC16
ENSG00000155755,20.833873927834617,TMEM237
ENSG00000196507,20.82751630818349,TCEAL3
ENSG00000059691,20.82695083398279,GATB
ENSG00000172530,20.826401846457102,BANP
ENSG00000078081,20.8226559661064,LAMP3
ENSG00000150401,20.81907942910805,DCUN1D2
ENSG00000197982,20.818311713607756,C1orf122
ENSG00000149256,20.807016266481792,TENM4
ENSG00000140263,20.799719075284862,SORD
ENSG00000146409,20.796569203942862,SLC18B1
ENSG00000172273,20.79508163441674,HINFP
ENSG00000159792,20.79266980997921,PSKH1
ENSG00000164398,20.78980069463772,ACSL6
ENSG00000118432,20.784201721328056,CNR1
ENSG00000134285,20.783260409910568,FKBP11
ENSG00000236552,20.774469499326404,RPL13AP5
ENSG00000076716,20.76950730328855,GPC4
ENSG00000170464,20.767762755057333,DNAJC18
ENSG00000171195,20.766919592611927,MUC7
ENSG00000227372,20.763273089223446,GFOD3P
ENSG00000100865,20.762136783554464,CINP
ENSG00000121680,20.750024210885535,PEX16
ENSG00000143748,20.74844139399891,NVL
ENSG00000163630,20.74416448601176,SYNPR
ENSG00000205084,20.735243181886307,TMEM231
ENSG00000135632,20.721645076011917,SMYD5
ENSG00000086827,20.719425806472437,ZW10
ENSG00000084092,20.718507653562185,NOA1
ENSG00000198574,20.714124218661368,SH2D1B
ENSG00000129235,20.70910705258579,TXNDC17
ENSG00000149809,20.70668835102518,TM7SF2
ENSG00000163637,20.70284477348771,PRICKLE2
ENSG00000115514,20.70208702867095,TXNDC9
ENSG00000028116,20.69580592558348,VRK2
ENSG00000032742,20.695450420530477,IFT88
ENSG00000129682,20.69465740525571,FGF13
ENSG00000134532,20.693776831823996,SOX5
ENSG00000164897,20.69284322000859,TMUB1
ENSG00000141179,20.678189356644896,PCTP
ENSG00000123975,20.67611614456132,CKS2
ENSG00000144354,20.675720434863795,CDCA7
ENSG00000110786,20.670568000309064,PTPN5
ENSG00000160917,20.67042397635304,CPSF4
ENSG00000072163,20.667809935436612,LIMS2
ENSG00000092978,20.661857329799876,GPATCH2
ENSG00000116213,20.65742720009068,WRAP73
ENSG00000198839,20.656448964370604,ZNF277
ENSG00000101306,20.65312903668203,MYLK2
ENSG00000168701,20.65266901946929,TMEM208
ENSG00000178397,20.65100072134135,FAM220A
ENSG00000155099,20.646945288230064,PIP4P2
ENSG00000197345,20.645287274487487,MRPL21
ENSG00000101216,20.643109133836408,GMEB2
ENSG00000136273,20.639891936131352,HUS1
ENSG00000167380,20.63838198632112,ZNF226
ENSG00000127990,20.623030446362424,SGCE
ENSG00000103021,20.61080007414998,CFAP263
ENSG00000213614,20.60362065188456,HEXA
ENSG00000145386,20.59793814728737,CCNA2
ENSG00000165912,20.594534703266575,PACSIN3
ENSG00000163596,20.58831753900388,ICA1L
ENSG00000235437,20.588311298019892,LINC01278
ENSG00000233016,20.587881967753383,SNHG7
ENSG00000101194,20.586837943910098,SLC17A9
ENSG00000223768,20.57595440188717,LINC00205
ENSG00000185340,20.573730332355588,GAS2L1
ENSG00000023572,20.567422135134997,GLRX2
ENSG00000249669,20.563378624316982,CARMN
ENSG00000089685,20.562700958740532,BIRC5
ENSG00000118197,20.562110287728338,DDX59
ENSG00000197888,20.558544016590005,UGT2B17
ENSG00000129993,20.558040035267,CBFA2T3
ENSG00000183111,20.543293413738365,ARHGEF37
ENSG00000185760,20.53859804362435,KCNQ5
ENSG00000118160,20.53839582127028,SLC8A2
ENSG00000115112,20.530417345942112,TFCP2L1
ENSG00000198874,20.53041080758861,TYW1
ENSG00000162377,20.5288122621189,COA7
ENSG00000127863,20.52678395145309,TNFRSF19
ENSG00000130813,20.525931379243765,SHFL
ENSG00000241837,20.524929584378015,ATP5PO
ENSG00000116205,20.52143697914252,TCEANC2
ENSG00000147138,20.498764270822228,GPR174
ENSG00000214212,20.49829835327172,C19orf38
ENSG00000109618,20.495362673141617,SEPSECS
ENSG00000090612,20.493059332897868,ZNF268
ENSG00000183475,20.491002690049037,ASB7
ENSG00000227097,20.490454283795447,RPS28P7
ENSG00000167670,20.48856447246209,CHAF1A
ENSG00000130158,20.485997623603534,DOCK6
ENSG00000106459,20.485649248777943,NRF1
ENSG00000153487,20.45530385923107,ING1
ENSG00000214357,20.454946062743556,NEURL1B
ENSG00000107960,20.452363245351336,STN1
ENSG00000126814,20.447479404795818,TRMT5
ENSG00000106804,20.444889412255172,C5
ENSG00000169242,20.43731407195089,EFNA1
ENSG00000115661,20.43048406470452,STK16
ENSG00000205220,20.425389605777813,PSMB10
ENSG00000040531,20.40775587697157,CTNS
ENSG00000138722,20.40175919339628,MMRN1
ENSG00000112304,20.394056132281623,ACOT13
ENSG00000076382,20.392181876944537,SPAG5
ENSG00000104375,20.39132756651955,STK3
ENSG00000197536,20.389491258752862,CARINH
ENSG00000138685,20.383543484867975,FGF2
ENSG00000070778,20.382379908312267,PTPN21
ENSG00000172819,20.3684624316988,RARG
ENSG00000089195,20.36469683443856,TRMT6
ENSG00000198780,20.36331593003853,FAM169A
ENSG00000185049,20.348816269171344,NELFA
ENSG00000133121,20.336267108619484,STARD13
ENSG00000103723,20.33500045231497,AP3B2
ENSG00000141505,20.3347091850457,ASGR1
ENSG00000166275,20.313173310024354,BORCS7
ENSG00000109911,20.31084414705693,ELP4
ENSG00000187840,20.306864133799976,EIF4EBP1
ENSG00000213753,20.306694643303835,CENPBD2P
ENSG00000285410,20.30403639121587,GABPB1-IT1
ENSG00000154511,20.29883138832305,DIPK1A
ENSG00000177917,20.29730522080327,ARL6IP6
ENSG00000113638,20.29447801871008,TTC33
ENSG00000198336,20.29323046188994,MYL4
ENSG00000173918,20.288774354453174,C1QTNF1
ENSG00000184905,20.276933312878075,TCEAL2
ENSG00000198113,20.273701692036337,TOR4A
ENSG00000182247,20.273125816612488,UBE2E2
ENSG00000179403,20.268377168739644,VWA1
ENSG00000137814,20.256012707622123,HAUS2
ENSG00000196739,20.255465472497892,COL27A1
ENSG00000151892,20.249416327715146,GFRA1
ENSG00000235106,20.249210853440804,BRD3OS
ENSG00000163406,20.24751696584036,SLC15A2
ENSG00000111816,20.2468453380261,FRK
ENSG00000102962,20.221574331822797,CCL22
ENSG00000146842,20.22064972131265,TMEM209
ENSG00000107882,20.220349058165844,SUFU
ENSG00000228278,20.20954159841182,ORM2
ENSG00000165195,20.20922105182619,PIGA
ENSG00000064989,20.209114601993697,CALCRL
ENSG00000169876,20.2052819784353,MUC17
ENSG00000168899,20.201406855392705,VAMP5
ENSG00000165632,20.195253802005674,TAF3
ENSG00000149489,20.193350524838444,ROM1
ENSG00000188917,20.192331787241447,TRMT2B
ENSG00000148702,20.189425415959093,HABP2
ENSG00000141295,20.183944697071723,SCRN2
ENSG00000171155,20.181372345369944,C1GALT1C1
ENSG00000100151,20.160237545069393,PICK1
ENSG00000223959,20.160193497643263,AFG3L1P
ENSG00000067606,20.157504014262617,PRKCZ
ENSG00000127993,20.13962211971,RBM48
ENSG00000103351,20.1355244397331,CLUAP1
ENSG00000112365,20.13344064863061,ZBTB24
ENSG00000244405,20.133136193031373,ETV5
ENSG00000100124,20.13068331575314,ANKRD54
ENSG00000174004,20.12760154780598,NRROS
ENSG00000134262,20.124676060637206,AP4B1
ENSG00000008300,20.11592293957803,CELSR3
ENSG00000211673,20.112062236777255,IGLV3-1
ENSG00000068354,20.09694873224147,TBC1D25
ENSG00000125482,20.090297430121623,TTF1
ENSG00000138172,20.081032374042017,CALHM2
ENSG00000066405,20.076738716802325,CLDN18
ENSG00000064995,20.07113768297705,TAF11
ENSG00000072756,20.06782759427111,TRNT1
ENSG00000141569,20.067729314386614,TRIM65
ENSG00000138686,20.05886388652345,BBS7
ENSG00000181751,20.04999955827741,MACIR
ENSG00000240184,20.04505885253775,PCDHGC3
ENSG00000152977,20.044581217281277,ZIC1
ENSG00000130305,20.03466926967283,NSUN5
ENSG00000175575,20.032593092928117,PAAF1
ENSG00000147883,20.031694619388688,CDKN2B
ENSG00000120159,20.02353868316198,CAAP1
ENSG00000112130,20.01797087514722,RNF8
ENSG00000170956,20.013437091862137,CEACAM3
ENSG00000182141,20.002764381091524,ZNF708
ENSG00000154719,20.002075015178843,MRPL39
ENSG00000173914,19.99999180262205,RBM4B
ENSG00000183018,19.985735775559295,SPNS2
ENSG00000164338,19.98367767815483,UTP15
ENSG00000118407,19.980001997925463,FILIP1
ENSG00000182272,19.975799811893005,B4GALNT4
ENSG00000163206,19.975799482483996,SMCP
ENSG00000204514,19.97318653427532,ZNF814
ENSG00000101104,19.97203322241841,PABPC1L
ENSG00000139263,19.971876598965817,LRIG3
ENSG00000134070,19.97173021968945,IRAK2
ENSG00000139117,19.97067007389359,CPNE8
ENSG00000160703,19.96071435440476,NLRX1
ENSG00000186130,19.94721175671091,ZBTB6
ENSG00000027869,19.941027804377317,SH2D2A
ENSG00000081386,19.940229593486688,ZNF510
ENSG00000109066,19.92876035207877,TMEM104
ENSG00000120942,19.909480016977447,UBIAD1
ENSG00000277157,19.908672414727903,H4C4
ENSG00000165684,19.90520607783493,SNAPC4
ENSG00000159167,19.90387700018157,STC1
ENSG00000165323,19.902627843228597,FAT3
ENSG00000116954,19.90193996375684,RRAGC
ENSG00000235194,19.901495250250942,PPP1R3E
ENSG00000121940,19.90142998283238,CLCC1
ENSG00000126787,19.89940037721284,DLGAP5
ENSG00000198832,19.89668714864257,SELENOM
ENSG00000155324,19.884024632090632,GRAMD2B
ENSG00000267121,19.883762274539627,FMNL1-DT
ENSG00000066855,19.8813481169079,MTFR1
ENSG00000120526,19.872209783161363,NUDCD1
ENSG00000196782,19.86819212599404,MAML3
ENSG00000132950,19.858971643287653,ZMYM5
ENSG00000147679,19.85594698441713,UTP23
ENSG00000169087,19.8537676437464,HSPBAP1
ENSG00000239839;ENSG00000284835,19.848031535116412,DEFA3
ENSG00000123552,19.845187569217178,USP45
ENSG00000167207,19.833934458192516,NOD2
ENSG00000174943,19.83382677530118,KCTD13
ENSG00000171365,19.8293660634345,CLCN5
ENSG00000135315,19.829313075295136,CEP162
ENSG00000158966,19.82448461589774,CACHD1
ENSG00000123838,19.81849107366348,C4BPA
ENSG00000143476,19.812111405468233,DTL
ENSG00000172315,19.80781135096037,TP53RK
ENSG00000214135,19.80121292728179,SDHAP4
ENSG00000170854,19.796346033006127,RIOX2
ENSG00000141101,19.79162067633736,NOB1
ENSG00000075790,19.790972899976417,BCAP29
ENSG00000142409,19.788281959365403,ZNF787
ENSG00000165055,19.787364948640345,METTL2B
ENSG00000145384,19.782378499754845,FABP2
ENSG00000168101,19.781508019987506,NUDT16L1
ENSG00000164649,19.780300456603435,CDCA7L
ENSG00000125247,19.770881020077645,TMTC4
ENSG00000085274,19.77059289222308,MYNN
ENSG00000122678,19.7582243923602,POLM
ENSG00000068097,19.757707152465887,HEATR6
ENSG00000068394,19.757431093458266,GPKOW
ENSG00000136840,19.7567582218301,ST6GALNAC4
ENSG00000125144,19.74683841400272,MT1G
ENSG00000162769,19.744735892320875,FLVCR1
ENSG00000122863,19.74204148532851,CHST3
ENSG00000133878,19.739999081770875,DUSP26
ENSG00000172469,19.739705315658025,MANEA
ENSG00000186376,19.735342453616063,ZNF75D
ENSG00000137441,19.7352909601339,FGFBP2
ENSG00000109805,19.731568921736237,NCAPG
ENSG00000121289,19.730003206128742,CEP89
ENSG00000077327,19.72796251113128,SPAG6
ENSG00000137054,19.719878699819223,POLR1E
ENSG00000142185,19.71877394121513,TRPM2
ENSG00000130119,19.71257801054419,GNL3L
ENSG00000159423,19.71126596316983,ALDH4A1
ENSG00000010318,19.710450366231775,PHF7
ENSG00000141161,19.701169827931437,UNC45B
ENSG00000232931,19.700792571297136,LINC00342
ENSG00000166140,19.694150977297795,ZFYVE19
ENSG00000105229,19.688561573038136,PIAS4
ENSG00000167107,19.6846358808696,ACSF2
ENSG00000187601,19.684190828137645,MAGEH1
ENSG00000151468,19.680005415597726,CCDC3
ENSG00000148399,19.67674868043781,DPH7
ENSG00000123360,19.6754712069843,PDE1B
ENSG00000122223,19.67273374399067,CD244
ENSG00000144476,19.66966163827681,ACKR3
ENSG00000112414,19.66837926572605,ADGRG6
ENSG00000211662,19.662847062973032,IGLV3-21
ENSG00000118322,19.652259355307116,ATP10B
ENSG00000157613,19.638241305040015,CREB3L1
ENSG00000075399,19.638238489018367,VPS9D1
ENSG00000109819,19.636681921671077,PPARGC1A
ENSG00000137033,19.63563319756262,IL33
ENSG00000165572,19.633715006862165,KBTBD6
ENSG00000157680,19.62986521250404,DGKI
ENSG00000162813,19.625857727412583,BPNT1
ENSG00000073050,19.614394974456022,XRCC1
ENSG00000067113,19.609235011382033,PLPP1
ENSG00000120725,19.58422014360431,SIL1
ENSG00000122952,19.58187007923849,ZWINT
ENSG00000174672,19.58000059348235,BRSK2
ENSG00000174837,19.577135803220894,ADGRE1
ENSG00000159445,19.56658717457961,THEM4
ENSG00000110171,19.563325807223503,TRIM3
ENSG00000139531,19.55549778067066,SUOX
ENSG00000036672,19.55439033615721,USP2
ENSG00000145423,19.551419122030083,SFRP2
ENSG00000132964,19.54755953185168,CDK8
ENSG00000168904,19.539559839298136,LRRC28
ENSG00000127952,19.532774494306807,STYXL1
ENSG00000007312,19.531094419485783,CD79B
ENSG00000132768,19.526825985835323,DPH2
ENSG00000143367,19.526634488375223,TUFT1
ENSG00000169903,19.524176566175623,TM4SF4
ENSG00000164099,19.522989592318226,PRSS12
ENSG00000164588,19.517861465179656,HCN1
ENSG00000119559,19.513986223423675,C19orf25
ENSG00000213694,19.51316341885071,S1PR3
ENSG00000105398,19.513012010153325,SULT2A1
ENSG00000151689,19.511454265891015,INPP1
ENSG00000196458,19.5084714196489,ZNF605
ENSG00000120539,19.501473091357887,MASTL
ENSG00000141542,19.498422359567577,RAB40B
ENSG00000161944,19.497354373195428,ASGR2
ENSG00000073282,19.49454206336876,TP63
ENSG00000103260,19.491299118345,METRN
ENSG00000196372,19.4887519156759,ASB13
ENSG00000106479,19.480932190057832,ZNF862
ENSG00000101076,19.475797801294956,HNF4A
ENSG00000137563,19.47405752107551,GGH
ENSG00000188817,19.47070598619488,SNTN
