Gene_EntrezID,DE_Prior_Rank,gene_symbol
25817,0.902774880033382,TAFA5
1393,0.902722720634258,CRHBP
4001,0.902670561235135,LMNB1
22941,0.902566242436887,SHANK2
8349,0.902566242436887,H2BC21
2328,0.902566242436887,FMO3
2674,0.90246192363864,GFRA1
374918,0.902409764239516,IGFL1
3169,0.902357604840392,FOXA1
100190986,0.902253286042145,LOC100190986
2561,0.902253286042145,GABRB2
32,0.902253286042145,ACACB
51129,0.902096807844774,ANGPTL4
51088,0.902096807844774,KLHL5
9770,0.902096807844774,RASSF2
54103,0.901992489046526,GSAP
5920,0.901940329647402,PLAAT4
79695,0.901862090548717,GALNT12
940,0.901862090548717,CD28
84418,0.901731692050908,CYSTM1
7026,0.901731692050908,NR2F2
1991,0.901731692050908,ELANE
1901,0.90162737325266,S1PR1
9975,0.901523054454413,NR1D2
6506,0.901523054454413,SLC1A2
5787,0.901523054454413,PTPRB
4045,0.901418735656165,LSAMP
7060,0.901366576257042,THBS4
5004,0.901314416857918,ORM1
346389,0.901262257458794,MACC1
152573,0.901157938660547,SHISA3
55800,0.901157938660547,SCN3B
2113,0.901157938660547,ETS1
54210,0.901053619862299,TREM1
4602,0.901001460463175,MYB
138255,0.900949301064052,CFAP95
7570,0.900897141664928,ZNF22
3357,0.900844982265804,HTR2B
5243,0.900792822866681,ABCB1
340547,0.900740663467557,VSIG1
10602,0.900662424368871,CDC42EP3
1004,0.900662424368871,CDH6
29995,0.900558105570624,LMCD1
7851,0.900558105570624,MALL
57608,0.900453786772376,JCAD
9122,0.900453786772376,SLC16A4
2770,0.900375547673691,GNAI1
54482,0.900297308575005,TRMT13
3572,0.900297308575005,IL6ST
286144,0.900192989776758,TRIQK
5796,0.900192989776758,PTPRK
5650,0.900114750678072,KLK7
84034,0.900010431879825,EMILIN2
54873,0.900010431879825,PALMD
10371,0.900010431879825,SEMA3A
23166,0.899906113081577,STAB1
3753,0.899853953682454,KCNE1
84634,0.89980179428333,KISS1R
7052,0.899749634884206,TGM2
55214,0.899671395785521,P3H2
8061,0.899671395785521,FOSL1
5730,0.899593156686835,PTGDS
7185,0.899514917588149,TRAF1
1407,0.899514917588149,CRY1
2308,0.899436678489464,FOXO1
7025,0.899358439390778,NR2F1
781,0.899358439390778,CACNA2D1
11167,0.899254120592531,FSTL1
978,0.899254120592531,CDA
25893,0.899175881493845,TRIM58
3665,0.899123722094721,IRF7
266747,0.899071562695598,RGL4
93664,0.899019403296474,CADPS2
7068,0.89896724389735,THRB
5791,0.898915084498227,PTPRE
154661,0.898836845399541,RUNDC3B
83990,0.898836845399541,BRIP1
56952,0.898732526601294,PRTFDC1
9369,0.898732526601294,NRXN3
64595,0.898654287502608,TTTY15
26040,0.898602128103484,SETBP1
23650,0.898549968704361,TRIM29
389831,0.898497809305237,LOC389831
9319,0.898445649906113,TRIP13
81704,0.898367410807428,DOCK8
2752,0.898367410807428,GLUL
7053,0.89826309200918,TGM3
3321,0.89826309200918,IGSF3
4884,0.898184852910494,NPTX1
29909,0.898132693511371,GPR171
3976,0.898080534112247,LIF
51274,0.897976215314,KLF3
4212,0.897976215314,MEIS2
4170,0.897976215314,MCL1
731424,0.89784581681619,MIR3945HG
53346,0.89784581681619,TM6SF1
9365,0.897741498017943,KL
6441,0.897741498017943,SFTPD
2213,0.897663258919257,FCGR2B
54538,0.897585019820572,ROBO4
4162,0.897585019820572,MCAM
9214,0.897506780721886,FCMR
4129,0.897454621322762,MAOB
84171,0.897402461923639,LOXL4
116154,0.897324222824953,PHACTR3
5359,0.897324222824953,PLSCR1
116843,0.897245983726268,SLC18B1
100506776,0.897167744627582,TRG-AS1
400954,0.897167744627582,EML6
116844,0.897063425829334,LRG1
4791,0.897063425829334,NFKB2
440416,0.896985186730649,CCDC144NL-AS1
100287616,0.896933027331525,LOXL1-AS1
80114,0.896880867932401,BICC1
9517,0.896802628833716,SPTLC2
3983,0.896802628833716,ABLIM1
11199,0.89672438973503,ANXA10
144406,0.896646150636345,CFAP251
2786,0.896646150636345,GNG4
875,0.896567911537659,CBS
407026,0.896489672438973,MIR29C
10129,0.896489672438973,FRY
22866,0.896411433340288,CNKSR2
81578,0.896359273941164,COL21A1
157506,0.89630711454204,RDH10
10103,0.896254955142917,TSPAN1
64208,0.896176716044231,POPDC3
3728,0.896176716044231,JUP
4741,0.896098476945546,NEFM
1491,0.89604631754642206,CTH
100499467,0.895994158147298,LINC00673
9143,0.895915919048613,SYNGR3
9099,0.895915919048613,USP2
255231,0.895837679949927,MCOLN2
343990,0.895759440851241,CRACDL
5308,0.895759440851241,PITX2
100505633,0.895655122052994,LINC01133
55600,0.895655122052994,ITLN1
57509,0.895524723555185,MTUS1
7559,0.895524723555185,ZNF12
3593,0.895524723555185,IL12B
81031,0.895394325057375,SLC2A10
5729,0.895394325057375,PTGDR
6571,0.89531608595868994,SLC18A2
2295,0.895263926559566,FOXF2
147463,0.895211767160442,ANKRD29
375061,0.895159607761319,FAM89A
8993,0.895107448362195,PGLYRP1
966,0.895055288963071,CD59
546,0.895003129563947,ATRX
170689,0.894872731066138,ADAMTS15
55183,0.894872731066138,RIF1
7846,0.894872731066138,TUBA1A
6943,0.894872731066138,TCF21
8522,0.894690173169205,GAS7
712,0.894690173169205,C1QA
558,0.894690173169205,AXL
79083,0.894585854370958,MLPH
84518,0.894533694971834,CNFN
302,0.89448153557271,ANXA2
2774,0.894429376173587,GNAL
1515,0.894377216774463,CTSV
6926,0.894298977675777,TBX3
2244,0.894298977675777,FGB
83998,0.894220738577092,REG4
2115,0.894168579177968,ETV1
684,0.894090340079282,BST2
566,0.894090340079282,AZU1
944,0.894012100980597,TNFSF8
64123,0.893959941581473,ADGRL4
79785,0.893907782182349,RERGL
1073,0.893829543083664,CFL2
677,0.893829543083664,ZFP36L1
2066,0.893725224285416,ERBB4
205,0.893725224285416,AK4
9899,0.893594825787607,SV2B
8128,0.893594825787607,ST8SIA2
1759,0.893594825787607,DNM1
148811,0.893464427289798,PM20D1
7976,0.893464427289798,FZD3
479,0.893386188191112,ATP12A
112399,0.893334028791988,EGLN3
11095,0.893281869392865,ADAMTS8
130367,0.893177550594617,SGPP2
6330,0.893177550594617,SCN4B
5046,0.893177550594617,PCSK6
9749,0.893047152096808,PHACTR2
8334,0.893047152096808,H2AC6
56829,0.892916753598999,ZC3HAV1
24138,0.892916753598999,IFIT5
8618,0.892916753598999,CADPS
730249,0.892708116002504,ACOD1
221395,0.892708116002504,ADGRF5
89797,0.892708116002504,NAV2
9771,0.892708116002504,RAPGEF5
4013,0.892708116002504,VWA5A
84659,0.892551637805132,RNASE7
5522,0.892499478406009,PPP2R2C
974,0.892447319006885,CD79B
58189,0.892343000208638,WFDC1
6566,0.892343000208638,SLC16A1
4684,0.892343000208638,NCAM1
2114,0.89223868141039,ETS2
9783,0.892186522011266,RIMS3
91607,0.892134362612143,SLFN11
100288432,0.892056123513457,IL10RB-DT
23524,0.892056123513457,SRRM2
6775,0.89195180471521,STAT4
953,0.89195180471521,ENTPD1
5154,0.891873565616524,PDGFA
4086,0.8918214062174,SMAD1
440,0.891769246818277,ASNS
140738,0.891691007719591,TMEM37
27295,0.891691007719591,PDLIM3
2015,0.891612768620905,ADGRE1
53836,0.891560609221782,GPR87
283860,0.891482370123096,LINC00304
5420,0.891482370123096,PODXL
259232,0.891351971625287,NALCN
130271,0.891351971625287,PLEKHH2
22854,0.891351971625287,NTNG1
123872,0.891247652827039,DNAAF1
51361,0.891195493427916,HOOK1
81563,0.891065094930106,C1orf21
58472,0.891065094930106,SQOR
57121,0.891065094930106,LPAR5
23176,0.891065094930106,SEPTIN8
57088,0.890934696432297,PLSCR4
79817,0.890856457333612,MOB3B
2861,0.890856457333612,GPR37
128553,0.890726058835802,TSHZ2
27197,0.890726058835802,GPR82
915,0.890726058835802,CD3D
149628,0.890621740037555,PYHIN1
10332,0.890569580638431,CLEC4M
84649,0.890517421239307,DGAT2
92304,0.890465261840184,SCGB3A1
89795,0.89041310244106,NAV3
145447,0.890282703943251,ABHD12B
9586,0.890282703943251,CREB5
5654,0.890282703943251,HTRA1
196,0.890282703943251,AHR
6368,0.890152305445441,CCL23
84978,0.890074066346756,FRMD5
719,0.890074066346756,C3AR1
8685,0.88999582724807,MARCO
57493,0.889917588149384,HEG1
5698,0.889917588149384,PSMB9
79026,0.889839349050699,AHNAK
81539,0.889787189651575,SLC38A1
1230,0.889735030252451,CCR1
219348,0.889656791153766,PLAC9
2040,0.889656791153766,STOM
6702,0.88957855205508,SPRR2C
84333,0.889500312956395,PCGF5
395,0.889500312956395,ARHGAP6
8543,0.889422073857709,LMO4
9635,0.889369914458585,CLCA2
822,0.889317755059462,CAPG
6398,0.889265595660338,SECTM1
10161,0.889213436261214,LPAR6
116071,0.889135197162529,BATF2
4852,0.889135197162529,NPY
6654,0.889056958063843,SOS1
2591,0.889004798664719,GALNT3
116362,0.888952639265596,RBP7
23254,0.888900479866472,KAZN
23157,0.888822240767786,SEPTIN6
8630,0.888822240767786,HSD17B6
6320,0.888744001669101,CLEC11A
6367,0.888691842269977,CCL22
6513,0.888639682870853,SLC2A1
92421,0.88858752347173,CHMP4C
55034,0.888509284373044,MOCOS
1521,0.888509284373044,CTSW
144568,0.888431045274358,A2ML1
493869,0.888378885875235,GPX8
728392,0.888326726476111,LOC728392
51365,0.888248487377425,PLA1A
8821,0.888248487377425,INPP4B
123,0.88817024827874,PLIN2
7134,0.888092009180054,TNNC1
2869,0.888092009180054,GRK5
10699,0.887961610682245,CORIN
4090,0.887961610682245,SMAD5
3381,0.887961610682245,IBSP
117247,0.887805132484874,SLC16A10
6886,0.887805132484874,TAL1
3684,0.887805132484874,ITGAM
3914,0.887674733987064,LAMB3
602,0.887674733987064,BCL3
55704,0.887596494888379,CCDC88A
2013,0.887518255789693,EMP2
351,0.887518255789693,APP
7022,0.887440016691008,TFAP2C
100628315,0.887387857291884,DNM3OS
387882,0.88733569789276,C12orf75
50861,0.887283538493637,STMN3
23043,0.887231379094513,TNIK
23406,0.887179219695389,COTL1
23150,0.887100980596704,FRMD4B
7991,0.887100980596704,TUSC3
134147,0.887022741498018,CMBL
338773,0.886970582098894,TMEM119
3480,0.886918422699771,IGF1R
4651,0.886866263300647,MYO10
1153,0.886814103901523,CIRBP
2203,0.886761944502399,FBP1
221002,0.886683705403714,RASGEF1A
84612,0.886683705403714,PARD6B
22996,0.886605466305028,TTC39A
132299,0.886501147506781,OCIAD2
114794,0.886501147506781,ELFN2
55314,0.886501147506781,TMEM144
26046,0.886396828708533,LTN1
6476,0.88634466930941,SI
387066,0.886292509910286,SNHG5
29931,0.886240350511162,LINC00312
29091,0.886188191112038,STXBP6
122786,0.886109952013353,FRMD6
93035,0.886109952013353,PKHD1L1
23348,0.886031712914667,DOCK9
221091,0.885979553515543,LRRN4CL
114088,0.885901314416858,TRIM9
8826,0.885901314416858,IQGAP1
8710,0.885823075318172,SERPINB7
51523,0.885770915919049,CXXC5
100506211,0.885692676820363,MIR210HG
23057,0.885692676820363,NMNAT2
55840,0.885588358022116,EAF2
8291,0.885588358022116,DYSF
3912,0.88551011892343,LAMB1
3556,0.885457959524306,IL1RAP
1687,0.885405800125183,GSDME
2246,0.885353640726059,FGF1
4250,0.885301481326935,SCGB2A2
3017,0.885249321927811,H2BC5
100506013,0.885197162528688,APELA
79075,0.885145003129564,DSCC1
399972,0.88509284373044,GSEC
5087,0.885014604631755,PBX1
4487,0.885014604631755,MSX1
131034,0.884910285833507,CPNE4
130497,0.884910285833507,OSR1
116441,0.88480596703526,TM4SF18
55765,0.88480596703526,INAVA
85439,0.884701648237012,STON2
10763,0.884701648237012,NES
3760,0.884623409138327,KCNJ3
55215,0.884571249739203,FANCI
10486,0.884466930940956,CAP2
4281,0.884466930940956,MID1
2863,0.884466930940956,GPR39
168537,0.884362612142708,GIMAP7
55353,0.884310452743584,LAPTM4B
2731,0.884258293344461,GLDC
27286,0.884206133945337,SRPX2
137075,0.884153974546213,CLDN23
5226,0.88410181514709,PGD
113115,0.884049655747966,MTFR2
6004,0.88397141664928,RGS16
1948,0.88397141664928,EFNB2
51309,0.883867097851033,ARMCX1
3006,0.883867097851033,H1-2
653808,0.883788858752347,ZG16
2272,0.883736699353223,FHIT
9886,0.883632380554976,RHOBTB1
5583,0.883632380554976,PRKCH
1649,0.883632380554976,DDIT3
11001,0.883528061756729,SLC27A2
55784,0.883475902357605,MCTP2
7286,0.883423742958481,TUFT1
13,0.883371583559357,AADAC
51778,0.883319424160234,MYOZ2
54436,0.88326726476111,SH3TC1
3653,0.883215105361986,IPW
50804,0.883162945962862,MYEF2
9945,0.883110786563739,GFPT2
84159,0.883032547465053,ARID5B
828,0.883032547465053,CAPS
10611,0.882954308366368,PDLIM5
6624,0.882902148967244,FSCN1
4683,0.88284998956812,NBN
6657,0.882745670769873,SOX2
5797,0.882745670769873,PTPRM
4919,0.882745670769873,ROR1
6523,0.882641351971625,SLC5A1
57111,0.882589192572502,RAB25
170692,0.882537033173378,ADAMTS18
3718,0.882484873774254,JAK3
7079,0.88243271437513,TIMP4
54518,0.882380554976007,APBB1IP
9435,0.882328395576883,CHST2
127254,0.882276236177759,ERICH3
54206,0.882171917379512,ERRFI1
11346,0.882171917379512,SYNPO
8642,0.882171917379512,DCHS1
400043,0.882067598581264,LINC02381
6299,0.881989359482579,SALL1
4091,0.881989359482579,SMAD6
6860,0.881885040684331,SYT4
2305,0.881885040684331,FOXM1
6338,0.881806801585646,SCNN1B
9732,0.88172856248696,DOCK4
8572,0.88172856248696,PDLIM4
389432,0.881650323388275,SAMD5
6713,0.881598163989151,SQLE
2053,0.881546004590027,EPHX2
25845,0.881493845190903,PP7080
57801,0.88144168579178,HES4
3887,0.881389526392656,KRT81
913,0.881337366993532,CD1E
158471,0.881233048195285,PRUNE2
133746,0.881233048195285,JMY
51557,0.881233048195285,LGSN
84981,0.881102649697476,MIR22HG
8555,0.881102649697476,CDC14B
3777,0.88102441059879,KCNK3
64078,0.880946171500104,SLC28A3
4810,0.880946171500104,NHS
79745,0.880867932401419,CLIP4
132720,0.880815773002295,FAM241A
56243,0.880737533903609,KIAA1217
273,0.880737533903609,AMPH
144501,0.880633215105362,KRT80
3394,0.880633215105362,IRF8
83886,0.880554976006676,PRSS27
90632,0.880502816607553,LINC00473
51673,0.880450657208429,TPPP3
54769,0.880372418109743,DIRAS2
6652,0.880372418109743,SORD
27063,0.880294179011058,ANKRD1
57733,0.880215939912372,GBA3
10133,0.880215939912372,OPTN
107,0.880137700813687,ADCY1
85358,0.880085541414563,SHANK3
54941,0.880007302315877,RNF125
10320,0.880007302315877,IKZF1
1286,0.879929063217192,COL4A4
114818,0.879798664719382,KLHL29
83543,0.879798664719382,AIF1L
59353,0.879798664719382,TMEM35A
57580,0.879798664719382,PREX1
84735,0.879642186522011,CNDP1
26228,0.879642186522011,STAP1
79679,0.879563947423326,VTCN1
1942,0.879511788024202,EFNA1
163486,0.879407469225954,DENND1B
60468,0.879407469225954,BACH2
10209,0.879407469225954,EIF1
55686,0.879303150427707,MREG
80323,0.879250991028583,CCDC68
2729,0.87919883162946,GCLC
1755,0.879146672230336,DMBT1
441733,0.879094512831212,PRKXP1
5732,0.879042353432088,PTGER2
219699,0.878990194032965,UNC5B
390,0.878938034633841,RND3
389336,0.878885875234717,C5orf46
9077,0.878833715835594,DIRAS3
59350,0.878755476736908,RXFP1
5652,0.878755476736908,PRSS8
55466,0.878651157938661,DNAJA4
1154,0.878651157938661,CISH
11037,0.878572918839975,STON1
5212,0.878494679741289,VIT
3955,0.878494679741289,LFNG
11278,0.878416440642604,KLF12
652995,0.878338201543918,UCA1
2534,0.878338201543918,FYN
5618,0.878259962445233,PRLR
378805,0.878207803046109,LINC-PINT
768211,0.878155643646985,RELL1
54704,0.8780774045483,PDP1
51703,0.8780774045483,ACSL5
23261,0.877973085750052,CAMTA1
8082,0.877973085750052,SSPN
123036,0.877868766951805,TC2N
9465,0.877868766951805,AKAP7
100134259,0.877764448153557,LINC01119
112464,0.877764448153557,CAVIN3
2743,0.87766012935531,GLRB
150,0.87766012935531,ADRA2A
130340,0.877581890256624,AP1S3
57211,0.877529730857501,ADGRG6
8673,0.877477571458377,VAMP8
7051,0.877425412059253,TGM1
28234,0.877373252660129,SLCO1B3
54762,0.877295013561444,GRAMD1C
4327,0.877295013561444,MMP19
50859,0.877216774462758,SPOCK3
8600,0.877164615063634,TNFSF11
388650,0.877086375964949,DIPK1A
55359,0.877086375964949,STYK1
25836,0.877008136866263,NIPBL
3053,0.87695597746714,SERPIND1
26010,0.876877738368454,SPATS2L
8793,0.876877738368454,TNFRSF10D
51251,0.876799499269768,NT5C3A
55351,0.876747339870645,STK32B
56704,0.876695180471521,JPH1
23017,0.876643021072397,FAIM2
79153,0.876590861673273,GDPD3
121457,0.876512622574588,IKBIP
655,0.876512622574588,BMP7
9244,0.876434383475902,CRLF1
1364,0.876356144377217,CLDN4
911,0.876356144377217,CD1C
57554,0.876277905278531,LRRC7
29015,0.876225745879407,SLC43A3
407738,0.876173586480284,TAFA1
8496,0.87612142708116,PPFIBP1
55584,0.876069267682036,CHRNA9
284424,0.875991028583351,MIR7-3HG
170575,0.875991028583351,GIMAP1
84879,0.875860630085541,MFSD2A
3775,0.875860630085541,KCNK1
3217,0.875860630085541,HOXB7
57502,0.875730231587732,NLGN4X
901,0.875730231587732,CCNG2
5205,0.875651992489047,ATP8B1
29896,0.875599833089923,TRA2A
683,0.875547673690799,BST1
6583,0.875495514291675,SLC22A4
645687,0.875391195493428,LINC00520
619279,0.875391195493428,ZNF704
26049,0.875391195493428,FAM169A
79192,0.875260796995619,IRX1
8728,0.875260796995619,ADAM19
57134,0.875182557896933,MAN1C1
284119,0.875130398497809,CAVIN1
121551,0.875078239098686,BTBD11
27319,0.875026079699562,BHLHE22
55107,0.874973920300438,ANO1
221079,0.874869601502191,ARL5B
120114,0.874869601502191,FAT3
27165,0.874869601502191,GLS2
199,0.874739203004381,AIF1
94,0.874739203004381,ACVRL1
9480,0.874660963905696,ONECUT2
8820,0.87458272480701,HESX1
2745,0.87458272480701,GLRX
135932,0.874452326309201,TMEM139
93099,0.874452326309201,DMKN
4053,0.874452326309201,LTBP2
5896,0.874348007510953,RAG1
407975,0.87429584811183,MIR17HG
6663,0.874243688712706,SOX10
25801,0.874191529313582,GCA
7348,0.874139369914459,UPK1B
79930,0.874061130815773,DOK3
11169,0.874061130815773,WDHD1
55283,0.873956812017526,MCOLN3
3337,0.873956812017526,DNAJB1
5294,0.87387857291884,PIK3CG
55930,0.873826413519716,MYO5C
100505881,0.873748174421031,MAGI2-AS3
57447,0.873748174421031,NDRG2
64097,0.873669935322345,EPB41L4A
9891,0.873617775923221,NUAK1
6035,0.873565616524098,RNASE1
81611,0.873513457124974,ANP32E
259307,0.87346129772585,IL4I1
55366,0.873409138326727,LGR4
3683,0.873356978927603,ITGAL
91614,0.873278739828917,DEPDC7
8339,0.873278739828917,H2BC8
27086,0.873200500730232,FOXP1
5122,0.873148341331108,PCSK1
104,0.873096181931984,ADARB1
7098,0.87304402253286,TLR3
23327,0.872965783434175,NEDD4L
961,0.872965783434175,CD47
89932,0.872835384936366,PAPLN
87178,0.872835384936366,PNPT1
10232,0.872835384936366,MSLN
115265,0.872704986438556,DDIT4L
6277,0.872704986438556,S100A6
84553,0.872574587940747,FAXC
79983,0.872574587940747,POF1B
3587,0.872574587940747,IL10RA
84709,0.872470269142499,MGARP
79469,0.872365950344252,DLEU2L
9212,0.872365950344252,AURKB
4241,0.872365950344252,MELTF
1953,0.872261631546005,MEGF6
9815,0.872209472146881,GIT2
9910,0.872105153348633,RABGAP1L
5349,0.872105153348633,FXYD3
993,0.872105153348633,CDC25A
2304,0.872000834550386,FOXE1
114793,0.871948675151262,FMNL2
23250,0.871870436052577,ATP11A
4958,0.871870436052577,OMD
2535,0.871792196953891,FZD2
54477,0.871713957855206,PLEKHA5
10018,0.871713957855206,BCL2L11
56920,0.87163571875652,SEMA3G
131583,0.871583559357396,FAM43A
121512,0.871505320258711,FGD4
56975,0.871505320258711,FAM20C
23516,0.871427081160025,SLC39A14
55801,0.871374921760901,IL26
55723,0.871322762361778,ASF1B
394,0.871270602962654,ARHGAP5
57698,0.87121844356353,SHTN1
170302,0.871166284164406,ARX
63895,0.871088045065721,PIEZO2
8801,0.871088045065721,SUCLG2
374393,0.870983726267473,FAM111B
2494,0.870983726267473,NR5A2
7881,0.870905487168788,KCNAB1
79762,0.870853327769664,C1orf115
220213,0.87080116837054,OTUD1
6495,0.870749008971417,SIX1
83666,0.870670769872731,PARP9
2662,0.870670769872731,GDF10
55103,0.870592530774046,RALGPS2
3918,0.870540371374922,LAMC2
340152,0.870488211975798,ZC3H12D
283298,0.870436052576674,OLFML1
221895,0.870383893177551,JAZF1
100506658,0.870331733778427,OCLN
51334,0.870253494679741,PRR16
242,0.870253494679741,ALOX12B
115701,0.870123096181932,ALPK2
25891,0.870123096181932,PAMR1
9397,0.870123096181932,NMT2
84314,0.870018777383684,TMEM107
9444,0.869966617984561,QKI
3226,0.869914458585437,HOXC10
169200,0.86981013978719,TMEM64
83699,0.86981013978719,SH3BGRL2
58473,0.86981013978719,PLEKHB1
117248,0.869705820988942,GALNT15
79694,0.869575422491133,MANEA
57669,0.869575422491133,EPB41L5
54947,0.869575422491133,LPCAT2
4835,0.869575422491133,NQO2
8877,0.869445023993324,SPHK1
729359,0.8693928645942,PLIN4
387103,0.869340705195076,CENPW
10690,0.869288545795952,FUT9
9806,0.869236386396829,SPOCK2
963,0.869184226997705,CD53
79154,0.869132067598581,DHRS11
23251,0.869079908199458,MINAR1
80303,0.869027748800334,EFHD1
678,0.86897558940121,ZFP36L2
79605,0.868897350302524,PGBD5
4922,0.868897350302524,NTS
152330,0.868793031504277,CNTN4
23682,0.868793031504277,RAB38
57188,0.86868871270603,ADAMTSL3
51284,0.86868871270603,TLR7
25816,0.868610473607344,TNFAIP8
340533,0.868532234508658,NEXMIF
5873,0.868532234508658,RAB27A
54796,0.868427915710411,BNC2
3664,0.868427915710411,IRF6
84366,0.868323596912164,PRAC1
80177,0.868323596912164,MYCT1
125488,0.868219278113916,TTC39C
2201,0.868219278113916,FBN2
83667,0.868088879616107,SESN2
83394,0.868088879616107,PITPNM3
7802,0.868088879616107,DNALI1
5068,0.867984560817859,REG3A
7644,0.867906321719174,ZNF91
939,0.867906321719174,CD27
114884,0.867775923221365,OSBPL10
23242,0.867775923221365,COBL
5163,0.867775923221365,PDK1
4286,0.867671604423117,MITF
79987,0.867593365324431,SVEP1
336,0.867593365324431,APOA2
55365,0.867515126225746,TMEM176A
80328,0.867410807427498,ULBP2
27306,0.867410807427498,HPGDS
6920,0.867410807427498,TCEA3
6366,0.867306488629251,CCL21
5336,0.867254329230127,PLCG2
207107,0.86715001043188,SFTA1P
51280,0.86715001043188,GOLM1
10406,0.86715001043188,WFDC2
135112,0.866993532234509,NCOA7
9693,0.866993532234509,RAPGEF2
1365,0.866993532234509,CLDN3
120939,0.866889213436261,TMEM52B
83937,0.866837054037138,RASSF4
33,0.866784894638014,ACADL
54,0.86673273523889,ACP5
26112,0.866654496140205,CCDC69
669,0.866654496140205,BPGM
2044,0.866576257041519,EPHA5
83700,0.866524097642395,JAM3
57758,0.86644585854371,SCUBE2
23576,0.86644585854371,DDAH1
5244,0.866341539745462,ABCB4
4854,0.866341539745462,NOTCH3
1902,0.866263300646777,LPAR1
115761,0.866185061548091,ARL11
51512,0.866185061548091,GTSE1
120892,0.866080742749843,LRRK2
7040,0.866080742749843,TGFB1
56648,0.866002503651158,EIF5A2
1040,0.865950344252034,CDS1
9056,0.865872105153349,SLC7A7
8547,0.865872105153349,FCN3
2208,0.865793866054663,FCER2
253970,0.865741706655539,SFTA3
140606,0.865689547256416,SELENOM
100507421,0.86561130815773,TMEM178B
7075,0.86561130815773,TIE1
3992,0.865506989359483,FADS1
26,0.865506989359483,AOC1
3148,0.865428750260797,HMGB2
91752,0.865376590861673,ZNF804A
973,0.86532443146255,CD79A
5077,0.865272272063426,PAX3
168455,0.86519403296474,CCDC71L
64859,0.86519403296474,NABP1
10000,0.865089714166493,AKT3
343,0.865089714166493,AQP8
121506,0.865011475067807,ERP27
4879,0.864959315668683,NPPB
26525,0.86490715626956,IL36RN
26575,0.864828917170874,RGS17
5307,0.864828917170874,PITX1
57559,0.864698518673065,STAMBPL1
53353,0.864698518673065,LRP1B
51421,0.864698518673065,AMOTL2
2323,0.864594199874817,FLT3LG
2566,0.864542040475694,GABRG2
143903,0.864437721677446,LAYN
116984,0.864437721677446,ARAP2
6502,0.864437721677446,SKP2
753,0.864307323179637,LDLRAD4
430,0.864307323179637,ASCL2
217,0.864229084080951,ALDH2
3055,0.864176924681828,HCK
91526,0.864098685583142,ANKRD44
4155,0.864098685583142,MBP
9912,0.863968287085333,ARHGAP44
5947,0.863968287085333,RBP1
1152,0.863968287085333,CKB
220963,0.863863968287085,SLC16A9
55796,0.863811808887962,MBNL3
26253,0.863707490089714,CLEC4E
23671,0.863707490089714,TMEFF2
1791,0.863707490089714,DNTT
84824,0.863524932192781,FCRLA
80781,0.863524932192781,COL18A1
1740,0.863524932192781,DLG2
1510,0.863524932192781,CTSE
80736,0.863394533694972,SLC44A4
222487,0.863316294596286,ADGRG3
122060,0.863316294596286,SLAIN1
151651,0.863185896098477,EFHB
84072,0.863185896098477,HORMAD1
10655,0.863185896098477,DMRT2
145270,0.863081577300229,PRIMA1
9737,0.863029417901106,GPRASP1
3209,0.862977258501982,HOXA13
83852,0.862925099102858,SETDB2
64850,0.862872939703735,ETNPPL
11145,0.862820780304611,PLAAT3
23215,0.862768620905487,PRRC2C
163782,0.862716461506363,KANK4
57491,0.862638222407678,AHRR
51196,0.862638222407678,PLCE1
3034,0.862559983308992,HAL
8477,0.862507823909869,GPR65
57507,0.862455664510745,ZNF608
91768,0.862403505111621,CABLES1
2702,0.862351345712497,GJA5
157,0.862299186313374,GRK3
4353,0.86224702691425,MPO
53829,0.862194867515126,P2RY13
642477,0.862142708116002,NA
5126,0.862064469017317,PCSK2
4689,0.862064469017317,NCF4
57224,0.861986229918631,NHSL1
1031,0.861907990819946,CDKN2C
722,0.861907990819946,C4BPA
8483,0.861803672021698,CILP
4778,0.861803672021698,NFE2
51700,0.861699353223451,CYB5R2
10866,0.861699353223451,HCP5
8850,0.861595034425203,KAT2B
2070,0.861595034425203,EYA4
57569,0.861516795326518,ARHGAP20
91351,0.861464635927394,DDX60L
27232,0.861386396828709,GNMT
4103,0.861386396828709,MAGEA4
26278,0.861229918631337,SACS
9262,0.861229918631337,STK17B
8612,0.861229918631337,PLPP2
2268,0.861229918631337,FGR
51809,0.861073440433966,GALNT7
23508,0.861073440433966,TTC9
169792,0.860969121635719,GLIS3
3851,0.860969121635719,KRT4
4642,0.860864802837471,MYO1D
2352,0.860864802837471,FOLR3
79370,0.860786563738786,BCL2L14
284207,0.860734404339662,METRNL
7041,0.860682244940538,TGFB1I1
169044,0.860577926142291,COL22A1
81617,0.860577926142291,CAB39L
79822,0.860577926142291,ARHGAP28
151354,0.860473607344043,LRATD1
57484,0.86042144794492,RNF150
284366,0.860369288545796,KLK9
283537,0.860238890047987,SLC46A3
22806,0.860238890047987,IKZF3
5621,0.860238890047987,PRNP
861,0.860238890047987,RUNX1
84296,0.860108491550177,GINS4
124220,0.860030252451492,ZG16B
183,0.860030252451492,AGT
79812,0.859952013352806,MMRN2
26032,0.859899853953682,SUSD5
50848,0.859847694554559,F11R
6326,0.859769455455873,SCN2A
5738,0.859769455455873,PTGFRN
23127,0.859691216357188,COLGALT2
126969,0.859639056958064,SLC44A3
92241,0.85958689755894,RCSD1
1280,0.859534738159816,COL2A1
