Gene_EntrezID,DE_Prior_Rank,gene_symbol
9353,0.964557688295431,SLIT2
55635,0.964453369497183,DEPDC1
6751,0.964453369497183,SSTR1
60489,0.964349050698936,APOBEC3G
2690,0.964349050698936,GHR
2153,0.96427081160025,F5
6750,0.964192572501565,SST
1363,0.964192572501565,CPE
715,0.964114333402879,C1R
7103,0.964062174003755,TSPAN8
8857,0.96398393490507,FCGBP
7163,0.96398393490507,TPD52
23767,0.963905695806384,FLRT3
1303,0.963853536407261,COL12A1
2628,0.963801377008137,GATM
6383,0.963723137909451,SDC2
6229,0.963723137909451,RPS24
54102,0.963618819111204,CLIC6
7102,0.963618819111204,TSPAN7
6362,0.963540580012518,CCL18
1823,0.963488420613395,DSC1
9022,0.963436261214271,CLIC3
4085,0.963358022115585,MAD2L1
858,0.963358022115585,CAV2
51311,0.9632797830169,TLR8
58480,0.963201543918214,RHOU
5740,0.963201543918214,PTGIS
1058,0.963123304819528,CENPA
2258,0.963071145420405,FGF13
157638,0.962940746922595,LRATD2
6332,0.962940746922595,SCN7A
4084,0.962940746922595,MXD1
604,0.962940746922595,BCL6
54739,0.962810348424786,XAF1
9839,0.962758189025662,ZEB2
5105,0.962706029626539,PCK1
6252,0.962601710828291,RTN1
5069,0.962601710828291,PAPPA
3082,0.962601710828291,HGF
11010,0.962471312330482,GLIPR1
8530,0.962471312330482,CST7
81575,0.962366993532235,APOLD1
1029,0.962366993532235,CDKN2A
347,0.962288754433549,APOD
4319,0.962236595034425,MMP10
4332,0.962184435635301,MNDA
1033,0.962132276236178,CDKN3
8991,0.962001877738368,SELENBP1
5473,0.962001877738368,PPBP
3003,0.962001877738368,GZMK
862,0.962001877738368,RUNX1T1
999,0.961871479240559,CDH1
5208,0.961819319841435,PFKFB2
135114,0.961767160442312,HINT3
51191,0.961688921343626,HERC5
5284,0.961688921343626,PIGR
9370,0.961610682244941,ADIPOQ
94234,0.961506363446693,FOXQ1
55824,0.961506363446693,PAG1
287,0.961506363446693,ANK2
115207,0.961375964948884,KCTD12
154,0.961375964948884,ADRB2
3042,0.961297725850198,HBM
5272,0.961245566451075,SERPINB9
220,0.961193407051951,ALDH1A3
288,0.961141247652827,ANK3
3554,0.961089088253703,IL1R1
100506621,0.96103692885458,NA
4818,0.960958689755894,NKG7
1880,0.960958689755894,GPR183
3131,0.960880450657208,HLF
3659,0.960828291258085,IRF1
255488,0.960776131858961,RNF144B
182,0.960723972459837,JAG1
140733,0.960671813060714,MACROD2
64131,0.960593573962028,XYLT1
4885,0.960593573962028,NPTX2
2297,0.960515334863342,FOXD1
3669,0.960437095764657,ISG20
2521,0.960437095764657,FUS
5655,0.960358856665971,KLK10
80149,0.960306697266847,ZC3H12A
27324,0.9602023784686,TOX3
5764,0.9602023784686,PTN
1776,0.9602023784686,DNASE1L3
6563,0.960098059670353,SLC14A1
90161,0.959993740872105,HS6ST2
90102,0.959993740872105,PHLDB2
10687,0.959993740872105,PNMA2
6691,0.959889422073858,SPINK2
6653,0.959837262674734,SORL1
9414,0.95978510327561,TJP2
860,0.959732943876487,RUNX2
7436,0.959654704777801,VLDLR
6999,0.959654704777801,TDO2
93986,0.959550385979554,FOXP2
1690,0.959550385979554,COCH
9615,0.959472146880868,GDA
361,0.959419987481744,AQP4
2124,0.959341748383059,EVI2B
1847,0.959341748383059,DUSP5
9073,0.959263509284373,CLDN8
4688,0.959211349885249,NCF2
6711,0.959159190486126,SPTBN1
3866,0.959107031087002,KRT15
9619,0.959054871687878,ABCG1
23022,0.958976632589193,PALLD
2180,0.958976632589193,ACSL1
11096,0.958872313790945,ADAMTS5
9510,0.958872313790945,ADAMTS1
145741,0.958767994992698,C2CD4A
1520,0.958767994992698,CTSS
23136,0.95866367619445,EPB41L3
2355,0.95866367619445,FOSL2
24141,0.958585437095765,LAMP5
161291,0.958533277696641,TMEM30B
9126,0.958481118297517,SMC3
57405,0.958428958898394,SPC25
84417,0.958298560400584,ECRG4
57565,0.958298560400584,KLHL14
4128,0.958298560400584,MAOA
1592,0.958298560400584,CYP26A1
2719,0.958168161902775,GPC3
56884,0.958089922804089,FSTL5
366,0.958089922804089,AQP9
353514,0.957985604005842,LILRA5
1164,0.957985604005842,CKS2
7718,0.957907364907156,ZNF165
6474,0.957855205508032,SHOX2
23089,0.957803046108909,PEG10
5649,0.957750886709785,RELN
84958,0.957698727310661,SYTL1
260293,0.957620488211976,CYP4X1
26353,0.957620488211976,HSPB8
22795,0.95754224911329,NID2
1028,0.957490089714166,CDKN1C
55008,0.957437930315043,HERC6
10395,0.957385770915919,DLC1
5723,0.957333611516795,PSPH
284889,0.95725537241811,MIF-AS1
9928,0.95725537241811,KIF14
1832,0.957177133319424,DSP
3495,0.9571249739203,IGHD
114907,0.956994575422491,FBXO32
79365,0.956994575422491,BHLHE41
10855,0.956994575422491,HPSE
9289,0.956994575422491,ADGRG1
83468,0.956864176924682,GLT8D2
7138,0.956785937825996,TNNT1
7078,0.956785937825996,TIMP3
2204,0.956707698727311,FCAR
1601,0.956655539328187,DAB2
10529,0.956603379929063,NEBL
