#id: 1825491670
#name: H.sapiens - Whole organism (Integrated)
#score: 31.9
#coverage: 99
#description: integrated dataset: weighted average of all H.sapiens WHOLE_ORGANISM: 31.9, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Human_PeptideAtlas_2011-08_Ens62.new:0.747;9606-PA_201408:0.075;HsapiensBuild242_May2010.peptides.new:0.043;peptideatlaBuild_March2009.peptides.new:0.041;Human_iBAQ_Khan_2013:0.038;9606_GPM_201408:0.036;GPM_2012_09_Homo_sapiens_-_ensembl:0.02;
#publication_year: 2025
#filename: 9606-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
SSUH2	9606.ENSP00000439378	0.009
TAS2R46	9606.ENSP00000436450	0.009
OR13C5	9606.ENSP00000363911	0.009
ZNF329	9606.ENSP00000470323	0.009
DNAH3	9606.ENSP00000261383	0.009
OPRD1	9606.ENSP00000234961	0.008
OR1L8	9606.ENSP00000493411	0.008
NLRP5	9606.ENSP00000375063	0.008
TCL1B	9606.ENSP00000343223	0.008
NPAS4	9606.ENSP00000311196	0.008
TAS2R19	9606.ENSP00000375091	0.008
PRAMEF14	9606.ENSP00000334410	0.008
TRPC1	9606.ENSP00000419313	0.008
DUPD1	9606.ENSP00000340609	0.008
SPIB	9606.ENSP00000471921	0.008
TMCO5A	9606.ENSP00000327234	0.008
ANGPT4	9606.ENSP00000371347	0.008
CCDC200	9606.ENSP00000490609	0.008
SSTR1	9606.ENSP00000267377	0.008
PXDNL	9606.ENSP00000348645	0.008
PCDHGB6	9606.ENSP00000428603	0.008
ZNF425	9606.ENSP00000367300	0.008
LRRD1	9606.ENSP00000405987	0.008
USF3	9606.ENSP00000320794	0.008
KLB	9606.ENSP00000257408	0.008
ULBP1	9606.ENSP00000229708	0.008
SLC2A7	9606.ENSP00000383698	0.008
GABRQ	9606.ENSP00000469332	0.008
DLL4	9606.ENSP00000249749	0.008
POTEB2	9606.ENSP00000456953	0.008
POTEB	9606.ENSP00000457689	0.008
OR2A12	9606.ENSP00000493157	0.008
RHEBL1	9606.ENSP00000301068	0.008
EDNRB	9606.ENSP00000366416	0.008
PDE11A-2	9606.ENSP00000351232	0.008
PCDHGB5	9606.ENSP00000478258	0.008
ZMYND15	9606.ENSP00000269289	0.008
PCDHB9	9606.ENSP00000478606	0.008
ATP8B3	9606.ENSP00000311336	0.008
FOXR2	9606.ENSP00000427329	0.008
KIAA0825	9606.ENSP00000331385	0.008
H2BW2	9606.ENSP00000347119	0.008
KCND2	9606.ENSP00000333496	0.008
WDR64	9606.ENSP00000355510	0.008
CCDC60	9606.ENSP00000333374	0.008
LRRC75A	9606.ENSP00000419502	0.008
STOX1	9606.ENSP00000298596	0.008
CDHR3	9606.ENSP00000325954	0.008
PHTF1	9606.ENSP00000358617	0.008
FGF10	9606.ENSP00000264664	0.008
EGR3	9606.ENSP00000318057	0.008
TECTB	9606.ENSP00000494896	0.008
DMRTA1	9606.ENSP00000319651	0.008
ZNF720	9606.ENSP00000319222	0.008
NEXMIF	9606.ENSP00000055682	0.008
OR5H2	9606.ENSP00000347418	0.008
C11orf21	9606.ENSP00000406541	0.008
CEACAM4	9606.ENSP00000221954	0.008
K7EQS6_HUMAN	9606.ENSP00000467958	0.008
BBC3	9606.ENSP00000404503	0.008
OR2T2	9606.ENSP00000492947	0.008
STRA8	9606.ENSP00000275764	0.008
DLEU7	9606.ENSP00000427177	0.008
ZSCAN32	9606.ENSP00000380061	0.008
CLEC17A	9606.ENSP00000393719	0.008
C10orf71	9606.ENSP00000363259	0.008
CCNB3	9606.ENSP00000365210	0.008
ZNF157	9606.ENSP00000366273	0.008
GSG1L2	9606.ENSP00000465978	0.008
ZNF606	9606.ENSP00000343617	0.008
DAZ3	9606.ENSP00000371802	0.008
DAZ2	9606.ENSP00000371870	0.008
DAZ4	9606.ENSP00000389300	0.008
PCDHA12	9606.ENSP00000381628	0.008
FOXB2	9606.ENSP00000365898	0.008
SPDYE21P	9606.ENSP00000498431	0.008
C5orf38	9606.ENSP00000334267	0.008
CSMD1	9606.ENSP00000489225	0.008
ZNF775	9606.ENSP00000330838	0.008
PCDHGB4	9606.ENSP00000428288	0.008
FAM184A	9606.ENSP00000342604	0.008
SLC25A34	9606.ENSP00000294454	0.008
MAGEC3	9606.ENSP00000298296	0.008
FUT9	9606.ENSP00000302599	0.008
DTHD1	9606.ENSP00000401597	0.008
ATP10B	9606.ENSP00000313600	0.008
TTLL4	9606.ENSP00000375951	0.008
ZNF469	9606.ENSP00000456500	0.008
MAML3	9606.ENSP00000421180	0.008
GABRG1	9606.ENSP00000295452	0.008
MAP3K10	9606.ENSP00000253055	0.008
CCDC40	9606.ENSP00000380679	0.008
RAD51AP2	9606.ENSP00000382030	0.008
ATP10D	9606.ENSP00000273859	0.008
USPL1	9606.ENSP00000255304	0.008
SLC14A2	9606.ENSP00000255226	0.008
HDC	9606.ENSP00000267845	0.008
TAS2R5	9606.ENSP00000247883	0.008
ST3GAL3	9606.ENSP00000493823	0.008
OR2T35	9606.ENSP00000492995	0.008
FAM90A26	9606.ENSP00000421131	0.008
BANF2	9606.ENSP00000439128	0.008
ENSP00000471613	9606.ENSP00000471613	0.008
U3KQ87_HUMAN	9606.ENSP00000475641	0.008
ENTPD7	9606.ENSP00000359520	0.008
VPREB1	9606.ENSP00000385361	0.008
SETDB2	9606.ENSP00000346175	0.008
SERP2	9606.ENSP00000368477	0.008
TMEM229A	9606.ENSP00000395244	0.008
DNAH2	9606.ENSP00000458355	0.008
RIMBP3	9606.ENSP00000483386	0.008
PIGV	9606.ENSP00000363260	0.008
FAM9C	9606.ENSP00000334430	0.008
BDKRB1	9606.ENSP00000216629	0.008
TSACC	9606.ENSP00000357238	0.008
TRIM49B	9606.ENSP00000481457	0.008
ZFAND4	9606.ENSP00000339484	0.008
ENSP00000493052	9606.ENSP00000493052	0.007
CALHM1	9606.ENSP00000329926	0.007
PRRT4	9606.ENSP00000415026	0.007
C12orf56	9606.ENSP00000446101	0.007
OR10S1	9606.ENSP00000431914	0.007
IFNK	9606.ENSP00000276943	0.007
RIMBP3C	9606.ENSP00000390630	0.007
RIMBP3B	9606.ENSP00000479326	0.007
FBXW7	9606.ENSP00000474725	0.007
SPATA12	9606.ENSP00000335392	0.007
PCDHA10	9606.ENSP00000304234	0.007
GLTPD2	9606.ENSP00000328070	0.007
CMYA5	9606.ENSP00000394770	0.007
RSPO2	9606.ENSP00000276659	0.007
OR2A42	9606.ENSP00000493333	0.007
OR2A1	9606.ENSP00000493454	0.007
TRIM6	9606.ENSP00000369440	0.007
ACP4	9606.ENSP00000270593	0.007
GPR42	9606.ENSP00000473212	0.007
SGSM2	9606.ENSP00000268989	0.007
PCDHGB2	9606.ENSP00000429018	0.007
FAM53A	9606.ENSP00000310057	0.007
ERICH6B	9606.ENSP00000298738	0.007
HELT	9606.ENSP00000426033	0.007
GCSAML-AS1	9606.ENSP00000479757	0.007
OR2C3	9606.ENSP00000493385	0.007
ACSBG2	9606.ENSP00000465589	0.007
IL31	9606.ENSP00000366234	0.007
CRHR1	9606.ENSP00000381333	0.007
B3GNT5	9606.ENSP00000316173	0.007
PIK3C2G	9606.ENSP00000445381	0.007
HHLA2	9606.ENSP00000350402	0.007
OR14A2	9606.ENSP00000355441	0.007
LMAN1L	9606.ENSP00000310431	0.007
HHIPL1	9606.ENSP00000330601	0.007
VN1R1	9606.ENSP00000322339	0.007
UCMA	9606.ENSP00000367952	0.007
ERICH4	9606.ENSP00000367429	0.007
SERPINB11	9606.ENSP00000485532	0.007
FANCD2OS	9606.ENSP00000429608	0.007
RBAK-RBAKDN	9606.ENSP00000380112	0.007
OR2A14	9606.ENSP00000493353	0.007
C14orf28	9606.ENSP00000326846	0.007
ZNF804A	9606.ENSP00000303252	0.007
FBXO25	9606.ENSP00000372274	0.007
ALPK1	9606.ENSP00000498374	0.007
APOBEC4	9606.ENSP00000310622	0.007
GPHB5	9606.ENSP00000478993	0.007
ZNF177	9606.ENSP00000415070	0.007
DNAH1	9606.ENSP00000401514	0.007
CEACAM18	9606.ENSP00000379738	0.007
TMEM267	9606.ENSP00000426067	0.007
CD200R1L	9606.ENSP00000381272	0.007
TMTC2	9606.ENSP00000322300	0.007
C3orf80	9606.ENSP00000313324	0.007
CAPN11	9606.ENSP00000381758	0.007
ABCC9	9606.ENSP00000261200	0.007
MC1R	9606.ENSP00000451605	0.007
OR9I1	9606.ENSP00000493370	0.007
CHRNA7	9606.ENSP00000407546	0.007
POU6F1	9606.ENSP00000330190	0.007
OR8K5	9606.ENSP00000323853	0.007
C22orf23	9606.ENSP00000384667	0.007
GPR142	9606.ENSP00000335158	0.007
CCDC150	9606.ENSP00000373827	0.007
P2RY12	9606.ENSP00000307259	0.007
FBXO15	9606.ENSP00000393154	0.007
ASB8	9606.ENSP00000445622	0.007
PLPPR5	9606.ENSP00000263177	0.007
CPLANE1	9606.ENSP00000389014	0.007
PCDHA1	9606.ENSP00000420840	0.007
ZNF510	9606.ENSP00000364379	0.007
TMEM234	9606.ENSP00000309792	0.007
TAS2R14	9606.ENSP00000441949	0.007
SCTR	9606.ENSP00000019103	0.007
CDCP2	9606.ENSP00000489959	0.007
LRRC74B	9606.ENSP00000394078	0.007
OAZ1	9606.ENSP00000473381	0.007
ZBED9	9606.ENSP00000395259	0.007
CXCR6	9606.ENSP00000395704	0.007
PRSS35	9606.ENSP00000358714	0.007
SERPINA9	9606.ENSP00000337133	0.007
FFAR1	9606.ENSP00000246553	0.007
DRD5	9606.ENSP00000306129	0.007
SLC47A2	9606.ENSP00000326671	0.007
CD96	9606.ENSP00000283285	0.007
LRTM1	9606.ENSP00000273286	0.007
XRRA1	9606.ENSP00000339918	0.007
TMEM271	9606.ENSP00000493161	0.007
OTOGL	9606.ENSP00000447211	0.007
GYPB	9606.ENSP00000427690	0.007
ADCY8	9606.ENSP00000286355	0.007
OLIG1	9606.ENSP00000371785	0.007
HSFY1	9606.ENSP00000303599	0.007
HSFY2	9606.ENSP00000306549	0.007
C1orf146	9606.ENSP00000359401	0.007
CAMK2N2	9606.ENSP00000296238	0.007
UBE2QL1	9606.ENSP00000382713	0.007
ZNF717	9606.ENSP00000419377	0.007
TMEM225	9606.ENSP00000364166	0.007
OR14A16	9606.ENSP00000493024	0.007
PRR7	9606.ENSP00000327168	0.007
GPR12	9606.ENSP00000384932	0.007
FAM178B	9606.ENSP00000429896	0.007
TEX15	9606.ENSP00000493555	0.007
PCDHA8	9606.ENSP00000434655	0.007
NPIPA7	9606.ENSP00000431814	0.007
NPIPA8	9606.ENSP00000435325	0.007
KRBOX4	9606.ENSP00000345797	0.007
FAM222A	9606.ENSP00000443292	0.007
KREMEN2	9606.ENSP00000304422	0.007
PTPRR	9606.ENSP00000283228	0.007
FREM3	9606.ENSP00000332886	0.007
DAOA	9606.ENSP00000483757	0.007
VWA3A	9606.ENSP00000374049	0.007
HTR3B	9606.ENSP00000260191	0.007
SSTR2	9606.ENSP00000350198	0.007
KRTAP5-8	9606.ENSP00000420723	0.007
CYP26B1	9606.ENSP00000001146	0.007
HEY2	9606.ENSP00000357348	0.007
ACCSL	9606.ENSP00000368109	0.007
LRRIQ4	9606.ENSP00000342188	0.007
EVA1C	9606.ENSP00000300255	0.007
WNT7B	9606.ENSP00000341032	0.007
MFSD14C	9606.ENSP00000473444	0.007
GIN1	9606.ENSP00000381970	0.007
SLC35D3	9606.ENSP00000333591	0.007
RND2	9606.ENSP00000466680	0.007
BICDL1	9606.ENSP00000380690	0.006
TSPAN12	9606.ENSP00000222747	0.006
FAM72A	9606.ENSP00000356096	0.006
FAM72B	9606.ENSP00000358397	0.006
FRG2B	9606.ENSP00000401310	0.006
IQCC	9606.ENSP00000442291	0.006
PNLIPRP3	9606.ENSP00000358232	0.006
ZNF81	9606.ENSP00000366153	0.006
NLRP10	9606.ENSP00000327763	0.006
TLR1	9606.ENSP00000354932	0.006
XKR7	9606.ENSP00000477059	0.006
TLR10	9606.ENSP00000308925	0.006
C22orf15	9606.ENSP00000305096	0.006
KCNA5	9606.ENSP00000252321	0.006
XKR9	9606.ENSP00000386141	0.006
CDH9	9606.ENSP00000231021	0.006
ZDHHC11B	9606.ENSP00000442373	0.006
ZDHHC11B-2	9606.ENSP00000445280	0.006
FGF20	9606.ENSP00000180166	0.006
GPR4	9606.ENSP00000319744	0.006
URAD	9606.ENSP00000333490	0.006
SPDYE17	9606.ENSP00000501047	0.006
ANKRD36	9606.ENSP00000498611	0.006
FAM237B	9606.ENSP00000490466	0.006
NHLRC1	9606.ENSP00000345464	0.006
SLC11A1	9606.ENSP00000233202	0.006
FRG2	9606.ENSP00000424015	0.006
MPV17L	9606.ENSP00000379669	0.006
CCDC83	9606.ENSP00000280245	0.006
SLC49A3	9606.ENSP00000384616	0.006
ZNF804B	9606.ENSP00000329638	0.006
SPHAR	9606.ENSP00000355649	0.006
GOLGA6L2	9606.ENSP00000454407	0.006
OR6C6	9606.ENSP00000351211	0.006
LRRC10B	9606.ENSP00000367315	0.006
SPACA6	9606.ENSP00000490829	0.006
SCGB1C2	9606.ENSP00000471646	0.006
FAM177B	9606.ENSP00000414451	0.006
TIGIT	9606.ENSP00000419085	0.006
M0R233_HUMAN	9606.ENSP00000472277	0.006
ZNF211	9606.ENSP00000299871	0.006
WSCD2	9606.ENSP00000448047	0.006
PRDM7	9606.ENSP00000496449	0.006
MNS1	9606.ENSP00000260453	0.006
SLC25A41	9606.ENSP00000322649	0.006
TBCCD1	9606.ENSP00000411253	0.006
AADACL2	9606.ENSP00000348911	0.006
MYLIP	9606.ENSP00000349298	0.006
PCDHGA4	9606.ENSP00000458570	0.006
TOPAZ1	9606.ENSP00000310303	0.006
OR51B6	9606.ENSP00000369568	0.006
SLCO6A1	9606.ENSP00000421339	0.006
SPDYE3	9606.ENSP00000329565	0.006
TMEM150B	9606.ENSP00000320757	0.006
FOXB1	9606.ENSP00000379369	0.006
AGBL1	9606.ENSP00000413001	0.006
NXPH2	9606.ENSP00000272641	0.006
DOK5	9606.ENSP00000262593	0.006
FAM155B	9606.ENSP00000252338	0.006
UGT3A1	9606.ENSP00000274278	0.006
CYP46A1	9606.ENSP00000261835	0.006
METTL4	9606.ENSP00000458290	0.006
CIDEB	9606.ENSP00000337731	0.006
ADTRP	9606.ENSP00000229583	0.006
SPSB2	9606.ENSP00000428338	0.006
BRINP3	9606.ENSP00000356432	0.006
LRRC3B	9606.ENSP00000379880	0.006
KCNK12	9606.ENSP00000327611	0.006
ENSP00000492303	9606.ENSP00000492303	0.006
CHRNA2	9606.ENSP00000385026	0.006
LRTM2	9606.ENSP00000446278	0.006
OR5L2	9606.ENSP00000367650	0.006
ODF4	9606.ENSP00000331086	0.006
PRAMEF5	9606.ENSP00000480122	0.006
PCDHGC4	9606.ENSP00000306918	0.006
MYO3A	9606.ENSP00000495965	0.006
CA11	9606.ENSP00000084798	0.006
TLDC2	9606.ENSP00000217320	0.006
IL17C	9606.ENSP00000244241	0.006
OR5A2	9606.ENSP00000492975	0.006
TMEM178B	9606.ENSP00000456594	0.006
TBC1D26	9606.ENSP00000410111	0.006
IRAK1BP1	9606.ENSP00000358956	0.006
FNDC10	9606.ENSP00000389111	0.006
DRD2	9606.ENSP00000354859	0.006
PRAMEF15	9606.ENSP00000365322	0.006
TRIM69	9606.ENSP00000453177	0.006
NPIPA9-2	9606.ENSP00000370908	0.006
NPIPA9	9606.ENSP00000389275	0.006
CCDC160	9606.ENSP00000427951	0.006
LRP5L	9606.ENSP00000482378	0.006
UNC80	9606.ENSP00000391088	0.006
CCR4	9606.ENSP00000332659	0.006
SPPL2C	9606.ENSP00000332488	0.006
PRAMEF6	9606.ENSP00000365360	0.006
PRAMEF27	9606.ENSP00000393136	0.006
PRAMEF9	9606.ENSP00000485258	0.006
GADD45B	9606.ENSP00000215631	0.006
FBXO48	9606.ENSP00000367193	0.006
LMLN2	9606.ENSP00000489869	0.006
TRIM77	9606.ENSP00000474003	0.006
PLA2G2D	9606.ENSP00000364246	0.006
PRDM9	9606.ENSP00000296682	0.006
C7orf33	9606.ENSP00000304071	0.006
PRAMEF25	9606.ENSP00000481683	0.006
PRAMEF26	9606.ENSP00000485656	0.006
KCNE3	9606.ENSP00000310557	0.006
ZDHHC22	9606.ENSP00000318222	0.006
CCDC65	9606.ENSP00000312706	0.006
C10orf67	9606.ENSP00000501139	0.006
FAM155A	9606.ENSP00000365080	0.006
ADAMTS6	9606.ENSP00000370443	0.006
OR1D5	9606.ENSP00000459028	0.006
MARCHF9	9606.ENSP00000266643	0.006
OR2V2	9606.ENSP00000493207	0.006
CHRND	9606.ENSP00000258385	0.006
IL17RE	9606.ENSP00000373325	0.006
RNF125	9606.ENSP00000217740	0.006
ECSCR	9606.ENSP00000479243	0.006
OR2V1	9606.ENSP00000492958	0.006
EXO5	9606.ENSP00000361788	0.006
KCNH4	9606.ENSP00000264661	0.006
CD300LB	9606.ENSP00000376397	0.006
KRTAP5-2	9606.ENSP00000400041	0.006
CLRN1	9606.ENSP00000329158	0.006
ZNF786	9606.ENSP00000417470	0.006
ADGRA3	9606.ENSP00000334952	0.005
LOC389831	9606.ENSP00000484596	0.005
UCN2	9606.ENSP00000273610	0.005
PPP4R3C	9606.ENSP00000489770	0.005
RASGEF1C	9606.ENSP00000377037	0.005
SPDYE2	9606.ENSP00000421686	0.005
NPIPA1	9606.ENSP00000331843	0.005
PRAMEF1	9606.ENSP00000332134	0.005
PCNX1	9606.ENSP00000304192	0.005
CEACAM21	9606.ENSP00000385739	0.005
UNCX	9606.ENSP00000314480	0.005
FAM228B	9606.ENSP00000482482	0.005
DHRS7C	9606.ENSP00000327975	0.005
SETD4	9606.ENSP00000382163	0.005
FAM43B	9606.ENSP00000331397	0.005
SAXO1	9606.ENSP00000369907	0.005
PCDHGA6	9606.ENSP00000429601	0.005
OVCH2	9606.ENSP00000484497	0.005
IZUMO1R	9606.ENSP00000332963	0.005
IL21R	9606.ENSP00000338010	0.005
GLRA4	9606.ENSP00000361700	0.005
ARSH	9606.ENSP00000370522	0.005
CCDC184	9606.ENSP00000320849	0.005
ZFAND2A	9606.ENSP00000314619	0.005
FSIP2	9606.ENSP00000401306	0.005
TCP10L2	9606.ENSP00000355797	0.005
ZSCAN23	9606.ENSP00000289788	0.005
C11orf1	9606.ENSP00000260276	0.005
SLC35E2A	9606.ENSP00000495949	0.005
ANKRD63	9606.ENSP00000399547	0.005
ZNF75A	9606.ENSP00000459566	0.005
OR4D2	9606.ENSP00000493137	0.005
GLP2R	9606.ENSP00000262441	0.005
SLC6A18	9606.ENSP00000323549	0.005
OR4K1	9606.ENSP00000493205	0.005
ADCK2	9606.ENSP00000072869	0.005
TMEM275	9606.ENSP00000489149	0.005
PCDHGC5	9606.ENSP00000252087	0.005
USP17L25	9606.ENSP00000422097	0.005
USP17L30	9606.ENSP00000422887	0.005
USP17L29	9606.ENSP00000422969	0.005
USP17L27	9606.ENSP00000423211	0.005
USP17L28	9606.ENSP00000423777	0.005
USP17L24	9606.ENSP00000425375	0.005
USP17L5	9606.ENSP00000425955	0.005
USP17L26	9606.ENSP00000427366	0.005
HEATR4	9606.ENSP00000450444	0.005
TMEM218	9606.ENSP00000436596	0.005
PCDH20-2	9606.ENSP00000386653	0.005
PCDH20	9606.ENSP00000387250	0.005
NPIPA2	9606.ENSP00000446882	0.005
NPIPA3	9606.ENSP00000448841	0.005
PAQR5	9606.ENSP00000378803	0.005
SCGB1C1	9606.ENSP00000344545	0.005
BNC1	9606.ENSP00000307041	0.005
ZSCAN5C	9606.ENSP00000435234	0.005
ATP13A4	9606.ENSP00000339182	0.005
FREM1	9606.ENSP00000412940	0.005
OMP	9606.ENSP00000436376	0.005
DISP3	9606.ENSP00000294484	0.005
OR9Q2	9606.ENSP00000492924	0.005
CCL26	9606.ENSP00000378365	0.005
OR52E4	9606.ENSP00000493085	0.005
SPDYE5	9606.ENSP00000485398	0.005
OR4C5	9606.ENSP00000321338	0.005
KCNJ6	9606.ENSP00000477437	0.005
SUN5	9606.ENSP00000348496	0.005
SLC23A3	9606.ENSP00000406546	0.005
RAX	9606.ENSP00000334813	0.005
NXPH3	9606.ENSP00000329295	0.005
NTSR2	9606.ENSP00000303686	0.005
PLA2G4F	9606.ENSP00000380442	0.005
SMCP	9606.ENSP00000357754	0.005
USP17L18	9606.ENSP00000423503	0.005
KRTAP6-1	9606.ENSP00000332690	0.005
TMEM14B	9606.ENSP00000420658	0.005
USP17L11	9606.ENSP00000400880	0.005
USP17L21	9606.ENSP00000422216	0.005
USP17L17	9606.ENSP00000422621	0.005
USP17L20	9606.ENSP00000427264	0.005
ODF3	9606.ENSP00000325868	0.005
ADORA3	9606.ENSP00000241356	0.005
RUBCNL	9606.ENSP00000396935	0.005
FAM180B	9606.ENSP00000443133	0.005
NKX1-2	9606.ENSP00000451945	0.005
GPR52	9606.ENSP00000356658	0.005
DCANP1	9606.ENSP00000421871	0.005
C20orf141	9606.ENSP00000369963	0.005
METTL21C	9606.ENSP00000267273	0.005
OR2L13	9606.ENSP00000493075	0.005
PRR35	9606.ENSP00000386499	0.005
CCNI2	9606.ENSP00000478257	0.005
SMIM10	9606.ENSP00000328335	0.005
TMEM140	9606.ENSP00000275767	0.005
MRGPRG	9606.ENSP00000330612	0.005
TPSG1	9606.ENSP00000234798	0.005
SCN4A	9606.ENSP00000396320	0.005
WNT7A	9606.ENSP00000285018	0.005
METTL27	9606.ENSP00000297873	0.005
RNF212B	9606.ENSP00000382794	0.005
MT4	9606.ENSP00000219162	0.005
MRGPRX1	9606.ENSP00000305766	0.005
PRAMEF4	9606.ENSP00000235349	0.005
FOXN1	9606.ENSP00000226247	0.005
RSPH6A	9606.ENSP00000221538	0.005
SPSB1	9606.ENSP00000330221	0.005
IZUMO3	9606.ENSP00000474246	0.005
ZNF385D	9606.ENSP00000281523	0.005
EVC2	9606.ENSP00000342144	0.005
NOX5	9606.ENSP00000373518	0.005
SAP25	9606.ENSP00000481773	0.005
OOSP2	9606.ENSP00000278855	0.005
TTC25	9606.ENSP00000478589	0.005
SCART1	9606.ENSP00000491516	0.005
OR2L8	9606.ENSP00000485287	0.005
DEFB131A	9606.ENSP00000335538	0.005
CCDC169-SOHLH2	9606.ENSP00000421868	0.005
RHPN1	9606.ENSP00000289013	0.005
MS4A15	9606.ENSP00000386022	0.005
CTLA4	9606.ENSP00000497102	0.005
RGS21	9606.ENSP00000428343	0.005
LRP4	9606.ENSP00000367888	0.005
MANSC4	9606.ENSP00000370673	0.005
CACNG2	9606.ENSP00000300105	0.005
CCNF	9606.ENSP00000380256	0.005
LRRTM2	9606.ENSP00000274711	0.005
USP17L7	9606.ENSP00000485337	0.005
MROH2A	9606.ENSP00000477597	0.005
CREB3L1	9606.ENSP00000481956	0.005
TIFAB	9606.ENSP00000440509	0.005
SPAG11B	9606.ENSP00000381480	0.005
MFSD6L	9606.ENSP00000330051	0.005
HFM1	9606.ENSP00000359454	0.005
WFDC5	9606.ENSP00000361875	0.005
WFIKKN1	9606.ENSP00000324763	0.005
TRIM49	9606.ENSP00000327604	0.005
TRIM49C	9606.ENSP00000388299	0.005
PCDHGA9	9606.ENSP00000460274	0.005
ZNF26	9606.ENSP00000333725	0.005
RTP5	9606.ENSP00000345374	0.005
USP17L12	9606.ENSP00000389443	0.005
USP17L22	9606.ENSP00000423115	0.005
USP17L19	9606.ENSP00000425582	0.005
TEX37	9606.ENSP00000307142	0.005
ZNF232	9606.ENSP00000250076	0.005
FGF17	9606.ENSP00000352414	0.005
IGSF23	9606.ENSP00000385592	0.004
TBXA2R	9606.ENSP00000393333	0.004
Q6ZPB1_HUMAN	9606.ENSP00000369967	0.004
DNAI2	9606.ENSP00000400252	0.004
ATP6AP1L	9606.ENSP00000391381	0.004
ENSP00000498936	9606.ENSP00000498936	0.004
C1orf94	9606.ENSP00000435634	0.004
SLC22A24	9606.ENSP00000480336	0.004
C9orf131	9606.ENSP00000308279	0.004
FDXACB1	9606.ENSP00000260257	0.004
TNFSF18	9606.ENSP00000385470	0.004
ANHX	9606.ENSP00000409950	0.004
GLRA2	9606.ENSP00000218075	0.004
GRXCR1	9606.ENSP00000382670	0.004
KCTD4	9606.ENSP00000368402	0.004
PCNX4	9606.ENSP00000384801	0.004
POLQ	9606.ENSP00000264233	0.004
XCL1	9606.ENSP00000356792	0.004
SPATC1L	9606.ENSP00000291672	0.004
USP17L10	9606.ENSP00000403760	0.004
A4GNT	9606.ENSP00000236709	0.004
PTPRQ	9606.ENSP00000495607	0.004
AADACL4	9606.ENSP00000365395	0.004
FGF6	9606.ENSP00000228837	0.004
ABCG4	9606.ENSP00000481728	0.004
RYK	9606.ENSP00000478721	0.004
ADAMTS19	9606.ENSP00000274487	0.004
SLC17A1	9606.ENSP00000244527	0.004
OR1S1	9606.ENSP00000485156	0.004
FAM92B	9606.ENSP00000443411	0.004
IGFL1	9606.ENSP00000415823	0.004
RHOV	9606.ENSP00000220507	0.004
SOHLH1	9606.ENSP00000404438	0.004
LCTL	9606.ENSP00000343490	0.004
ENSP00000494667	9606.ENSP00000494667	0.004
TMEM132E	9606.ENSP00000487800	0.004
MSS51	9606.ENSP00000299432	0.004
C9orf24	9606.ENSP00000297623	0.004
PROX2	9606.ENSP00000451223	0.004
UCP3	9606.ENSP00000323740	0.004
STK32B	9606.ENSP00000282908	0.004
PIGZ	9606.ENSP00000413405	0.004
TAF11L8	9606.ENSP00000491174	0.004
TAF11L7	9606.ENSP00000491351	0.004
TAF11L6	9606.ENSP00000491385	0.004
TAF11L10	9606.ENSP00000491873	0.004
TAF11L9	9606.ENSP00000492463	0.004
TAF11L5	9606.ENSP00000492874	0.004
SPDYE6	9606.ENSP00000485230	0.004
PGBD1	9606.ENSP00000259883	0.004
C7orf57	9606.ENSP00000335500	0.004
SPDYE2B	9606.ENSP00000424058	0.004
CASTOR3	9606.ENSP00000389760	0.004
TRPM1	9606.ENSP00000437849	0.004
IL22	9606.ENSP00000442424	0.004
TECTA	9606.ENSP00000376543	0.004
HTR3A	9606.ENSP00000347754	0.004
SPATA24	9606.ENSP00000414920	0.004
OR51Q1	9606.ENSP00000300778	0.004
OR4C15	9606.ENSP00000324958	0.004
ALKAL2	9606.ENSP00000384604	0.004
ARRDC5	9606.ENSP00000371200	0.004
DZANK1	9606.ENSP00000262547	0.004
HTR1A	9606.ENSP00000316244	0.004
CCDC68	9606.ENSP00000466690	0.004
NBPF19-2	9606.ENSP00000478752	0.004
NBPF19	9606.ENSP00000498781	0.004
SPEM1	9606.ENSP00000315554	0.004
SEC22C	9606.ENSP00000264454	0.004
ADGRG5	9606.ENSP00000342981	0.004
MYRFL	9606.ENSP00000448753	0.004
TMEM71	9606.ENSP00000349296	0.004
MRGPRX2	9606.ENSP00000333800	0.004
SLC30A8	9606.ENSP00000415011	0.004
CLNK	9606.ENSP00000226951	0.004
KIAA2026	9606.ENSP00000382815	0.004
TMEM72	9606.ENSP00000374234	0.004
SLC25A37	9606.ENSP00000429200	0.004
USP17L15	9606.ENSP00000483519	0.004
OR10AD1	9606.ENSP00000308689	0.004
LOXHD1	9606.ENSP00000444586	0.004
SRRM4	9606.ENSP00000267260	0.004
TMEM249	9606.ENSP00000454468	0.004
DSCAML1	9606.ENSP00000315465	0.004
MTCP1	9606.ENSP00000358488	0.004
LRRC52	9606.ENSP00000294818	0.004
ENSP00000497509	9606.ENSP00000497509	0.004
GIPR	9606.ENSP00000467494	0.004
SLC22A31	9606.ENSP00000474621	0.004
GCGR	9606.ENSP00000383558	0.004
CHRNB4	9606.ENSP00000261751	0.004
HHAT	9606.ENSP00000438468	0.004
THEG	9606.ENSP00000340088	0.004
OR13G1	9606.ENSP00000493110	0.004
