gene_symbol,gc_content
ANKIB1,0.36828389421530144
ANKK1,0.5094160468428549
ANKLE1,0.5778073975341553
ANKLE2,0.5096614368290668
ANKMY1,0.4938299104557402
ANKMY2,0.38011251330393797
ANKRA2,0.3711233120641045
ANKRD1,0.39579626334519574
ANKRD10,0.4
ANKRD11,0.5118556331078535
ANKRD12,0.37373533424283767
ANKRD13A,0.44004140174478784
ANKRD13B,0.5553955107430081
ANKRD13C,0.37513579008941256
ANKRD13D,0.5218413468830578
ANKRD16,0.4685589056590435
ANKRD17,0.36167573601980335
ANKRD17-DT,0.39005872840241723
ANKRD18A,0.41429199420769547
ANKRD18B,0.36460020917498925
ANKRD18CP,0.38986969059119836
ANKRD19P,0.40617355559478474
ANKRD2,0.5236255050061479
ANKRD20A1,0.3626951413456233
ANKRD20A11P,0.3623740939470959
ANKRD20A19P,0.39966786603930254
ANKRD20A21P,0.35759941089838
ANKRD20A2P,0.4093753834826359
ANKRD20A3P,0.40923788226761754
ANKRD20A4-ANKRD20A20P,0.3619968456421861
ANKRD20A5P,0.37347637525679067
ANKRD20A8P,0.36231489876095496
ANKRD22,0.37866599893580394
ANKRD23,0.5162590701424349
ANKRD24,0.5364145658263305
ANKRD26,0.38749191015137885
ANKRD26P1,0.3776276351534228
ANKRD26P3,0.3735230052204388
ANKRD27,0.48976027741481554
ANKRD28,0.3711305937590892
ANKRD29,0.4428312443346982
ANKRD30A,0.3692824546276629
ANKRD30B,0.35395898604386217
ANKRD30BL,0.3962076119551726
ANKRD30BP2,0.36721618064694883
ANKRD30BP3,0.3789110117838277
ANKRD31,0.3735419866340127
ANKRD33,0.5802635116966927
ANKRD33B,0.47640991178384373
ANKRD34A,0.5592989289191821
ANKRD34B,0.4256986544432944
ANKRD34C,0.4280190746230184
ANKRD34C-AS1,0.43466061764963193
ANKRD35,0.48174237323250635
ANKRD36,0.36002087613712186
ANKRD36B,0.35767114128478117
ANKRD36BP1,0.3614390106801574
ANKRD36BP2,0.3508062539822575
ANKRD36C,0.3572779560140208
ANKRD37,0.4533420138888889
ANKRD39,0.4896778697516705
ANKRD40,0.4445199429231501
ANKRD40CL,0.46209220401286566
ANKRD42,0.39117387993968616
ANKRD42-DT,0.4090713671539123
ANKRD44,0.4023803089868868
ANKRD44-AS1,0.4817300521998509
ANKRD44-DT,0.4258160237388724
ANKRD44-IT1,0.4065851109132438
ANKRD45,0.3927661535125759
ANKRD46,0.3973777306977395
ANKRD49,0.36464285714285716
ANKRD50,0.3514840299887029
ANKRD52,0.5351346097774322
ANKRD53,0.5573033707865168
ANKRD54,0.5074432956206355
ANKRD55,0.41573201846600477
ANKRD6,0.4302905577452998
ANKRD60,0.49916330347475146
ANKRD61,0.4630094649410856
ANKRD62,0.3640944268136518
ANKRD62P1-PARP4P3,0.37813452074056714
ANKRD63,0.6153846153846154
ANKRD65,0.6650746268656716
ANKRD65-AS1,0.6657131181038006
ANKRD66,0.39581676475266425
ANKRD7,0.35835640193740737
ANKRD9,0.5994024648325657
ANKS1A,0.44934010051842177
ANKS1B,0.37855110927468055
ANKS3,0.49790065752990575
ANKS6,0.46950652833005774
ANKUB1,0.36928687899809925
ANKZF1,0.49050311729737567
ANLN,0.3786872176454956
ANO1,0.5148510962166409
ANO10,0.4055509337000801
ANO2,0.44400575339556525
ANO3,0.3638797086298182
ANO3-AS1,0.36817465873293664
ANO5,0.36470140643544496
ANO6,0.39392926614944385
ANO7,0.5806821821287499
ANO7L1,0.5407144625030939
ANO8,0.6268374451990029
ANO9,0.5943353129282778
ANOS1,0.39588417034005036
ANP32A,0.493921582513042
ANP32AP1,0.4843962008141113
ANP32B,0.4352360212250406
ANP32D,0.4558270676691729
ANP32E,0.4262119503945885
ANPEP,0.5335168977611696
ANTKMT,0.7208955223880597
ANTXR1,0.41881923506893864
ANTXR2,0.35808193162111196
ANTXRL,0.50990584319358
ANTXRLP1,0.49202228215663046
ANXA1,0.3468077068379297
ANXA10,0.3587289915966387
ANXA11,0.5038768195450223
ANXA13,0.4425091416559204
ANXA2,0.449542600896861
ANXA2P1,0.45788336933045354
ANXA2P2,0.48333333333333334
ANXA2P3,0.46825396825396826
ANXA2R,0.5147282884713053
ANXA2R-AS1,0.4297735483302494
ANXA2R-OT1,0.4335852039784531
ANXA3,0.39902904352269825
ANXA4,0.4192940970397618
ANXA5,0.3893631669535284
ANXA6,0.4896811492641906
ANXA7,0.4079176929392447
ANXA8,0.3577605338188055
ANXA8L1,0.5272995339103966
ANXA9,0.49760944270132973
AOAH,0.4156392213941751
AOAH-IT1,0.42326191517271533
AOC1,0.4780085687944032
AOC2,0.5248041775456919
