,dim1
PYGL,0.006849906144276336
BMP2,-0.0018216932066405266
FNTA,0.0028795023075258636
TSPAN4,0.004002705571902135
ANKRD13D,0.004743532420375588
OTOP3,-0.006083592976924286
SCGB3A2,-0.0034313028964011584
CD300A,-0.006925157124285063
SLC7A4,-0.002404578224249186
FEZF1,-0.005778833164998273
SVBP,-0.0019448050300027886
PRR11,-0.008432406384301204
FBXO39,-0.009442806769344963
IGKV1D-12,-0.0007058165324642322
CCDC127,-0.008202578380166265
DLGAP1,0.009075409465496023
LMOD1,-0.004069877275858404
PLEKHD1,-0.005555157595341728
UACA,-0.0004562873811234834
EYA1,0.003863347386389963
SPACA7,-0.0129971272521949
ZNF316,-0.008473861149416948
ASAH2B,-0.004663647667549988
OR11A1,-0.004780889915027286
WDR3,0.0008508791453671873
ZMAT5,-0.002994935029942082
CERS2,0.003006001274293153
SPEM1,-0.010834706248347295
HLA-B,0.00457986350356183
ZNF768,-0.0083266700041445
ZNF606,-0.007486636370158153
ANKRD54,-0.0030266408572541827
DDX6,0.010354536388865172
OPRPN,-0.005860430216407038
RBM11,-0.007168243681773382
TMEM167A,0.00489173815125188
OAS1,-0.0014988612617926785
OR4A5,0.001258260956096752
TRAF3IP2,-0.0073844977674880725
LRRC27,-0.008856311415812957
HSPA1L,-0.00154478048328697
CHGB,-0.00474930780637721
DSTYK,0.0014623977436285173
PCDHB15,-0.003188738365076424
USP43,-0.0022302853538612917
CLTCL1,0.027887552340666033
PROB1,-0.012717021802583878
ING1,-0.007067231841960955
FECH,0.002032466550571768
NEUROD2,-0.003929064382265146
MEIG1,-0.0036894614305974104
TACC1,0.006035909921402596
ERBB2,-0.00032040527165634586
YWHAG,0.011975215733201622
TMEM249,-0.010705301733609765
FAM217B,-0.00604243792597431
LRRC63,-0.007134946710313502
MFNG,-0.002591972082642082
ID1,-0.0026487914981712687
CEACAM5,-0.001464371936174676
MCMBP,-0.0019082033782253987
NUP85,0.0012626849146695279
PCBD1,0.005872466583587249
PWP2,-0.002149892322604166
TRBV5-7,-0.0009074297315430571
MAT2B,0.0013904899084502809
AURKC,0.0004497257584471258
FMNL1,0.0029468535662876215
IFFO2,-0.0009327941985127937
PPP1R26,-0.011568645960771846
DLC1,0.008140129323698645
SLC1A5,0.0008224582388101129
GOSR2,0.0032096316430241328
PPHLN1,0.008420472020583315
DDX28,-0.006501381726038451
SMIM35,-0.008688391128072646
DNAJB1,0.006291888807004337
TOP3B,-0.00045079185824111536
COL1A1,0.004448741477108828
TRAV38-1,-0.0015190649957269149
NR5A2,0.0015787567182591288
ARID1A,0.022210545867167236
CRABP2,0.005164686835609391
PLCL1,0.007178055706236613
CBX1,0.005507062554416824
GOLGA7,0.004898336953114042
MAP3K7,0.009118170943495279
GPX3,0.0033062212575394223
TMEM208,0.0032482455345336416
HK3,-0.0019282403827148287
TMPPE,-0.007105115246542071
SCN1B,-0.00023796345534150167
GPR176,-0.003504412364917782
TRPA1,-0.00555363776454396
KIF21A,0.016709062014826095
PBXIP1,-0.008841162335430496
ELMO1,0.011798416598481534
DCUN1D1,0.0075856067792864365
KRT72,-0.002270332303833437
AGR3,0.003127295057554663
OSMR,-0.0069684336430543906
SH2B2,-0.0055428588325202284
TKT,0.008745895424490389
KCNT1,0.005384857079877743
BOD1L2,-0.002295985476772322
MESP2,-0.013466050923071212
OR5H14,-0.004065176996820887
SARM1,0.001053619606225134
SCO2,-0.0033559340032899426
EGFR,0.005976886516930041
AHCTF1,0.01881385176075464
BMI1,0.001765974293840772
BTNL2,-0.0067791887860130205
KLHL36,-0.0013538216890034243
FOXD4L1,-0.010574269971497375
TACR2,-0.0048133221605485286
CYP7A1,-0.004361775165623911
FAM107B,0.005167827018984209
SFMBT2,0.004338016778576527
TUBB2B,0.003993375430098496
MRGPRE,-0.009861453697642018
SLC15A3,-0.004329557566561164
WASHC5,0.002502182634588492
C19orf85,-0.011567409182708358
SLC30A6,0.0014558357545645046
EFNA2,-0.006037952152905468
LAMB4,0.008392188388363619
ZNF766,-0.00552780010308598
SMYD3,0.008380288530676927
PROK2,-0.004987629075530736
PRKAR1B,0.012232706346736637
SPRYD3,0.0012475522129140033
CHD6,0.03353260219704975
ZAR1L,-0.011248976567135735
OR2T12,-0.006662800597296467
CALHM1,-0.005758919293505788
ESPN,-0.002187622766092726
MATK,0.001095253063186136
TNFRSF11B,-0.006268339068424506
GALNT2,0.009187348331165744
WDTC1,0.0011106370232444988
RPL14,0.005209125980920909
IL20RA,-0.008260915238555395
TBC1D2,-0.002915926877137024
CCDC89,-0.0080950155054229
BIK,-0.007410386098593437
SLC22A4,0.0014540053221773555
PYDC1,-0.005258172947380215
CSN1S1,-0.005955754142441971
C7orf77,-0.01114628418270319
CYTH1,0.0105581575350165
MIPOL1,0.0030634728842055974
SOGA3,0.0011752574291242685
NPS,-0.0026739357788572275
LY6D,-0.0037705984368406782
GNG2,0.008957599310130966
FRZB,0.0005377847604616497
BRD2,0.005515950567880421
TRAV24,-0.006923184265448895
AUNIP,-0.012320205941345336
PROM1,-0.0013580648550845615
RTBDN,-0.007896849578814423
ZNF343,-0.007899980211641464
ETV3L,-0.010700900102660145
SLC9C1,-0.0046739823514614165
PPP6C,0.008365783359061511
CCZ1B,0.00047143712170082277
PRR30,-0.007814128811888012
GPATCH3,-0.006567077015886526
LACTB,-0.0009064235030008354
KRTAP5-2,-0.004848775734858088
ZNF708,0.0025994175420692377
MED16,-0.004321920569264001
NDST4,0.00469488784439187
ZFP82,-0.002265942015247224
CUEDC1,-0.0017117951597065476
PLK3,-0.0004527092565456843
RAB4A,0.009079233654099477
B3GAT2,-0.0007767857781827862
RNPS1,0.0073951397919689394
NOC4L,-0.0031814785551908045
GRB14,0.0011782509970117991
TMEM108,-0.001946167083223576
ZFAND4,-0.006512510332752768
CTSL,0.004873469881867885
WAC,0.008330480746661874
IL17F,-0.007176242780052636
MSRA,0.009268023962700008
AADACL2,-0.004563901555980983
ALG6,0.0007316227173769525
CPT1A,0.00252863190982399
IQCE,-0.005775170551686349
ZBTB3,-0.009347734447238111
NRBF2,-0.003461472941601719
KCNK16,-0.0018181846611694287
HSD17B11,0.002534425574882404
SENP2,-0.00145260237982902
DSC3,-0.0021305455781803367
SH3GLB2,0.003801320413726787
GRIN3A,0.003545022059046773
MAD2L1BP,-0.006619842935138663
CDK2,0.0024005326757234064
KTI12,-0.007714334372972832
GALR2,-0.005673242304117494
OR2T6,-0.004589892318886303
DENND3,0.002564973395954151
IFT43,0.0036421674664610794
CLIP3,0.0011153011233724578
IL36G,-0.004859135856506283
LRRC37A2,-0.0077430851940938706
PITHD1,0.0036918484246574548
CORO1B,0.004878492023680007
SGIP1,0.010585409897902168
SLC34A1,-0.002285283623567459
TNFSF12,-0.0067673509502573295
CCDC88C,0.01532437438739147
CYSRT1,-0.006823777273124179
IL12RB1,-0.010970115906306832
TEPSIN,-0.010624684832791552
ARL14EP,-0.002081478022479336
MDK,0.00016175439221234817
SLC35B4,0.006214725790458148
HCN2,-0.0018562220957537904
LYRM7,-9.310093890512441e-05
MAPKAPK5,0.006014692439103985
BHLHE23,-0.002835946624309027
RAB2A,0.015315229489098645
ACO2,0.010064146400465
BPHL,-0.000515442509315055
CASP1,-0.00020551077623553551
HMGN3,0.006803070504463123
ITIH3,0.0008391773867158005
PPME1,0.008932890122068562
BEND6,6.791756209321928e-06
PIP5KL1,-0.006972457487096538
RELT,-0.009589444473302079
HS2ST1,0.007288798100945623
TMEM147,0.00407745664681645
ZNF696,-0.00943069649192007
MFSD2B,-0.004027429414554261
PMCH,-0.007186643524862448
HACD2,0.005271268231019265
OR1D5,0.0013927997838737926
MTHFS,0.0021205629925711567
AQP12B,-0.003019226695437935
PKP2,-0.0015776221116096478
RPL36AL,0.008144760464187521
PRELID2,0.006699902002334564
CBX4,-0.004408605164561681
FREM1,0.022546187509111085
IL1R1,-0.002416095751652386
MPHOSPH10,-0.0005443354910833407
OSM,-0.008640852253843088
PHYKPL,0.004998725218989354
RHBDF1,-0.0015898051542909493
SERPINH1,-0.0018756629419514903
MXD4,0.002086713168067221
TRAFD1,-0.00578078510473608
FRMD4B,0.005853772821897105
ZNF573,0.00030954189741334387
DEPDC4,-0.008331278607264533
TTC23,-0.005472649391828976
BTBD9,0.011644371232544625
KCNE4,-0.006933314553968559
ANKRD53,-0.011675286975895262
BLCAP,-0.0009449218090379274
CCDC47,0.006011880458087217
CLDN17,-8.676700289252509e-05
ERV3-1,-0.006666056009005168
MSMO1,0.005027429582603123
UPF3A,0.0047031459304440835
VAX2,-0.007560134043881224
CAMK4,0.0060552339927228945
INO80C,-0.002518058617392452
DET1,-0.003052260977487604
MIER1,0.0079465215194375
MYBL2,-0.00392912052193234
COX5A,0.0054052548452473955
CD59,-0.001433497450186591
G3BP1,0.006378559790236912
OSBPL8,0.010733152714260558
PRICKLE4,-0.010019302524136244
COL11A1,0.005797427086176497
ZNF852,-0.0066801285478827925
ADAMTSL1,0.014529238048051943
HOXD3,-0.00010310650856358264
NCAPG,-0.0027719451674182633
IGF1,-0.003043598223429745
PLBD1,0.0012223240915024203
PRKAB1,0.0005079866716275129
LITAF,0.0010151548588651456
DEFB1,-0.0037341039174361656
NPHS2,-0.004332757071914411
GAS2L3,-0.0056075694949993165
SUSD1,-0.00046349877222111145
FIZ1,-0.010349433888019097
IFNGR2,-0.0011164513550229536
POLE2,0.0014772417860943303
ATP5F1E,0.00023472867876045528
SLC2A4,-0.0003713354563599206
ALKBH2,-0.0035276207855095324
DNAL4,0.0019919810823652326
ABHD1,-0.004755354007080551
IGKV1-16,-0.0008371844963928195
SOX17,-0.0029374355996784236
EPHX4,0.002848474581905953
ARMH3,0.010114522117453766
KCTD2,-0.0011363028210896124
HYI,-0.00016772177472476222
ACADSB,0.004627872428497829
FOXN1,-0.008666763484094437
HDAC7,0.001589771941401707
DENND4C,0.023563437002912854
SEMA6D,0.0058342785876829145
NEU2,0.0004498018283990027
SH3RF2,-0.0035740417313203272
INSIG1,-0.0019548011691285614
STK31,-0.007438458381692325
ECD,-0.001342129605977773
ARHGAP8,-0.0030467409092521636
GBE1,0.008379804048526748
GSC2,-0.003687607639941949
CASP12,-0.005042980192349215
NSUN6,0.004490949846122497
CEACAM19,-0.011279217830465302
FER,0.012660639972493256
TLX3,-0.004673493508700951
UBE2Q1,0.0010933062423647323
TAS2R60,-0.003950611921086134
GK2,0.0010125055448598026
LHX1,0.0025194278973713967
ASS1,0.007232426109556514
CLCN1,-0.004802948673855446
PRIM2,0.005234473053885014
TTBK2,0.006739963661655364
BTF3L4,0.007806031237693713
MAPK8IP3,0.01080134170342864
MAMDC4,-0.005375395762600842
ALOX15B,-0.0025706470283324494
CTRC,-0.0006136968751242269
SIRPG,-0.005924260681899874
ZNF596,-0.007890024808023054
TMEM238,-0.0063940826608551654
ANKRD66,-0.0063541560209473295
KIF21B,0.013167566503684279
ANAPC16,0.004782217631404698
APBA1,0.009157771763304026
GDF5,-0.008676399388662723
DMRT2,-0.00737980240719427
FAM200B,0.0005249392348766872
OR2D3,-0.006271653850383423
OR8A1,-0.0014371141919375934
PSMA4,0.009328970791240792
ARHGAP24,0.0015695782861681051
OR2C3,-0.005062825530169092
NR3C1,0.004452804653264202
SLC22A31,-0.004240950940622062
RRAGD,0.005343074847525356
PITX2,0.0014900501751745848
CHMP3,0.007360790837640554
ACOT6,-0.0034156972144126067
UBE2L5,0.0014661036052626116
KRTAP2-4,0.0010577232021912499
TBKBP1,-0.00869890314087461
MTCH1,0.00497865929458578
TVP23B,0.002637780648269519
VPS29,0.009944867830487583
ZNF837,-0.01138185044202842
CIC,0.015437467739722112
LRAT,-0.0022892206466433
SPRED1,0.0046731062011981265
C11orf1,-0.005512762933300996
ZNF660,-0.00686886114669806
KIN,0.003371617292324719
SPDYE4,-0.010009792225220878
CLDN16,-0.0030324319563042146
TXNDC11,-0.002943417636255087
SPTLC1,0.0064187572813742865
ZXDC,-0.001294252924057268
SERP1,0.009183862729259439
CRYBG1,0.0031438938344043386
ALOX5,0.0013147845140085365
GATA2,-0.0005891912384398188
OR12D2,-0.0049205029972021
ZW10,-0.0038363626748529663
SNRNP70,0.00946405566769485
SYS1,-6.603711494078199e-06
LSM1,0.004865859459400186
OSBPL6,0.00915234411956406
PCGF2,-0.0002509810870835216
LRRC37A,-0.01085068719548493
FOXD2,-0.007996583484223257
TNFSF18,-0.01014026296635167
ZNF816,-0.007399716912742285
DOK7,-0.008155800086435194
ANKMY1,-0.0021238438016764724
CTNND1,0.007339162800783124
STRC,0.004335073216522901
KLHL26,-0.004066053073114158
LZTS2,-0.0069886106903838075
DPAGT1,0.0004350636179254475
CTXN2,-0.0069529293156396985
LCE3C,-0.004225794864757175
METTL18,-0.007586254454868532
NLRP12,-0.00823022119702636
TADA2A,0.0030497814696993177
CCDC149,-0.0019295998886594704
CRISP3,0.00027286661898826437
CEBPZ,0.00025845550714931955
GLRX5,0.0004479610652092907
LHX4,-0.0001957722078799608
GNG7,0.0070565130638154845
MYC,0.002311315509145168
STMN2,0.007684269474790239
BMP1,0.0006816797557721886
EXOC6,0.01254022786988044
SAMD4A,0.004835684520126184
CXCL5,-0.005962445142796245
ZGRF1,0.014421399517678108
DLD,0.007226238201680348
CAPNS2,0.0006019070852913144
MICA,-0.009462305281439858
RD3,-0.00872093364702288
ADAMTS15,-0.00391223743016681
RARS2,0.0066869167269879015
DCN,0.004865720364035542
ADAMTS9,0.016868703129224626
PFN2,0.005430497238364115
PMEL,-0.007264013649629939
GPR158,0.003230092121324957
SLC4A9,-0.004201799382579276
MAPKAPK3,0.003546768303660589
CROT,0.0003866653507618465
KRT25,-0.0017228806664723872
COLGALT1,3.245867132780812e-05
PPP2CA,0.00776659361975295
LAX1,-0.011375324086557162
TUBB1,-0.00022089813430280314
MRPS16,0.0016952894183087923
CNTF,-0.005902797069525405
PLA2G2C,-0.008212228584717315
WDR87,0.004284750964643226
HLA-DQA1,-0.0012133989505315054
DBF4B,-0.010582457654027266
EVA1C,0.0018647876174637454
DMAC2,-0.004389702513185379
JOSD2,-0.0013367111393005804
OR5H2,0.0009253177354488297
APP,0.011760392634457167
GPBAR1,-0.008028127668471313
YPEL5,0.008450139251469651
ALOX15,-0.0019059473159853564
CORT,-0.009230768288860726
APOA5,-0.008112860103560637
KRT32,-0.002642371310017574
SYNRG,0.0030397963757235473
TRBV10-3,-0.0009599429258430906
LIFR,-0.00196352947774737
RBBP8,-0.0038656083474859176
KLF18,-0.0025534706296229163
RFX8,-0.004745515736453341
SHISAL2A,-0.009110555109711706
OR13J1,0.0002577861036823517
RFFL,-0.0005594064501134126
TRMT1,-0.0022934299856614995
TBC1D16,-0.0031104479373266236
LHFPL2,0.002964007687226234
UBE2E3,0.013114662508102172
BNIP3,-0.0007318866170714696
OR2I1P,-0.007128627800117744
CDC42,0.012400579753195945
DUSP26,-0.0023670389118124776
NAB1,0.0003108083193784789
ESPNL,-0.009886295749079774
OR7G2,-0.004002857509657263
MMP26,-0.005407913451227195
RANBP3,-0.004146184183580778
ORC2,0.001889839741685299
CDK4,0.0039917802699037065
NKX2-2,6.4257589689775164e-06
LRRC37A3,-0.0031213330432854126
GABRB2,0.011228665821412165
CCDC171,0.004629521376703226
SLC29A3,-0.0024566364093895504
GALNT18,0.009964378002661322
IGLV2-14,0.0001804115906339863
EMP1,0.003450256459872686
IQSEC3,0.002760553050244655
ZNRF1,0.0027147805479609453
MMP8,-0.0010037186833053845
PARD3,0.007635979245597435
DCT,0.0002188663556394509
EFCAB9,-0.007078759112062582
POLDIP2,0.0004912030337560162
WDR19,0.010144157358713143
ATP4A,0.0015378353203921594
TNC,0.025331519023330182
NPTX1,0.003512887091391021
ZC3H12A,-0.0035666128281015203
GRIN3B,-0.006533316820428358
MCUB,0.0020016529557694987
ZNF595,-0.0022721352105151333
MPHOSPH6,0.002673361761584888
CASP9,-0.004321843982378139
MAST2,0.012767914512579174
LVRN,-0.003982516995156901
AIPL1,-0.0026591898881227743
ZNF404,-0.005170652316955339
SMARCA5,0.010814188648409294
GDI2,0.010967966206927892
HADHB,0.007888891282019408
COPS7B,0.0031705632087043975
NGDN,-0.00040777485165079726
GORAB,-0.006731949760336799
PTPMT1,0.000664762814267039
DGKA,0.0036540275797936395
GPD1,0.003390638854782543
LDHC,0.000686589184248015
IDO1,-0.0010781227278802462
TBL1XR1,0.01627145701078638
AIF1L,0.0004873642328925458
PHLDB1,0.0019614586088940785
CLDN9,-0.002265734642545722
WDR25,-0.003648646750605411
MYOC,-0.004715469874025081
EFCAB8,-0.008193712312627817
GPAA1,-0.0006574700857468396
VWA5B2,-0.0036222136568067258
TFAP2B,0.005491004629010484
EVA1A,-0.0025038083589846356
TRBV6-8,-0.0011041412505745148
ZNF184,-0.00275230523499192
MX1,0.002663734529015499
C19orf18,-0.01187996854836055
PTGIS,-0.0018452330563837793
LTBR,-0.008088445330547686
TOP2B,0.02027810264877769
FAM20A,-0.0008744905293512822
ERH,0.009355041250820371
PSAP,0.00822094854641839
CASP8AP2,0.009236589183196107
C7orf61,-0.014341621328141102
ASXL1,0.00298371557798237
CD22,-0.005918876748606187
PDCD4,0.005949485260431392
IMP3,0.0038327971815842556
ST6GALNAC5,0.0037643757721928187
SV2A,0.006280281070420259
TTYH2,-0.0013665755234577974
NPVF,-0.006827425049294862
CCDC71L,-0.00734873703375665
PPDPF,0.000943263261096495
DERPC,-0.0077205562724268146
HMOX2,0.0033598479021347285
KLF6,0.002845408403843058
RNF152,-0.0033847100249975635
MRPL46,-0.004445115044495638
RASEF,-0.0005918524005925964
ITGAD,-0.004652886063397104
TM7SF2,0.0012859992784443725
AMPD1,-0.0021202619237058757
C4orf50,-0.0010590574516194957
PARP10,-0.00942968602849971
PHGR1,-0.0007522627073622558
ERAP1,0.0030021306834595216
OR51E1,-0.001173805435552675
IGHV4-39,-0.0006967413430844399
STK40,0.00247651453332802
GOLPH3L,0.0047998000870129835
HOXA10,-0.0023522379164705996
OR10H3,-0.0036025060026735403
GUCA1A,0.0014444533008714118
SLC23A3,-0.00929153296832276
TIAM2,0.013581056969503423
LCP2,-0.0032494108461297837
TUT4,0.014842841285371597
DNER,0.002298257627603861
TBC1D20,0.0008812337411825776
NOX5,-0.002359006775375842
JMJD6,0.002628392607844669
ZSWIM6,0.009116507396630539
MTUS1,-0.0014090572858450167
DDX58,-0.0032906547008905705
TCHHL1,-0.0066122130835970854
ACADS,0.00045373890553023237
FAM216A,-0.005175700001816714
MAB21L1,0.0015545712016361436
OR12D3,0.0013332708873147997
IL21,-0.008959235550224062
SMIM2,-0.00934529134440421
CDKN2AIP,-0.0051061677254378695
NDUFA9,0.0007428237747973591
CCDC87,-0.009543463244917378
POM121C,-0.0009438143203743164
WDR75,-0.0013790916244893678
TMEM244,0.00010578041944751236
RYBP,0.00677976051062902
DUSP18,-0.0012583042290099055
YAP1,0.0017538642606529738
RPL27A,0.006806181216265833
PTGER1,-0.004982425392524279
PHGDH,0.0027646416201758547
PLPPR1,0.006274694474386298
SMIM1,-0.005315543804926067
PPP1CC,0.008037747557482856
ZKSCAN2,-0.011389698447412553
CLCF1,-0.007965918391842552
PRR19,-0.013872465357838072
NOS3,-0.0027915289861828417
ZNF248,0.0032547342538708592
C3orf38,-0.000904907796497464
GKAP1,6.588792594068148e-06
ACRBP,-0.008903286259678591
INSRR,-0.0024678223670698087
RBM38,2.508276860088236e-05
SCFD2,0.006307810973846135
ITGB1BP1,0.0027305404458566225
CDK5RAP1,0.0035690236896047996
TFRC,0.003022874417734934
DPH6,0.009594169078683955
AMOTL2,-0.004821780581049641
SMC1B,-0.001890302161762809
OR2M2,-0.005778337225417527
GJD2,-0.0023139177612738764
HAVCR2,-0.006745062086488648
INPP5A,0.005241750267410989
CYB5D2,-0.0014240049962998991
JCHAIN,-0.003805047170395563
LSP1,-0.00421784950556815
DNAJC3,0.0053816104772771755
MAML2,0.002143533211930252
RPS26,0.007658128970788339
ACMSD,0.0023228910871016047
ZNF175,-0.007249499005718619
CDK11B,0.0026131937518518405
RAB29,0.002102791006634607
STC1,-0.0025825078330425147
ETV6,0.0013330283178568866
PSMC2,0.008412317789621968
TMEM161B,0.006374777762821561
ZFYVE28,0.004614834805087794
RFC4,0.003093451099279762
IL36A,-0.004593369212817729
IQGAP1,0.02338365046474682
OR4X1,0.003191628486501311
MTERF3,-0.00489581834783092
TMCO4,-0.004678461016809282
RNF225,-0.00679520919296991
OR56A3,-0.005122941795264082
CCDC103,-0.007836630189828036
GTF2H5,-0.002414347417196903
PTRH2,0.0033610362888670977
TPP2,0.007560593367990954
DDX47,0.0013329076067801649
ZNF425,-0.008332113867041835
PLGRKT,0.0024067663588030357
TASP1,0.007820582578486224
UQCRC1,0.0048362569554984995
DRAXIN,-0.01121479372143326
MLH3,0.0022148077802668204
EOGT,-0.0033239556122131413
TRA2B,0.0067740630715165855
HDAC2,0.00925972606843485
ZSCAN21,-0.008542370056646263
CD36,0.0046483750677609815
OR5H1,0.0008856800653642506
FAM209A,-0.012992283833712709
ASPRV1,-0.011899061372906439
ZMYM1,-0.005727685645733001
NRAS,0.003244214116404378
CDK13,0.006785617961810289
OR56B1,-0.005573334876119316
KCNH8,0.0026144093705535985
TMED5,0.003502643461929543
CCN4,-0.0031908215315846183
PHF13,-0.004702802071966862
RBM8A,0.007843451223257478
DEFB130A,-0.004120432791433373
VAMP8,0.006383429260128418
UROS,0.00414856791935252
LNX1,0.004288533364817837
OR7E24,0.0004440175420496447
MCM5,0.005360609949854138
BLOC1S1,0.0030666159855147826
CCDC198,-0.00720989907003144
GNAQ,0.014980967771924638
NEK4,-0.002047888485392417
SPX,-0.007046278327367143
TNF,-0.003228154601766281
GAREM1,0.0024873899506716326
IL17D,-0.007794091389604595
ZNF689,-0.008910872685144062
FSCB,-0.01038450069000648
CA11,-1.5933578608837585e-05
VGLL3,-0.0033911420484040757
VSIG10L,-0.011185469303782733
FOXRED1,0.001255945000392187
CELA2A,4.724109553312346e-05
KRTAP4-9,0.0015201087664138302
TMEM190,-0.008584801518860792
TBC1D26,-0.0052580499441651106
CCS,0.0022508539869601526
DOLK,-0.006585124168003924
LARS2,0.003959328980292325
IL12RB2,-0.004240531448649706
MCCD1,-0.010350880278873
GLOD4,0.002303243426601907
SERPINI1,0.005970511456831505
SLC6A4,0.0013164896138775511
CDC42EP2,-0.005089830276148777
SNPH,-0.0041465159391200325
CFB,-0.002629823061922755
KMT2B,0.01746264121236356
PNMA8C,-0.00958695199653157
SDCBP,0.006012518958807081
NAA38,0.002699607030864949
KCNK6,-0.0024380650486589685
KIAA0825,0.004906742860330428
SOX4,-3.4305475637560904e-05
OTUD7A,0.006178639634330587
ZNF418,-0.006787432579224255
ZNF600,-0.006461699801387888
TEDDM1,-0.00844916972427936
KRTAP10-7,0.00025487450833805203
HFM1,0.003117657730418052
KLHDC7A,-0.012015682874697406
DMTN,0.004824854213315624
TRIM42,-0.010686697385612271
LRTM2,-0.006420761641933641
DDR2,0.0041051205788425965
TSPO,-0.0019194597977251857
TPM4,0.008872473720214881
EFCAB10,-0.0026576960940087354
C2orf80,-0.0010837210259067595
COMMD6,0.0051025190036827405
CA1,0.002021426911380107
ANKRD30B,-0.0015397724794964085
LMBRD1,0.00851200745684937
C21orf62,-0.00937102531133587
DNAJC28,-0.007556927208321718
CRAMP1,-0.008713012518813545
POLR3C,0.0002995475625201408
SGPP2,0.004592657449501896
DGCR6,-0.006474785687904353
ST14,-0.0011390699888060255
FAM171B,0.004120704746892086
NPIPB13,-0.008679679521834646
HOXC4,-0.002087855956003759
SUCLA2,0.009392795269906254
NKIRAS1,0.0023554095537906827
LTBP1,0.009025256661300905
NUDT9,-0.000271286498617081
GLT6D1,-0.0066126994690129575
POU4F2,-0.0026596545595219435
GRAPL,-0.002351582152190023
FDFT1,0.006820218541507481
UVRAG,0.005054624500502747
C5AR2,-0.006598430576159542
RRM1,0.00565355405068974
TIPARP,-0.004142948717229326
ARHGEF12,0.012898789473608174
TCOF1,-0.004609143132987011
NDUFA10,0.008614273083775914
HP1BP3,0.00655376039828346
CRYZL1,-0.0003344448416053027
SNX1,0.007744087186078934
C2orf88,-0.0017008614623677256
CCDC106,-0.006186996059727869
PARL,0.0010771284307002319
CDCA5,-0.007733169274056148
TARS2,-0.00231330220378109
HYPK,-0.00034161366926526733
CCNO,-0.006270422566486134
CYP27C1,-0.002043097163256517
FAM193B,-0.003329929536730591
PKD1L3,0.003789877313695814
CADM2,0.007208450920180257
LAMC1,0.014074543798835874
ZP2,-0.008917676906649352
COLQ,-0.0005145391891889992
GPER1,-0.004477240085211085
TMEM129,-0.006593431947964398
MCF2L,0.007166185924603175
SLC39A3,-0.00043035198161338865
FZR1,0.0024527154964594606
PAFAH1B3,0.0015867255957289783
MEAK7,-0.002238230704549455
FZD10,-0.0018911912146298395
ZNF324,-0.009682898655674062
KRT16,0.003867232171598707
ZBTB45,-0.009067309860816873
ZNF84,0.0009048119127223001
DYDC1,-0.008503406830201182
SEC22C,-0.0018933914651725811
MEPE,-0.0069768304990945945
TVP23A,0.004800358209737032
FAM170A,-0.011487929858828952
DAGLA,-0.002879898943940461
DPF3,0.005819333825991878
SPDYE17,-0.008698250543778962
PLIN5,-0.005894937000235644
WDR46,-0.004360085630860928
GIPR,-0.003850983603376579
CERT1,0.011117699318028777
GPR17,-0.0044574546254146875
MDH1B,-0.005642044686331234
MYH9,0.03717733796859681
SLC26A4,0.005713059888498216
CDH20,0.005806357799063736
TAF1B,0.00102304322967869
CPPED1,0.0035254759800146924
TTC37,0.017795156437405365
DXO,-0.006983154662845388
RGS9BP,-0.010922050561954444
GPR4,-0.006051734581758161
MLH1,0.0033972729718334625
FAM161B,-0.009760036937160585
PTBP1,0.006437318323285306
MTG1,0.0005466717903153191
SEC61A2,0.008552990096315037
SSBP2,0.010218324557917427
MYZAP,-0.004281412177648321
UBL7,-0.0015088956000197957
C22orf42,-0.010615317534514048
NPIPA8,-0.009784843380228649
TTC31,-0.011618038562641113
RGS19,2.594959306636592e-05
DDIT3,-0.004796782343032448
DNAJC5B,-0.0009633489646449172
RPS18,0.009715287778498881
TATDN2,-0.009224404288943944
GTF3C6,-0.0005961149796104274
THBS4,0.0017789503748238365
TSPYL5,-0.010181557097596555
LILRB3,-0.004724421681550452
PRTN3,-0.0030837299555902874
C2orf78,-0.011228414934059265
RNF138,0.0014962017688101275
EHF,-0.00021625202707735796
HTR1B,-0.0042826159128782305
REC8,-0.00569367012572528
LIN9,4.436163570595474e-05
RIPPLY2,-0.0070645889669384105
SAAL1,-0.004052232024070614
ZNF384,-0.0032170870623687794
P3H1,-0.002086994443075466
PSMB3,0.008266353586327548
PCARE,-0.012812628290797051
CCDC86,-0.011044157280793382
IQUB,-0.00543302865389561
FYCO1,-0.0049541587298355194
SLC25A21,0.0050921438853050545
CCDC158,-0.00615828626219761
KCNQ1,0.00292045272736206
TEX12,-0.00825235175152831
SH3BGR,-0.004863868854702055
SULT6B1,-0.0071316131281508694
CD84,-0.007597204784385531
ZNF230,-0.008370531589814009
MS4A4A,-0.0024539540388739344
STRAP,0.00865120542344066
MIOS,-0.0006426425099510497
MASP2,-0.0029969218299336904
NIPAL2,0.005802874536640389
OPN1SW,0.0014933181432907371
BRINP1,0.004003522843279683
TCP1,0.00927689243937401
ACSM5,-0.002156496125392085
AXIN2,-0.0038450190559861787
CYSTM1,0.003461530965231206
NGEF,0.0016272437384961356
OPN4,-0.0044552057316146094
CDCA4,-0.004716592678839782
KAAG1,-0.010223114215142408
LRRN4CL,-0.011158413100728626
PHKB,0.011943844938403609
ADAM22,0.009759401530065562
ARHGEF38,-0.002436030610282294
GIGYF1,-0.002381207942412936
APRT,0.0048380978333265766
