,dim1
KLK15,-0.005902115532366509
GNG10,0.0009528290868711427
RTTN,0.02565126170845337
BRD9,0.0011086149222497474
KIR2DL3,-0.0010126159148493123
BRI3,0.0017366314411747113
WDR91,-0.003108175108254006
IGHV3-21,0.0018596574020985988
CATSPERD,-0.00812397676704672
NCOA3,0.004954999048001081
GZMK,-0.002014775065174849
HS3ST6,-0.006375906410919878
SLC24A3,0.007952489139510507
PRKAA2,0.012014707730692105
DHDH,-0.002147076881955049
METTL7A,0.0002887483801079195
TP53TG3F,-0.007489495782423053
MICALL1,-0.006667164035321148
FDX1,0.0013035492116204334
IFIT3,-0.003782104109165831
ZNF679,-0.007038350788731357
SPR,-0.0035660737331779132
DDR1,-0.00023660105200965748
BAIAP2L1,0.0035008706083230604
NPY4R2,0.0009848286766662988
PYROXD2,-0.002738124551439871
