Gene,MF.score
CCNT2,7.94860128064679e-5
CDC25A,6.875109324909564e-5
CDC25C,6.866443097765233e-5
CDKN1B,2.08268580723725e-4
CDKN2A,2.3460642705869981e-4
CDKN2B,6.191671663750179e-5
CDKN2C,1.69448493753998e-5
CDKN2D,4.84203559287886e-5
CDKN3,1.682288821587837e-5
GADD45A,1.0115998963131964e-4
EGFR,4.115307053530358e-4
GTF2H1,2.0888916076814077e-5
HHEX,6.519808371997314e-5
IPO5,4.958867071172256e-5
MEN1,6.551709240199886e-5
PIM1,1.428316072730487e-4
PSMD10,6.604341425000869e-5
PTEN,5.083649336779846e-4
ADAM17,2.3666080457255273e-4
TFAP4,3.2847118181167495e-5
NR2F2,1.310637738605912e-4
CCNK,9.612499254857134e-5
CDK5R1,2.2008578231340475e-4
CDK5R2,1.4690912503296087e-4
DIRAS3,8.785869897814973e-6
PKMYT1,5.932839684265167e-5
LATS1,1.1833429434388022e-4
CCNE2,5.8315565488639225e-5
IPO7,3.9466727224942664e-5
CDC37,6.551722262887428e-5
MAPRE3,6.0948248337622425e-5
GTPBP4,7.337907902376568e-5
LATS2,8.060407489728126e-5
RGCC,1.6660754355838354e-4
SERTAD1,3.908556250522753e-6
HERC5,5.051683438395967e-5
CDK5RAP1,2.1316575365422862e-4
MYOCD,2.0399037773648435e-4
HEXIM2,2.467657992210774e-5
CCNY,4.1984631078219924e-5
INCA1,2.278996974926662e-5
MIR103A1,1.3836440068363778e-4
MIR15A,8.633324679454009e-5
MIR711,1.141811757526045e-5
ACVR1,3.948486570651549e-4
ACVR1B,1.0810669376117513e-4
AIF1,1.2271877572711743e-4
ANXA1,2.2258216012567913e-4
BCAT1,1.9607344338059787e-4
BCL2,6.213375106187192e-4
BCL7A,2.5789356099432375e-5
BID,6.151878566550081e-5
CACNB4,1.2937596789252127e-4
CAMK2A,1.435047646676359e-4
CCNA2,1.2470531055015527e-4
CCNE1,5.121806791558321e-5
CCNF,3.852173466865266e-5
CCNG2,4.310075522146939e-6
CCNH,4.822691408034837e-5
CDC34,2.6857501662838126e-5
CDK3,1.402991865729862e-5
CDK4,1.4172678273699588e-4
CDK6,1.9260480990109609e-4
CDK7,1.0412342683580626e-4
CYP1A1,6.905042947303938e-4
DDX3X,2.8298828264393454e-4
DLG1,2.9196186374128556e-4
E2F3,3.910246654558383e-5
EIF4E,1.4078213670668758e-4
EIF4EBP1,1.2446859378840548e-5
EIF4G1,2.7012805899854353e-4
EZH2,2.858607654824493e-4
FGF10,0.0013117200118469895
FHL1,1.6405335165879916e-5
GSPT1,4.79442545235228e-5
PRMT2,1.337784461232385e-4
ID2,1.3861837404362013e-4
ID4,1.340313003319112e-4
INHBA,5.507927812590258e-4
ITGB1,8.142989545475827e-4
KCNA5,3.534260152879714e-4
MDM2,3.478793520556577e-4
MNAT1,6.0111906918123636e-5
MYC,4.105275300161369e-4
DDR2,2.2062165563688726e-4
PKD1,2.995838032418863e-4
PKD2,6.361467813939118e-4
PLRG1,2.376254202260376e-5
POLE,9.377041556430544e-5
PPP2CA,1.4868443156617595e-4
PPP3CA,3.7235219167957206e-4
PPP6C,3.15157233469484e-5
PSME1,2.8077795319645966e-5
PSME2,2.6716713216466957e-5
PTPN6,2.0322945890754524e-4
RBL1,2.206427318317819e-5
RBL2,1.8813491532325283e-5
RDX,1.6977364250421781e-4
DPF2,1.2244296995760014e-4
RPS6,3.941892424801625e-5
RPS6KB1,1.7318619679571745e-4
RRM2,9.329688413980802e-5
CCL2,1.870489365347253e-4
STIL,6.481414092831929e-5
SMARCA2,6.708094667300218e-5
SMARCA4,1.9795142041721865e-4
SMARCB1,1.7903307486689458e-4
SMARCC1,6.843822716436768e-5
SMARCC2,5.1361171932127937e-5
SMARCD1,5.443843201985475e-5
SMARCD2,4.4444568517145744e-5
SMARCD3,9.531891646915531e-5
SMARCE1,5.628017621296064e-5
TAF10,1.4838053556574763e-4
TCF3,5.754037629797384e-5
TERT,4.860532457203459e-4
TFDP1,3.976365868156738e-5
UBE2E2,3.244548878959004e-5
WEE1,1.4477643067960948e-5
CUL5,2.716421503259206e-5
DPF3,2.5028981472390707e-5
DPF1,1.7783967770978856e-5
ARID1A,4.968535355883504e-5
CDC7,3.9750353452870126e-5
GFI1B,7.456269972459928e-6
CUL4B,2.8818726186254614e-5
CUL2,3.887250242608943e-5
CUL1,2.9919757098275023e-5
KLF11,7.890730324071337e-6
PIAS1,3.98744822333737e-5
CDK10,3.3857598159648174e-5
CCNA1,7.308773984988372e-5
TM4SF5,1.0106388816593415e-5
CCNB2,4.7827625123089504e-5
BCL7C,2.189907974719901e-5
BCL7B,2.2266283437589923e-5
KLF4,3.012776378270704e-4
ADAMTS1,4.1118211468333216e-5
CTDSP2,1.4708949273408039e-5
PSME3,3.3194085495703684e-5
CTDSPL,1.3882037313889395e-5
CDK2AP2,1.8626946565160574e-5
CCNO,9.944367439400929e-6
BTN2A2,3.402249780059026e-5
GPNMB,4.4933747959927194e-5
KHDRBS1,9.721737021311358e-5
PLK2,7.777926481538554e-5
DBF4,4.8325383789742996e-5
CCNI,4.9130505572313015e-6
PIM2,1.2042414029143004e-5
FAM107A,3.907321929022704e-5
ECD,5.437748592903209e-6
MYO16,9.496284376727673e-6
PHF8,1.747187418998885e-4
PLCB1,6.317671452868856e-4
FBXO7,2.5313621447984214e-4
ZNF324,1.8551963526764578e-6
KANK2,7.272526117327797e-5
ANKRD17,5.6435194463499575e-5
APPL1,2.4276961788405083e-4
MTBP,3.0898405608562946e-5
BRD7,3.774812240813412e-5
GPR132,5.3992402915051345e-6
TFDP3,7.337145986232702e-6
DACT1,1.2949343081509513e-4
CRLF3,9.92592087198126e-6
ACTL6B,5.389420885704579e-5
CPSF3,5.166003850431589e-5
CCNJ,4.2971016119743606e-6
PBRM1,2.9343796381711895e-5
APPL2,2.895558926112204e-4
PHF10,3.927426667384967e-5
CPAP,2.036487625971291e-4
KMT2E,6.36573887483833e-5
MEPCE,1.3701512062568082e-4
GJC2,7.650571553459081e-5
ARID1B,4.544319742729846e-5
RPTOR,1.5521163405180738e-4
USP29,1.6175481764096905e-5
USP37,1.1789258979488928e-5
CTDSP1,1.7390389711546126e-5
RHOU,1.904173208027036e-5
ZNF655,5.10435025900329e-6
CDC73,6.329117444941088e-5
CCNJL,4.324014935438391e-6
CCNP,4.159053156968974e-6
JADE1,2.6414483849868085e-5
TMEM14B,2.7700236132533027e-5
USP26,1.9591157229146582e-5
LSM10,1.0316253604561523e-4
CCNB3,4.742244406638913e-6
SLFN11,3.033237264616934e-5
DCUN1D3,4.2647163446075156e-5
PLK5,1.1932861594751367e-5
IQGAP3,1.730485391533093e-4
TRIM71,4.043858072687356e-5
LSM11,5.4724085695082866e-5
CACUL1,4.3750014374285195e-6
E2F7,1.0606267729041714e-4
SASS6,4.789299545546904e-5
SPDYA,7.371620891900935e-5
MBLAC1,1.15822973899648e-5
ZC3H12D,1.3451570273145147e-5
MIR133A1,2.7792582582372044e-4
MIR137,3.5454569236876544e-5
MIR15B,1.1254451463282672e-4
MIR16-1,3.113338412671832e-4
MIR193A,2.4736010816065503e-5
MIR208A,2.4903849625900853e-4
MIR214,1.8579864985525488e-4
MIR221,4.048627726671412e-4
MIR222,3.0020061787829186e-4
MIR26A1,1.8103831345249593e-4
MIR29A,8.12094934891536e-5
MIR29B1,5.319319580294282e-4
MIR29C,1.0405236523106154e-4
MIR30C2,9.038899250452145e-6
MIR133B,5.530031112735706e-5
MIR372,1.8981759464437194e-5
MIR362,1.5859646045078313e-5
MIR451A,5.087148376954705e-5
MIR495,7.984174847013384e-5
MIR515-1,2.016518261672217e-5
MIR520A,6.167415239973964e-6
MIR519D,8.603075260810141e-5
MIR520H,9.71005091965402e-6
CCNI2,4.159053156968974e-6
MIR638,1.6437558484879235e-5
MIR892B,8.042580680675067e-6
PTENP1-AS,1.3902757987139067e-5
APP,9.652431412384188e-4
CALM1,2.3276638868508954e-4
CALM2,1.823788009043481e-4
CALM3,2.037839909118095e-4
CDC25B,7.533676378982648e-5
ENSA,2.3022821423194167e-5
FOXM1,2.2452063249503038e-5
HSPA2,7.885795864391236e-5
PBX1,4.222484397814589e-5
CDK14,3.384239455844196e-5
ABCB1,1.9215279709691057e-4
PKIA,1.0954287907974573e-4
RAD51C,2.2116789122782768e-4
RAD51B,4.672497565329274e-5
RFPL1,1.4088972636403546e-5
AURKA,1.762014759907134e-4
TAF2,2.0487920827144304e-5
TPD52L1,8.25811713918552e-6
UBE2A,3.504892943532919e-5
WNT10B,2.3525861984512845e-4
PPM1D,2.516080538321881e-5
PHOX2B,4.565160045847901e-4
MELK,1.2276428794436907e-5
USH1C,1.2581020837962995e-4
NES,2.3816259327199649e-4
ARPP19,2.403838646426216e-5
FBXL7,5.093405424053816e-6
USP22,5.129535314090758e-5
SIN3A,2.8094478733385565e-4
KCNH5,1.0989884377353962e-5
PPME1,1.4055281181362807e-4
USP47,3.5052208681775015e-5
RCC2,1.1621055555378052e-4
AVEN,5.067038271609906e-6
MTA3,1.6648720749507572e-4
MIIP,5.261229013953045e-6
FBXL15,1.0039922158609442e-5
KDM8,7.138547397390663e-5
CTC1,7.791209869876214e-5
DBF4B,5.43402763076463e-5
MASTL,1.5855500503710344e-4
STK35,5.550575788311372e-5
PDIK1L,5.5390188703504865e-5
CCDC57,1.0213560590581626e-5
MIR195,2.0745649527137606e-4
MIR19B1,3.6769221995966347e-4
AGXT,2.7793713075829505e-4
BHMT,2.492967214124764e-4
BLMH,6.236515628916026e-5
CBS,2.994560159040988e-4
CDO1,1.6546335115215325e-4
CTH,5.312941370089617e-4
DPEP1,2.2859687834387313e-4
FMO1,1.1386462749197661e-4
GGT1,1.4284016132889193e-4
GCLC,2.8616465978056817e-4
GCLM,3.238210687686936e-4
MAT1A,1.2967326382543073e-4
MPST,1.4857559057813308e-4
MSRA,1.4173902034997452e-4
MTAP,1.4480416081962688e-4
MTHFD1,2.4074449990809814e-4
MTHFR,2.1003089976381577e-4
MTR,1.5499707073997085e-4
MTRR,2.1893450835714943e-4
MMUT,1.833981706886546e-4
SMS,9.95212205642054e-5
TST,1.529583777431358e-4
SLC7A11,5.244590274707911e-4
BHMT2,1.9636591910914932e-4
GNMT,1.4137770782137113e-4
NOX4,8.101028694706952e-5
APIP,1.0540987351842053e-4
CSAD,2.3224092339389408e-4
ADI1,1.6866133836850841e-4
ENOPH1,2.0443076900094308e-4
MRI1,1.0933341720462521e-4
MTHFD2L,1.8878543589204e-4
LOC102724560,2.994560159040988e-4
CTNS,3.0465362659743014e-4
SLC1A2,2.026598235786413e-4
SLC1A4,3.8751685042621813e-4
SLC3A1,5.620054920247406e-5
SLC3A2,2.8334356126791504e-4
SLC7A5,4.0564055349494413e-4
SLC7A9,9.93720171797795e-5
SLC43A2,2.8517918022471887e-4
MFSD12,1.2350268515400091e-4
SLC7A13,2.8846754708974685e-5
PAPSS2,2.1365096182417645e-4
PAPSS1,2.122904126056794e-4
ACVR2B,1.1707519306197269e-4
AEBP1,1.0832067803171996e-5
TLE5,1.681251442857644e-5
NR0B1,1.0146666328883269e-4
BIN1,3.5112928952035424e-4
APBB1,1.8249421819775613e-5
APBB2,1.4531092205621473e-5
FASLG,1.6160350929987673e-4
AR,4.004697147834241e-4
ASCL1,7.606198399969016e-4
ASCL2,2.1647279783155e-4
ZFHX3,3.093002774589976e-5
ATF3,1.0944683885498218e-4
ATF4,3.1387032242175455e-4
BACH1,4.346066699860718e-6
NKX3-2,2.492417167403257e-5
PRDM1,1.2655760291522704e-4
BMI1,2.0309603012358063e-4
BMP2,7.250453917444304e-4
BMP4,0.001624089967597155
BMP6,3.182637255839776e-4
FOXL2,2.2953780638580363e-4
KLF5,1.1632943809681835e-4
CALR,2.0455855243009955e-4
CAV1,5.62228747517661e-4
RUNX1,1.398009631230219e-4
RUNX3,7.892714164508894e-5
CBFB,7.159388864710736e-5
CD36,6.562412452809197e-4
CDKN1C,4.86961987359525e-5
CDX2,3.349720980354422e-5
CDX4,7.551121537701389e-6
CEBPB,1.9196838112648537e-4
CHD3,2.8374089130231343e-5
CHD4,6.231083164647128e-5
CREM,2.213388559002643e-5
CRY2,2.302544361770916e-4
CRYM,9.054224116784205e-5
NKX2-5,5.700761701110644e-4
CTBP1,2.2496910330586177e-5
CTBP2,2.524449471799123e-5
CTNNB1,0.0013263407227982855
CUX1,1.0121311948803255e-5
DAB2,3.543014935930151e-4
DACH1,5.252357277875231e-5
DDIT3,2.3620092623544638e-4
DDX5,8.32915007513952e-5
DLX1,1.1853374199318807e-4
DLX2,1.2127184037855998e-4
DLX4,2.556327653924128e-6
DMRT1,1.244384114744756e-4
DNMT1,2.843174772866175e-4
DNMT3A,1.9253261732211588e-4
DNMT3B,1.0698361804745131e-4
DR1,5.314495399723389e-5
ATN1,1.2705198421225008e-5
E2F6,6.536551381190587e-6
E4F1,3.190250556832133e-5
EDN1,8.918475320693435e-4
EDNRB,4.1214926981091005e-4
EFNA1,1.6688248756253056e-4
EGR1,3.8700564030750634e-4
CELA1,4.204092539800213e-5
ELANE,1.7840187632889342e-4
ELK3,1.5134320295157489e-5
ELK4,2.0644311789298295e-6
EN1,4.615083068089511e-5
ENG,2.8211412508313713e-4
ENO1,1.4599460163735206e-4
EP300,7.410518373118064e-4
EPO,2.752200200695489e-4
NR2F6,2.163529669917009e-5
ERF,1.6306277294562234e-6
ESR1,2.777608098739292e-4
ESR2,3.159875303839962e-5
ETS2,6.686557599466842e-5
ETV3,2.0805003158524608e-5
ETV5,7.436253272233664e-5
ETV6,2.2928144612161735e-5
EZH1,4.740879862381223e-5
BPTF,2.0359629545641365e-5
FBP1,2.3184180032634512e-4
FGF9,2.3546459107260677e-4
FGFR1,7.028270301270956e-4
FGFR2,7.948360304008783e-4
FHL2,7.143130043787265e-5
FOXG1,8.250634626833607e-5
FOXF1,4.6980120836073193e-4
FOXC1,3.1237844432255817e-4
FOXJ1,5.9813124485133e-4
FOXC2,3.0145023334249873e-4
FOXE1,6.788478570585825e-5
FOXS1,7.381964827965519e-6
FOXO1,1.2932724034853005e-4
FOXO3,2.437461153713173e-4
FOSB,2.6411713605269628e-5
FRK,8.252191235671668e-6
GABPA,9.643626798741276e-6
GATA1,2.472080178758172e-4
GATA2,2.909162917755612e-4
GATA3,9.129185396269162e-4
GATA4,2.1655096152602433e-4
GATA6,4.281602154471668e-4
KAT2A,4.303753590392273e-4
NR6A1,8.75792931662768e-6
GFI1,1.326612725745593e-4
GLI2,2.0170984838572366e-4
GLI3,7.297095539786086e-4
SFN,1.0685207485441986e-4
GPS2,8.834798706531062e-5
NR3C1,1.482980520743027e-4
HCFC1,6.020458982650806e-5
HCLS1,4.953909749629008e-5
HDAC1,2.686370968254601e-4
HDAC2,4.4075766847706413e-4
HDGF,7.960158961404649e-6
HIC1,1.338091607119849e-5
HIVEP1,3.492804199858475e-6
MNX1,1.625136421332287e-5
HMGB1,4.413928395316741e-4
HMGB2,1.1113324115989532e-4
HMX1,1.6723235043867211e-6
FOXA1,2.2791639590468798e-4
FOXA2,5.207358391436697e-5
HOXA2,1.4510376560100544e-4
HOXA7,4.1077068176022885e-5
HOXB3,4.21717685539876e-5
HOXB4,2.691226282992893e-5
HOXB8,1.2734772712019162e-5
HOXC8,2.4765848717368712e-6
HOXD8,1.2988648822398193e-5
HOXD9,2.1865754028424573e-5
HES1,0.001092027384456099
HSBP1,3.860368140392056e-5
HSF1,4.108407113013321e-4
HSF4,4.880265070431646e-6
DNAJB1,3.41411333397907e-5
IRF8,8.195523238218147e-5
ID1,2.446079231340129e-5
ID3,1.65156451437801e-4
IFI16,6.76064661746409e-5
IFI27,2.2910656815525738e-5
IGBP1,2.3765953007670443e-5
IGF2,1.1895436771963385e-4
RBPJ,4.613782628077082e-4
FOXK2,3.249197106190209e-5
ING1,1.617692368086621e-5
ING2,1.326978870082677e-4
INSM1,1.040835105209882e-4
PDX1,1.3613954315909964e-4
IRF2,2.797229426038921e-6
IRF3,6.579863435332257e-5
IRF7,1.2513227010142814e-4
ISL1,3.0948956448589453e-4
JARID2,1.3829599040605272e-4
JUN,8.542138151780756e-5
JUND,1.7533178779763522e-5
LEP,7.685060716261806e-4
LMO1,3.437842758060307e-5
LOXL2,7.012073814498535e-5
MXD1,2.9902264261874477e-5
SMAD3,4.4296422354650684e-4
SMAD4,7.144476566498994e-4
SMAD5,1.0902305300497155e-4
SMAD7,3.3658845608474205e-4
MAF,9.874168356539341e-6
MAFG,5.4047258588436724e-6
MAGEA1,3.452875158201392e-6
MAGEA2,2.7378899364474266e-5
MAGEA3,2.1070803476110186e-5
MAGEA4,1.8002066809364729e-6
MAGEA6,2.3163170260740246e-6
MAGEA8,1.3080685874397703e-6
MAGEA9,1.3080685874397703e-6
MAGEA10,1.3895983838973403e-6
MAGEA11,1.4475322031988615e-6
MAGEA12,1.3080685874397703e-6
MAGEB1,8.504727820311416e-7
MAGEB2,9.019853475580853e-7
MAGEB3,9.019853475580853e-7
MAGEB4,9.115391678150523e-7
MAX,6.424155820296216e-5
MAZ,9.380593871873168e-6
MBD1,3.3345510979008367e-5
MDFI,2.134803045537993e-5
MDM4,2.1087907597515023e-5
MECP2,7.253173857707316e-4
MEF2C,5.515878419617533e-4
MEIS2,4.2526838250640354e-5
CIITA,5.2924545507999514e-5
MITF,3.9598002232122e-5
MMP12,1.1873614983331333e-4
MNT,3.436590038279203e-6
MSX1,2.2839466998597293e-4
MSX2,2.617382275276762e-4
TRIM37,9.432048496249683e-5
MXI1,2.267451518520509e-6
MYB,2.0928058500844636e-4
NACA,1.1479974713124569e-4
NCK1,3.0256835945885544e-4
NDN,3.6439612682986e-5
NEDD4,1.7266656214067136e-4
NFATC2,6.160826643410423e-5
NFATC3,7.993725426135335e-5
NFATC4,7.795532956286576e-5
NFE2L1,3.4978871066349404e-5
NFIB,3.0480135570027674e-4
NFIC,2.5062465287620506e-6
NFIL3,8.540702146314266e-6
NFIX,1.8868917019855836e-6
NFKB1,2.524307742512924e-4
NFX1,1.8308345755516985e-5
NKX3-1,3.0007941582241033e-4
NKX6-1,1.0519786902470414e-4
NODAL,6.577914123101585e-4
CNOT2,6.389981859643592e-5
NOTCH1,0.001407582552524879
NOTCH2,2.4393979922565547e-4
NOTCH3,5.884703614734811e-5
NOTCH4,6.106839171265021e-5
NPAS1,1.1552447688591245e-5
YBX1,1.0523646873458315e-4
NR4A2,1.1895035638523354e-4
ORC2,2.2879383625938507e-5
OVOL1,7.020715236725149e-5
PRKN,8.642767774953189e-4
PAWR,7.751505820409292e-5
PAX5,1.5561821040260582e-5
PAX6,5.944765831181002e-4
PCNA,3.439482710889734e-4
PDE2A,1.6384547160838378e-4
PEG3,2.0880036052229166e-6
PER1,5.2860013405054775e-5
PHB1,1.9730139775896876e-4
PITX2,1.0716714937564214e-4
PLAGL1,2.7027788485318585e-6
PRRX1,4.0537892761212255e-5
POU1F1,9.668772581106669e-6
POU4F1,1.6101892805297176e-4
POU4F2,1.2691231168495692e-4
POU5F1,1.0843185477327703e-4
POU6F1,2.3662366653186214e-6
PPARA,3.7721270626954614e-4
PPARD,2.1939256471410526e-4
PPARG,4.335028551189142e-4
MED1,3.1312080828150527e-4
PPID,3.9169884854472026e-5
PPM1A,7.340101323594572e-5
MAP2K5,9.427760953046242e-5
PROP1,7.050384549527043e-5
PTCH1,2.502692028306704e-4
PTPN2,5.031710849861158e-4
PURA,5.944241628098271e-5
PURB,1.9557492619425384e-5
RARA,2.6109138158634935e-4
RARB,6.641521047934231e-5
RARG,1.3734665355764002e-4
ARID4A,3.7402441192905586e-5
KDM5A,3.2193949935013125e-5
RBBP4,6.860330009583376e-5
RBBP7,6.15906713677545e-5
RELA,3.313460408768528e-4
REST,5.262575431800393e-4
RFC1,5.762773113497827e-5
TRIM27,5.307726767745526e-5
RFX5,1.0399634562440052e-5
RNF2,6.556378934123145e-5
RORC,6.120174216951162e-5
RPL10,8.891237265503108e-6
RREB1,7.012465005074298e-5
RXRA,1.3741418247497492e-4
SALL1,1.7806787861866696e-4
SARS1,1.254463463749957e-4
SATB1,3.1097639553760704e-6
ATXN1,2.152257055599572e-5
SDCBP,1.7948280024346382e-4
SFPQ,2.6348815346341772e-5
SHH,0.0017310015434556614
SHOX2,1.7677899035662087e-4
SIM2,3.2620193721248533e-6
SIX1,5.378211489445584e-4
SKI,1.3623792638908352e-4
SKIL,3.84210996516283e-5
SNAI2,3.0175144195461755e-4
SMO,4.738170745872613e-4
SNAI1,1.7930373332888792e-4
SNCA,8.452903420594439e-4
SOX1,5.4766550733304776e-5
SOX2,9.379448842613616e-5
SOX3,1.101978700991718e-5
SOX4,2.9635229378344684e-4
SOX9,0.0010527671315336345
SOX10,8.318613392128274e-5
SOX11,2.1237461652213525e-4
SOX15,1.3170086130748223e-4
SOX12,1.3933692026650104e-5
SP2,2.338365461597098e-6
SP3,4.529874229860333e-5
SP100,8.36779362189227e-5
SPI1,2.933061248567673e-4
SRC,6.536414447321074e-4
SREBF1,1.2903330645757475e-4
SREBF2,1.1421846543018614e-4
SSX1,2.4999551353681868e-6
STAT1,4.062866635933895e-4
STAT3,3.4994164991611896e-4
SUPT4H1,4.4045945357347494e-5
SUPT5H,3.842306740659276e-5
SUV39H1,8.7865084511703e-5
TBXT,3.222357399723998e-5
TAF1,2.06486724135601e-4
TAF7,1.8736919855032495e-4
TAL1,1.858344948955951e-4
TBL1X,8.37156985234175e-6
TBX2,4.4125729440692404e-4
TBX6,6.046406759727182e-5
TBX15,1.026564763900978e-5
TBX3,3.737785902084699e-4
HNF1B,8.63216402148644e-4
TCF7L2,1.7569809607073216e-4
ZEB1,5.271202027274547e-5
TCF21,2.1155608837320717e-4
MLX,3.2300493061165766e-6
TDG,2.3604476698495708e-4
TFAP2A,2.2268895462633612e-4
TFAP2B,4.963424823086531e-5
TFAP2C,4.908423251693646e-6
NR2F1,1.3434427821926386e-5
TGIF1,6.8018648356583924e-6
THRA,1.9905383192171696e-4
THRB,1.826374393084914e-4
KLF10,1.3087730664179334e-5
NKX2-1,1.1801866771866852e-4
TLE4,8.211752519343166e-6
NR2E1,1.2187017936820543e-4
TNF,0.0013895705533734954
NR2C1,2.2703336318570425e-5
NR2C2,7.351333000363615e-6
TRO,3.038733278625992e-6
TRPS1,4.695830625769964e-6
TSG101,1.9850115100167036e-4
TWIST1,4.671217334804728e-4
TXN,1.3010302316404117e-4
UBE2D1,1.915326936151514e-5
UBE2D3,2.3658438967511784e-5
UBE2I,1.5493900227053604e-4
SCGB1A1,1.3594955208722528e-4
NR1H2,3.1999806397210327e-4
VDR,3.930924307841012e-4
VEGFA,8.78174262114603e-4
VHL,3.264241240770656e-5
EZR,1.9873065533211086e-4
TRPV1,3.104040058722808e-4
WFS1,1.207996000194319e-4
WT1,5.37413470275854e-4
XBP1,4.387694571061819e-4
YY1,1.4597725856222487e-4
YWHAZ,8.280041510445316e-5
ZFP36,3.344489338050426e-4
ZBTB14,7.01347079862272e-6
ZNF8,2.821558769363794e-6
CNBP,6.16984765601116e-5
MZF1,2.3835334658958046e-6
ZBTB25,1.9841185238570984e-6
ZNF85,1.7939923885132978e-06
ZNF91,6.161687164305811e-6
ZNF131,2.6731466970527796e-6
ZNF133,1.2911080595533572e-6
ZNF134,1.9841185238570984e-6
ZNF136,1.3771763857853193e-6
ZNF140,1.7338432158706702e-6
ZNF141,2.5771595416445414e-6
PCGF2,2.274002834415235e-5
ZBTB16,1.5920418571549127e-4
ZNF148,5.830873652318226e-6
ZBTB17,1.2650533828197883e-5
ZNF174,2.0758325812178997e-6
ZNF175,2.7247686309671296e-6
ZNF177,1.6545204008199866e-6
ZNF202,1.972833464218341e-6
ZNF205,5.873633950133247e-5
ZNF217,2.668505386846868e-6
ZNF224,3.2947059532359803e-6
PRDM2,2.2253014179505262e-5
BTG2,4.5803806444270414e-5
NELFE,2.2311973423865582e-5
MAFK,2.1660071610807414e-6
NR4A3,2.381480113708534e-4
HMGA2,2.5939551878020173e-4
ALX1,5.802127560276176e-6
ZNF239,1.7601060346211883e-6
NRIP1,7.855809398575728e-5
USP9X,1.4953601239155742e-4
EOMES,1.3202091029195805e-4
SOX14,6.914290136916249e-6
UXT,1.8946242609734278e-05
NR0B2,3.1092018145938196e-5
NCK2,8.730493556558138e-5
OGT,3.6284439566169294e-4
YBX3,1.0069257122810719e-4
CBX4,2.0261398616106768e-5
BARX2,9.703348551161295e-6
LMO4,4.133721344630629e-5
CGGBP1,1.4924381102590975e-6
BHLHE40,2.3426985061022727e-5
TNFSF11,2.3303392619694434e-4
KLF7,4.0452480453269656e-5
TP63,3.597505738741189e-4
URI1,5.283148132878958e-5
EED,1.0238481410477525e-5
SAP30,1.3742336012808228e-5
HESX1,5.0605678820137505e-5
HDAC3,1.994433272633009e-4
NR1I2,8.823230851171226e-6
LDB1,9.172041774601167e-5
PER3,2.852075394043781e-5
PER2,1.6681902179648908e-4
SQSTM1,1.4945979500228997e-4
FOXH1,1.1753639198881368e-4
MBD2,4.805700862268274e-5
LDB2,1.6858002238015956e-5
TBX18,1.9239876034702884e-4
USP2,2.0929101015477767e-5
MTA1,5.691648927354084e-5
CBFA2T2,8.41857140035269e-6
ZMYM5,1.055447461115432e-6
LRRFIP1,2.8218092371975312e-6
MTA2,3.091914948702772e-5
NOG,3.532855043393086e-4
MSC,2.772341924972572e-5
COPS2,3.2547529745655306e-05
RPL23,1.0189818876583019e-4
HAND1,1.8063541969893604e-4
MAGED1,2.7782736415081553e-5
ZNF254,1.365976757290436e-6
CIR1,3.040884832582029e-6
MACROH2A1,2.8674600975581307e-4
GTF2IRD1,5.726217911543773e-5
NR1D1,1.7490435425058831e-4
SOX13,5.504412455496427e-5
NFE2L3,3.1891726543975066e-6
NCOR1,6.649675020304226e-5
NCOR2,3.960741082386992e-5
CTR9,5.37001083524215e-5
PHF14,1.230302638788342e-4
DCAF1,6.948722000889143e-5
HDAC9,9.051277721769948e-5
ZNF536,2.1931058341497625e-5
HDAC4,1.6594193146132378e-4
KEAP1,2.5462843405755305e-5
ZEB2,3.1607139900169433e-4
ZBTB39,1.9841185238570984e-6
ZBTB5,1.733232660896982e-6
MAFB,2.1642695076360882e-4
MAGEC1,9.019853475580853e-7
USP3,3.568572195277601e-5
NR1I3,4.342949870501673e-6
NR1H4,8.259470824328014e-4
NR1D2,1.3476165002308162e-5
NR2E3,1.6167181622746942e-5
ZBTB33,3.974691368831398e-6
HDAC5,7.674187609951545e-5
NR1H3,2.79765871446241e-4
ZNF263,1.9839067658512123e-6
TRIM28,9.780073721740177e-5
AASS,3.3278280874881927e-4
SORBS3,1.3347611370526385e-5
OLIG2,8.67261157060348e-5
COQ7,8.374320064809748e-5
HMG20A,1.1764325475279169e-5
KLF2,1.3442928807286367e-4
CITED2,2.1694261221080085e-4
PIAS3,3.5775781337307776e-5
YAP1,2.251419304847132e-4
N4BP2L2,3.3833423161934644e-5
FST,7.022367556595982e-5
ZBTB18,3.718370467360139e-6
TADA3,3.0859480013674836e-5
HOXB13,6.057278080428817e-5
NCOA2,6.958380536445475e-5
SEMA4D,9.099872508000363e-5
DEAF1,1.459573017490285e-5
DRAP1,3.8710271871873633e-5
MXD4,1.5182443802300679e-6
HEXIM1,5.9893172421559646e-5
TXNIP,3.3128055183021684e-5
LEFTY1,8.365156741096409e-6
CTCF,6.0718543191129626e-5
TCFL5,3.961476921105889e-6
ZBTB6,2.022476364325731e-6
ZNF274,1.66693175999339e-6
ZNF268,7.509065006623245e-6
PPP1R13L,1.4463043366987896e-5
ARID5A,9.877512424431566e-5
TCERG1,1.9835825688930557e-5
MAGED2,1.2410522050317392e-5
ATF7,1.0354544197676234e-5
VAX1,2.9519232868859456e-5
WWP2,1.70036181310075e-5
