gene_symbol,entrez_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
CRHR2,1395,-0.0027599506325759983,-0.00983638664207999,-0.0017605882039715996,0.006096342814079997,0.003031630283960003,0.0054744875269599905,-0.005758479852559997,-0.0003717577681398398,-0.005773877372400006,0.0023279885163552025,-0.00020914584097120008,0.0012175258468203193,0.0013369498174080393,-0.012192314865599987,-0.0014518636786377602,-0.0020788746463339235,0.0065130815995199974,0.006863773144399997,-0.0010902059921192805,0.0056633489531200095,-0.010047743011919998,0.004359903577920004,0.008911367412960001,-0.0015641220970765608,0.0046533017369599855,0.004392118462959992,0.002942591540920804,-0.00018123172710762412,-0.0054508153029599994,-0.0034882227593256024,-0.008585136151199987,-0.0030383978675599986,0.007592247471920005,0.007299912868080005,-0.0040811915227600025,-0.0024715862401944017,-0.0031796928902192013,-0.010699005198079987,0.007757795262719998,0.010002289662159995,-0.004122415922720007,0.005371210146320003,0.002377852090840803,0.007079634868559997,-0.002574172192616803,0.00027900925406915177,-0.004615678640959992,0.005875108526960011,0.0036652499962640103,-0.0037837829897120045,0.00425659261608,0.015438872563600018,0.001266938845665201,-0.006251853259439998,-0.013048524045599991,0.0005284094926743996,0.006026479281039996,-0.007742133694479989,0.020473965225599976,-0.0045608767718399975,-0.0018888671797299991,-0.0036745346591119978,0.008647641858000002,-0.011403943993599994,-0.0015763453014260808,0.003118256851460799,0.004950930117679997,0.007275133123760006,-0.001845183638309122,-0.0035434724911839947,-0.0003694959468380804,0.00939856693608001,-0.00012689354806672026,0.0028495970120288013,0.0028186722203544005,-0.001616180508516904,0.002783795740799205,-0.0041108725672672035,0.00469653525224,-0.0027110904419032017,-0.004722863824400002,-0.0016280206719571206,-0.008963878083920023,0.011173562456240006,0.0029036855631511967,0.004445354211344004,-0.004036142198952007,0.0064670907687199896,-0.01700711050000001,-0.0042358776726159906,0.0031568093959239963,-0.00064027436777228,0.004043212944312003,0.0043666568916000004,0.0024280364248916147,-0.0013329904381063995,0.007421928703440008,-0.0011452774963284795,0.007240293278559997,-0.0036530262329200025,-0.0022007151729751206,0.012659165884400005,-0.005821803810639996,0.00485707655832,-0.00026414486792447216,0.008811766424559993,0.0155118645728,0.015922279383199962,-0.00015520901719304,-0.0017644335320525601,0.002758998993469603,0.0007332273292285598,-0.0113046007668,-0.001756049459815601,-0.007072473065200004,-0.004591459845303996,0.0013827392681684005,-0.001810914857371198,0.0033033200755359987,-0.004989483204639995,-0.001562629982793679,-0.0043807538563200065,-0.003422786326991997,-0.0034672488632239962,-0.0009182583736376316,-0.0034295253798959976,0.008520049128720003,0.004091549995039993
CROCCP2,84809,-0.0024016110749881213,-0.009455663389874995,-0.001363565242155624,0.0062795086879999995,0.002039846376610001,0.0058345121207499994,-0.006179833928249993,-0.00034776617064962454,-0.006648528119374992,0.002309304363256253,0.0005182849544273756,0.001745367920170875,0.002102032386812502,-0.011986779355625005,-0.0017150408544708744,-0.003296704807498751,0.005520702688124993,0.006088949076000001,-0.00044776638779846223,0.0066808635501249885,-0.010040287317374995,0.004628028063749995,0.008058230658625012,-0.0019992635714032514,0.004388779221493758,0.003901769194579374,0.0042796515551499995,0.0003641707364804998,-0.004961866183000008,-0.0037058523949749984,-0.00979876049625001,-0.002158920721467875,0.007961025727750011,0.007735756865124998,-0.0032907610381612525,-0.002537882443069997,-0.002415848870970002,-0.00935934998475,0.0084777072595,0.011110774769625006,-0.003423449855915,0.00463465480535,0.0010404992574590305,0.006904878149624998,-0.0023978108281035014,0.000829224084414001,-0.005149992065499998,0.004949988496375,0.004425085899087501,-0.004401860454375001,0.003994490958712499,0.015248831840624984,0.0028166560233787515,-0.007551286372124994,-0.013671453725000015,-0.0003029719416391253,0.006839580706749997,-0.008508031075625,0.019405725711249985,-0.004848370211337496,-0.002323616849733626,-0.004395584075324997,0.009776086981125,-0.01191405623587499,-0.0020084038085122513,0.002404017482528753,0.005492837425624996,0.0068538965356250035,-0.0029383590501725,-0.0032748452317000014,0.0002171638026043,0.009331985177999998,5.55021558749997e-06,0.0029943694631962524,0.0020178400061906234,-0.0022683936500781233,0.0029329832163062447,-0.0035941989863000046,0.004919136276162494,-0.0007885329140533742,-0.003976067783712503,-0.0014955288392942481,-0.00854709937162499,0.01066457564099999,0.0033494855691899982,0.0044213895940750005,-0.004074223327142501,0.006553943687749994,-0.015363696290624987,-0.004125284273948626,0.002530041569570563,-0.0004779725805274997,0.004288282627643748,0.0032819468472125,0.0026373421600675005,-0.0021106313412787505,0.0074433979194999935,-0.0004297481461083748,0.006765178748000003,-0.003655257689849994,-0.002313477230547501,0.013121129453124993,-0.006074561709749992,0.0047342203400450025,-0.00025413833919637005,0.008251040272625009,0.014960619327499985,0.01615605487062502,0.0005450706879105002,-0.0031071544347571253,0.003682755860112503,0.0006631278237890005,-0.010460923585499986,-0.002343397442632499,-0.006137037527000008,-0.004663468926962499,0.002163854197779126,-0.0009513261627918767,0.0039491864493975005,-0.005225726865000011,-0.0007250757372716244,-0.0048358802045,-0.0037523071924999967,-0.004204781764325,-0.0007352533585169754,-0.0035771102819750046,0.008934130658249986,0.003273304002443251
CRYM,1428,-0.001864297201347893,-0.009789903351735402,-0.0012786901036935766,0.005913842843209469,0.002754177530027641,0.005207054576263789,-0.006328868049346685,-0.00039766102151956727,-0.006619759286892611,0.0024665157424529197,0.0008662295572373438,0.0011445359302387596,0.0024153092390782364,-0.012182910594528385,-0.0007299048212468122,-0.0026552235067480623,0.005763994530093929,0.0068170991231523035,-0.0004347931480076439,0.006073688158023682,-0.010836593674030198,0.003751397381520614,0.007546607854389555,-0.002261203518369662,0.0042246034584098886,0.00397619843186403,0.004364975429677422,0.00024109922566897558,-0.0047509572793670955,-0.003652304426233564,-0.008443803391057584,-0.0020043395296208627,0.007927720572437727,0.007563183129563089,-0.0035505560269248563,-0.0031452665606904887,-0.002751629372872114,-0.010183852708656595,0.007864660065822761,0.009698872598856672,-0.0034833726711645608,0.005491252449183355,0.0022641816077905857,0.007241995374193545,-0.003018284265069821,0.0009558751677021252,-0.004880947341996724,0.005248433146835443,0.003585399064961214,-0.0036716582698856654,0.004021495276250307,0.015784959666190233,0.0009749735816467133,-0.008176442838995508,-0.013714280092895048,0.0004350775669917783,0.006045231536055511,-0.008544786776561866,0.020106283791343414,-0.004821461969073089,-0.003048655527308284,-0.003842680324729275,0.008744266450918735,-0.0122480938791343,-0.002278665702098817,0.002647593105607594,0.006272068084850941,0.0076067373331155565,-0.002534621231524339,-0.002816061807649645,-0.0013119423490057988,0.00938042985202125,-0.00038929579420198066,0.00238888324154169,0.001538422013656978,-0.0028171329807333656,0.0033967131064512,-0.003062652670493268,0.0042023512085177595,-0.0016811793877284608,-0.0046072384223356435,-0.0022960133145857936,-0.009604258142629636,0.010653605938587184,0.003014811299667617,0.00409610466196692,-0.004015661769685593,0.006668537175581861,-0.015596311786443447,-0.004196852891708463,0.0022640566250285163,-0.0008785180353249321,0.003418194734454877,0.003492830869210705,0.0023179686878841395,-0.002311760092736222,0.00670501522209065,-0.001136490710144871,0.0062062138480196,-0.0038051439911437313,-0.0022846045049661075,0.012995384016537386,-0.006427845402613293,0.004684615534166185,-6.735839409962028e-05,0.00885147815202122,0.014660992757656184,0.015294488460187834,0.0008415668242079058,-0.002896080214332796,0.003208926376806049,0.0009287044343120461,-0.00997292184079217,-0.002661507477469574,-0.006283591604585557,-0.004791731446466314,0.003017294605967544,-0.0014089224806003262,0.0043856242753176865,-0.004098717599744392,-0.001373087723118428,-0.005022912442870556,-0.004584984320584732,-0.003669825468876687,-0.0009607001507435273,-0.004025799042503473,0.008885450555328704,0.0038753433011245396
CSMD1,64478,-0.002902461164644712,-0.009871044267969477,-0.0014662334566556733,0.005916006148903724,0.0025109694127111552,0.005375734585224025,-0.006278569361296468,-0.00039737469997302207,-0.005834887354528119,0.0025520623010772212,0.00039054391464807443,0.0007149018534584084,0.0017058484281427095,-0.012420683446615849,-0.0016352831973180176,-0.001980858048641944,0.006128341350047669,0.006707194252526222,-0.0004892494127637749,0.005707075857292658,-0.009553865205338404,0.00413785714891325,0.009239735323355563,-0.0012882364834860525,0.004777603676873207,0.003594372632497615,0.003379997519256436,7.230511554061011e-05,-0.005435761349952333,-0.0033804956808770274,-0.008937668829170629,-0.002974990650839081,0.008190306258722585,0.007126606733079121,-0.0044953680307912285,-0.002115288560688559,-0.003090790270848425,-0.010277101148999058,0.007852215365204968,0.009868503210486164,-0.004083074759170639,0.005202644456816007,0.001919714530550047,0.0072734062162058966,-0.0029224432282507163,0.00019080246662383235,-0.0049431225664442295,0.0052363682573879885,0.0038397259688179217,-0.00390917353555768,0.003955262368922787,0.016280979494756927,0.0012769087371528125,-0.006718031534127743,-0.013350178638703528,0.0005446216035889066,0.005598748106863675,-0.007734451231172544,0.020293674973307897,-0.004538723297330778,-0.0019210290231239263,-0.0038063136203336533,0.009221789361487143,-0.011448961154432807,-0.0017719247524848442,0.0029441024086558692,0.005078780001239278,0.007461261134127733,-0.0019607931734799823,-0.002902662208289798,-0.0006656331063346054,0.009563942225929451,0.00029088266836219237,0.002903398855829361,0.002594348458978457,-0.0014038574184617725,0.002510136733205432,-0.003643213295086276,0.0039635467452240215,-0.0024215989711952315,-0.0048294721737845575,-0.0016621233538483332,-0.008868709463393699,0.01093636709675881,0.002963412563250712,0.004391331718684459,-0.004193036614108679,0.006489892056530029,-0.016836230213536696,-0.003685599428055293,0.0030321810777407085,-0.00024980366341534777,0.004210225200953295,0.003958782944871301,0.0027428372378217373,-0.001664725207866158,0.007600943606387034,-0.0009198674248046807,0.0063578467944709295,-0.003667273489857008,-0.0024737874069609114,0.012633118135843665,-0.005407606404575785,0.005097062554528119,-0.0006116269223412385,0.008324416555100085,0.015175979229265966,0.016221834732602473,-0.0002161871239883699,-0.0024366727171108685,0.003005931061468061,0.0005976680576855486,-0.010877396351763591,-0.002225575360743569,-0.006869083872735935,-0.004817166808865592,0.001781020615493137,-0.0018644394601811237,0.0037674050746615813,-0.004987852088560525,-0.0011160796106938038,-0.004598706369971394,-0.003113685025218299,-0.0037491477965776935,-0.000553300149475024,-0.003454271037874163,0.008158190514394656,0.00418519984132507
CSNK1D,1453,-0.002882835045228571,-0.010957848182857144,-0.0014061581675771414,0.006370685307142853,0.002465673629385715,0.005978740603428572,-0.006962832254857143,8.12242026285714e-06,-0.00575225652228571,0.0025755413645142874,-2.9012207202285717e-05,0.001320137371715143,0.0016150120786514275,-0.012444708908571429,-0.0017736208077799988,-0.00277609892482857,0.006112715288285713,0.007031583035142855,-3.894726212285703e-06,0.006244177065999997,-0.009314340712571428,0.004509754922857143,0.008604889782857143,-0.002234541968325714,0.004394591640571428,0.003981041074914285,0.0038804321538571454,0.0004599649421885713,-0.0055390145628571455,-0.003204124465457142,-0.009166646949428571,-0.002564898989308572,0.007380774627428571,0.008131056405428572,-0.004196253717714286,-0.002139076522751429,-0.0021878060406942857,-0.009829166912857136,0.008340893504857137,0.010601400905142859,-0.0029063593626399995,0.0057468659711428565,0.0017475369871171426,0.00623191868428571,-0.0026681814872571447,0.00015232271663360007,-0.00575271702514285,0.0052326521765714284,0.004259397238285714,-0.004074068909428572,0.004054239184,0.015685953400000008,0.0024253736746782826,-0.0067788636897142904,-0.013974033301428566,0.0010496050989428577,0.006140438188285708,-0.007993565314000008,0.01910389228857141,-0.004962846266285713,-0.002409576895685717,-0.004058124774160001,0.00960440086257143,-0.011979019831428572,-0.001725343095862858,0.002533372845114288,0.005158582638285719,0.007835705576571426,-0.003376509676448574,-0.002870096711028573,-0.0013527710993257145,0.009588003203999995,0.0008021678185242858,0.0023954382529999987,0.0016829656765147158,-0.0015978373894314293,0.0028946050539971433,-0.0028856543698199985,0.004606992225714283,-0.0011040388607371431,-0.004516034634571428,-0.0011433920404899994,-0.008814169354857139,0.010601582478571427,0.003546580733714285,0.004423964617142857,-0.003999024843999997,0.0065943126674285705,-0.01569843011857143,-0.003365354929914286,0.003105229076571429,-0.0005225993199228573,0.0034796615254571468,0.003489230090857145,0.002256523073554287,-0.0016183998599428571,0.008113190278857138,-0.0006520980266297142,0.006285083323142857,-0.003939151991142857,-0.0018890872584741995,0.013026805892857157,-0.0051765349348571466,0.0046440581757142855,0.0003232501175171428,0.008509028490857145,0.015189245232857147,0.017101579600000003,1.8623978171999947e-05,-0.0028594627044142857,0.0029600666763428553,0.0006716972581245713,-0.011021315458000006,-0.0027855403146714304,-0.0076201486291428535,-0.0053928432531428535,0.00198184911514,-0.0016413412995494269,0.0028552879381999996,-0.004569928698,-0.0009995558814125721,-0.004283364299428571,-0.004677220925999997,-0.004527254036200001,-0.00041834459957142806,-0.003210203998857142,0.008163161841142859,0.004077829649714283
CSRP1,1465,-0.003116049655439749,-0.009760160672103826,-0.0012696084920470366,0.00619475649744285,0.002491479132393121,0.006234991837078658,-0.0064455754259589325,-0.0001071554551876597,-0.005968490248314612,0.0022309023119810173,0.00025474628474067405,0.000962260671251727,0.0017899744455679048,-0.01225054916098413,-0.0011149864932668756,-0.002352476772973156,0.0061917907594343435,0.0064086246087175615,-0.0006708468493538455,0.006225463734792714,-0.009802097421580794,0.00449322135471523,0.008574375527121265,-0.0023712126761718665,0.004938734944207678,0.004493521483552897,0.0037378763455288588,2.8764907251394854e-05,-0.005292111336962421,-0.002912993573683846,-0.00930538439554434,-0.0024709206954954288,0.007341768755869816,0.007568589335800081,-0.0034770052017481555,-0.002474013361910586,-0.0025705208101333976,-0.010359251829833395,0.00812896888027895,0.01011872667764431,-0.0035188692768384345,0.005363110796241767,0.002127301996599148,0.0064508231714839204,-0.002590788370177139,0.0004178451726386663,-0.004478622525513364,0.005831925680278967,0.0032628239636923644,-0.004018568394521506,0.004762917976636956,0.015090918708058829,0.0020050516884624905,-0.007258169702944579,-0.013208735775668336,0.0001967029599025184,0.006502815388144125,-0.008403768996280515,0.020063063465323515,-0.0044937937176675775,-0.0018441269330712923,-0.003639967290557925,0.009001874568810537,-0.011729623011855863,-0.0015638059358166502,0.0029535359862648968,0.0053021096838434655,0.007360680963618747,-0.002479277361020375,-0.0029147635635249896,-0.00023617348414082184,0.008983826505308028,-0.00020649444789170863,0.003214345352414191,0.0024967256612431986,-0.002049939929663189,0.00267686209961092,-0.003010031647394226,0.00479453486125533,-0.0018379494189360336,-0.004381039997132886,-0.0011618918050421176,-0.008382217309066268,0.010929023074157286,0.0034259372916854,0.0043788489719682345,-0.004342349565865945,0.006212288444401386,-0.016633114463192537,-0.004176109076935293,0.0029730630623874452,-0.0004037152592523435,0.004467211773576132,0.003686740107020543,0.0026720336187473865,-0.0013376205146286404,0.007250500879504053,-0.0008220574542841931,0.0068344752143355255,-0.003727238880468817,-0.002010054545065289,0.012648318132894212,-0.0057518926557923395,0.005424864033862837,0.00021411277483851204,0.00845578548783418,0.014805708358000831,0.015850855470360352,0.0001276024565031577,-0.0018955969620734188,0.003037509599862845,0.0008839850527656727,-0.011023218464354874,-0.002275435212003487,-0.006616267319449825,-0.0046897089266757066,0.001420433271506845,-0.0012634905029597064,0.0037921519282254922,-0.004653313341882976,-0.0007566524949991657,-0.0046040321604804355,-0.004214981422251067,-0.004526368589259974,-0.0012267046604518932,-0.0037608272822220725,0.008342467898179006,0.003766689436127855
CST3,1471,-0.0030107264585410498,-0.011399304595789462,-0.001127588031154948,0.006600032587789472,0.0024811769180926287,0.006173867858315789,-0.006908114542947368,0.0002329023421256841,-0.0061758906104210564,0.0023431330355221077,-0.00017851235133476863,0.0016326743560464221,0.0020240988399453704,-0.012774257271052629,-0.0010901433381698942,-0.00240275778209263,0.0058751363731578965,0.006799916993999999,-0.00016017054712315796,0.006570739016736844,-0.009784707998210523,0.0041162651674736825,0.00836694846642105,-0.0029056385252621032,0.004628150108421051,0.0043142213929263104,0.004022854090547368,0.0004852909172598948,-0.005422450301052635,-0.003152902187052632,-0.009413699039789482,-0.0022336258463747367,0.006786965679789477,0.007999967721789469,-0.0037231407135157935,-0.0025984317710957923,-0.0019627176728305275,-0.010168619151789451,0.00841328981694737,0.010406401031789478,-0.002788801238547372,0.005827966664631582,0.0020873414218989467,0.005591491244105263,-0.002076179979795369,0.0006766477865657899,-0.005205682312105272,0.005718971415052628,0.00389658695349264,-0.004143749864242106,0.004810323182831575,0.015752779669473683,0.0021902256401094755,-0.007329143571368424,-0.013535121895789455,0.0009824081942161054,0.006395668600000002,-0.008419511936210525,0.01925660175684208,-0.005211793186589478,-0.0021843500516623158,-0.004052615934915789,0.009257801249684195,-0.012001722409052623,-0.0017613242670506321,0.002572835847454736,0.005574116078315791,0.007931415329368424,-0.0034884792371263195,-0.0026624123323473713,-0.0011529415294671574,0.009241752596947385,0.0004982571004663158,0.002669112344023157,0.0014409167766812616,-0.002649158426863162,0.0028633126964673662,-0.0023425333146463155,0.004717763890999999,-0.0010277598683947368,-0.004757586691821065,-0.0012656584891414747,-0.008744290320421049,0.010638866772105264,0.0036293448422105275,0.004301128721157895,-0.003981892936252634,0.0067849277246315775,-0.016179238050526328,-0.004032891538042107,0.0034682466471852645,-0.0006286634951734737,0.0035445610304736842,0.003394416148168418,0.0021254106492705253,-0.0012556306257611556,0.007462906909157894,-0.0011123062768450514,0.007189915746000001,-0.0036970182445263187,-0.002573633979734736,0.012475131438947335,-0.005905439141684213,0.005160969127578941,0.0007805033531715786,0.008542976041578939,0.0145212016968421,0.016304839634210533,0.00046726960717515773,-0.002214311815397264,0.002968411805063159,0.0004053875083653688,-0.010823947143157908,-0.002465572617179475,-0.007383224764315776,-0.005768753014947375,0.0018403780578047351,-0.0014887038036624646,0.0028280719185442144,-0.004097817836526314,-0.0012697224040353688,-0.004343341236242105,-0.005262358125473693,-0.004862556123789481,-0.0013413988075262095,-0.0035859279642526274,0.008121315086421065,0.004099674819210528
CSTB,1476,-0.0028112644675455955,-0.010224141039360016,-0.001891478379592561,0.005969988980719999,0.0028387277069879986,0.005450438978560002,-0.005812549992800002,-0.00019369251535292784,-0.005538720158800005,0.0023744624528079985,-0.00042089289819304037,0.0012750536667617614,0.0013691071704576088,-0.012504243270799973,-0.0016027016659424795,-0.0019205493788898398,0.006462326248079992,0.007213463313280006,-0.0007219237684646403,0.005746632451759994,-0.009588237855440015,0.00433218021512,0.009009348256560005,-0.0012510544779928015,0.004540428172159997,0.004198388634240007,0.002991551026938164,7.387549758608e-05,-0.005668826132880012,-0.003718322161480002,-0.008411261896719988,-0.003184496841223997,0.0076337436044799905,0.007285392035199984,-0.00443495927376,-0.0019701387203122298,-0.0028309598531696023,-0.0108045666224,0.007755168484560001,0.010567522270959985,-0.003995394776880402,0.005428913420799996,0.0025460627659807987,0.006959937730159997,-0.002333245266502405,-7.781274092032007e-05,-0.005020269702880003,0.005459781536320004,0.004220075345600003,-0.0037552164318359967,0.0039044195225599976,0.015655611462800003,0.0015617023487848015,-0.006013811724159997,-0.013406459072399988,0.0012140017632544828,0.005759871883039996,-0.007388150400080008,0.02014456377040002,-0.0048247720149599965,-0.0018408229088855985,-0.0036054075141360047,0.009156612333120012,-0.011499397830799998,-0.001828636323885599,0.003071347591138399,0.00500552899248,0.007307999987840005,-0.002059010923176402,-0.0034782617145199977,-0.0009413617140865596,0.009560660771199991,0.0004809268430249674,0.002218279105088526,0.002252019582623843,-0.0012250016605878419,0.0026942162502271985,-0.0042454582578719995,0.004451883499040002,-0.0025223706644125613,-0.004743740925279994,-0.0013870526875056953,-0.00937722923248,0.010879631994960006,0.0027115956111975967,0.004196749143679998,-0.003756063897732801,0.006571526670799999,-0.016727913220000033,-0.0037968750875360014,0.003221566754456007,-0.0006310166741138077,0.003573010031960004,0.004334729680319997,0.001999799090790242,-0.0011485521804375195,0.008265151982559997,-0.001238330066138399,0.006862315795520004,-0.003741211452440004,-0.0021537824941672,0.012693904380000013,-0.005556033933360002,0.004799077135519999,0.0001349916373754399,0.008355555051199979,0.015450403018800006,0.016255090623600015,-0.0006107054491331985,-0.0018668720900876835,0.0026436304045776033,0.0005435225568461905,-0.011592384309440006,-0.00182427263586218,-0.007890363417759986,-0.0049248086348000035,0.0013070875756383176,-0.002138535964407556,0.0027768506138720014,-0.00493834685568001,-0.0018532072106228039,-0.003948442308880002,-0.0036651945376720025,-0.0036114377436879943,-0.0006340105492844479,-0.003197371895495997,0.008151714310319998,0.004130510582960003
CTGF,1490,-0.002723545448727061,-0.009606223075568604,-0.0008605997028099133,0.007064045524274506,0.0029113979249513703,0.005773855558000008,-0.005231678545882358,0.0002072084807601174,-0.00580174142282353,0.0023581172617196068,0.00043974944846657596,0.0015819431668252775,0.002287305994915725,-0.012987915230588195,-0.0012486002916452831,-0.003306972869287843,0.006122275269490194,0.0071927197135294154,-0.001064404041567567,0.006853012953294121,-0.011099000869058807,0.004336833767686273,0.008151918379215684,-0.003223233961843137,0.005552927734941179,0.004761343119843136,0.003052089801897645,-0.0002801997406559218,-0.004275362713803922,-0.0032985754610235425,-0.009537306174705868,-0.0021633583986154096,0.006481551792039222,0.007267766307215669,-0.003324851057776479,-0.003484465004022358,-0.0026017467035737213,-0.011239249094392143,0.007713558074784312,0.009627676997098057,-0.0028095378411850994,0.005539471286117654,0.003231530088962345,0.0065228404708235314,-0.002487667798177249,0.0015434000580068542,-0.003422633876768623,0.006547513675490187,0.0026534998846002656,-0.003176520726078439,0.004393058088290197,0.015225992761960771,0.0012445253740695533,-0.008026078415490193,-0.013116099102156848,-8.914683355445874e-05,0.0060200977421176385,-0.008629982774470584,0.02050786117686273,-0.004388610393215689,-0.0025978001537393302,-0.0034742553030137147,0.00883142534450982,-0.012478354362549012,-0.0027251976649454892,0.002837305281438827,0.0051016239820392325,0.00720093611870588,-0.002259028380283766,-0.003104494150435295,-0.0009605210222277619,0.00944603178372548,-0.001339829035923726,0.0035408955592050946,0.002002593782617296,-0.0024404972009666663,0.0026979467670284253,-0.003214260794192549,0.004572142414745106,-0.0020961156683599984,-0.0037310194039313796,-0.0010148103561397237,-0.007999948135843139,0.010656954017647059,0.002050138849810389,0.003293090237933339,-0.004026823471243135,0.006942600924666644,-0.016350986597058817,-0.004200751824925493,0.0030135002500513656,-0.0009356562484800332,0.0037974804152078366,0.0037346044590313796,0.0020308808979096053,-0.0020197994166825488,0.007111891399098039,-0.0009882829817818867,0.00800410002450981,-0.0038600859019333406,-0.0032668101358145035,0.01240660949117651,-0.006959762574039216,0.005259215944823525,0.0002635776214693063,0.00884876286027451,0.014621188915490206,0.0150599539045098,0.0008210639354463932,-0.001997274113556067,0.0025587099130765477,0.00031813007057227433,-0.010873988153764728,-0.0017565728766377653,-0.006246723276235293,-0.005502362622392148,0.0013336935949665905,-0.001217852727118667,0.0037345623918352906,-0.004213396465972557,-0.0017766584535641183,-0.005281833410705888,-0.00459012455892549,-0.003614882043686275,-0.0015025345071433289,-0.003748638785925488,0.00821929704862743,0.004150330149098032
CTNNB1,1499,-0.0025059752360321753,-0.010405463511217402,-0.0015540382800492186,0.00590816898547827,0.002483460819613649,0.0054431112275652145,-0.006667665349565218,-9.823616961260876e-05,-0.006283218295913045,0.0025550906790001732,0.00036593161541265183,0.0011382655147107814,0.00198980927990826,-0.01231241025260869,-0.0013121114442742616,-0.0025305018596973906,0.005857121508260869,0.0067558746332174,1.4552298541443549e-05,0.0060398476182608645,-0.009697531653652187,0.004126444165226091,0.008002078720000005,-0.0017514821359751287,0.004100413837883482,0.0037938714316434773,0.004008759891739138,0.0006104537455208713,-0.005380966662782614,-0.003488353576452169,-0.008367156775913041,-0.002455720549254173,0.008058296422347833,0.007777833616695652,-0.004025090042173913,-0.0023880193897278237,-0.0026314713792460853,-0.009955303638086952,0.008266181177652172,0.010230767076347815,-0.0034136966927691245,0.005909693599304347,0.0018467840116192528,0.006724664464086956,-0.002840032865970439,0.00044369660061034714,-0.005317236012086961,0.0050919939300869506,0.0040967328523043404,-0.004181518164434782,0.004188963135604349,0.01599759660086955,0.0016842061874246686,-0.007218531799304355,-0.013727321185652184,0.0009243888599776533,0.006064250509391307,-0.008073367648869567,0.019525736098260863,-0.004878637126521741,-0.002543626683685223,-0.0036201719377521773,0.009137880809826091,-0.0116328914633913,-0.001828400775560957,0.0022958836159366084,0.005682791459217387,0.007568325585565219,-0.002957448529131307,-0.0029413485159408693,-0.0014660741445114782,0.009628247642173926,0.0005161092925866954,0.002408441455445743,0.0015834387592113025,-0.0020087088000737387,0.003119942092650435,-0.003006394691789738,0.004381565969069565,-0.0017769454108133907,-0.004735835230000002,-0.0018981640663295642,-0.009801010266695652,0.010421361557652187,0.00329376763318261,0.0044247970745043465,-0.003966201402300871,0.006630140069739132,-0.015667250019565215,-0.0036084268430130405,0.0027909312585573877,-0.0005362869254363915,0.0032816537703704352,0.003729005237017389,0.002427556201649562,-0.001920123023891305,0.00748349669330435,-0.0011494548173677226,0.0060469288691304395,-0.0038102815942886985,-0.002008564960921827,0.012931987843913036,-0.005438531708608705,0.004640984926956528,8.463723778939131e-05,0.008631669779478266,0.015107795594347832,0.01628565221304348,0.0003500028213928699,-0.0029479508236916548,0.003060723122217391,0.0009763434617299145,-0.010539825482086942,-0.002559426427264953,-0.0071006022515652184,-0.004712880414495653,0.002461147122490436,-0.0019517178689608702,0.003728510307121737,-0.004147309622617385,-0.0011301603564150171,-0.004392617402399997,-0.004395677530939128,-0.004331668666930431,-0.0004888220931693053,-0.0035652802852000048,0.008597452760608672,0.004080461316921743
